method,system,condition,relative_change
cpiri,hydraulic,deletion_50,0.32398358326621857
cpiri,hydraulic,deletion_50,-1.3030351159524889
cpiri,hydraulic,deletion_50,-1.5125274584748771
cpiri,hydraulic,insertion_1,1.477341905422347
cpiri,hydraulic,insertion_1,-0.741879132945622
cpiri,hydraulic,insertion_1,-1.836054934259057
cpiri,hydraulic,insertion_2,-0.5803159035457695
cpiri,hydraulic,insertion_2,2.4132267607983593
cpiri,hydraulic,insertion_2,1.0656519742909598
cpiri,hydraulic,insertion_4,7.111511119305303
cpiri,hydraulic,insertion_4,5.913577968667094
cpiri,hydraulic,insertion_4,1.3322916926937323
cpiri,metropt,reference,0.0
cpiri,metropt,legal_gauge_direct,5813.421879445789
cpiri,metropt,legal_gauge_canonical_preprocessing,1.740541315520261e-05
cpiri,metropt,deletion_10,-0.010995743317621098
cpiri,metropt,deletion_10,-0.35708702909090784
cpiri,metropt,deletion_10,0.4353859293230622
cpiri,metropt,deletion_30,-0.0650480305651624
cpiri,metropt,deletion_30,0.47401574221876963
cpiri,metropt,deletion_30,-0.3106889931833945
cpiri,metropt,deletion_50,2.988297208049162
cpiri,metropt,deletion_50,2.187069376192774
cpiri,metropt,deletion_50,1.524490195369066
cpiri,metropt,insertion_1,0.196186328491188
cpiri,metropt,insertion_1,0.059457309733290664
cpiri,metropt,insertion_1,0.2050731639252179
cpiri,metropt,insertion_2,-0.22837685475474157
cpiri,metropt,insertion_2,-0.02676946383132206
cpiri,metropt,insertion_2,-0.05826979224321516
cpiri,metropt,insertion_4,-0.5639325915978044
cpiri,metropt,insertion_4,0.4706851381597321
cpiri,metropt,insertion_4,-0.0019092759148020555
cpiri,pmsm,reference,0.0
cpiri,pmsm,legal_gauge_direct,3167.7049891195916
cpiri,pmsm,legal_gauge_canonical_preprocessing,1.4925918323527299e-05
cpiri,pmsm,deletion_10,0.143784894171195
cpiri,pmsm,deletion_10,-0.5668974717433106
cpiri,pmsm,deletion_10,-0.2530508313496438
cpiri,pmsm,deletion_30,-0.03862230183621085
cpiri,pmsm,deletion_30,-0.6618444125338296
cpiri,pmsm,deletion_30,0.7296713594377779
cpiri,pmsm,deletion_50,0.27680572505113243
cpiri,pmsm,deletion_50,1.2897463877028947
cpiri,pmsm,deletion_50,-0.7773051421644528
cpiri,pmsm,insertion_1,0.6503920541824693
cpiri,pmsm,insertion_1,0.07353842587849435
cpiri,pmsm,insertion_1,-0.10351257135117198
cpiri,pmsm,insertion_2,0.08352084040599284
cpiri,pmsm,insertion_2,0.447264479692433
cpiri,pmsm,insertion_2,-0.020325126976961094
cpiri,pmsm,insertion_4,0.8892013207171479
cpiri,pmsm,insertion_4,-0.11881917830045552
cpiri,pmsm,insertion_4,0.1882940278989942
cpiri,steel_industry,reference,0.0
cpiri,steel_industry,legal_gauge_direct,15068.490922538305
cpiri,steel_industry,legal_gauge_canonical_preprocessing,1.3092311679230306e-06
cpiri,steel_industry,deletion_10,6.0994671415140145
cpiri,steel_industry,deletion_10,6.0994671415140145
cpiri,steel_industry,deletion_10,6.0994671415140145
cpiri,steel_industry,deletion_30,1.521320653305902
cpiri,steel_industry,deletion_30,6.0994671415140145
cpiri,steel_industry,deletion_30,1.521320653305902
cpiri,steel_industry,deletion_50,1.521320653305902
cpiri,steel_industry,deletion_50,6.0994671415140145
cpiri,steel_industry,deletion_50,1.521320653305902
cpiri,steel_industry,insertion_1,-0.05213473431124882
cpiri,steel_industry,insertion_1,0.14331170734374066
cpiri,steel_industry,insertion_1,0.17854366722107606
cpiri,steel_industry,insertion_2,0.3448433676961571
cpiri,steel_industry,insertion_2,0.428025742042748
cpiri,steel_industry,insertion_2,0.41591563184426583
cpiri,steel_industry,insertion_4,1.6236973904111718
cpiri,steel_industry,insertion_4,1.465004986858487
cpiri,steel_industry,insertion_4,1.6273063948884836
