regime,method,seed,system,sd_nmae,sd_nrmse
fewshot_0.01,gaugeformer_v13,101,pmsm,0.045816183457170846,0.12930737995490396
fewshot_0.01,gaugeformer_v13,101,steel_industry,0.4689892746708734,0.8859665738604464
fewshot_0.01,timer_xl,17,building_energy,0.24675772020566958,0.39194991490530834
fewshot_0.01,timer_xl,17,hydraulic,0.12315200106345335,0.19927449253301927
fewshot_0.01,timer_xl,17,metropt,0.49864519609257857,1.0907221770359066
fewshot_0.01,timer_xl,17,pmsm,0.046116201251122944,0.12636205577527904
fewshot_0.01,timer_xl,17,steel_industry,0.5105695182044578,0.7735859200793664
fewshot_0.01,timer_xl,29,building_energy,0.24608612746948436,0.3907479998556601
fewshot_0.01,timer_xl,29,hydraulic,0.11624479730035109,0.19285060278847854
fewshot_0.01,timer_xl,29,metropt,0.5032886470865438,1.093938371545305
fewshot_0.01,timer_xl,29,pmsm,0.04601627494096008,0.12653958919945368
fewshot_0.01,timer_xl,29,steel_industry,0.5221969986467053,0.7801532825532522
fewshot_0.01,timer_xl,43,building_energy,0.24595220957371658,0.3908210822276815
fewshot_0.01,timer_xl,43,hydraulic,0.11764899932719407,0.1930010283568593
fewshot_0.01,timer_xl,43,metropt,0.5088859967096503,1.0932599621061638
fewshot_0.01,timer_xl,43,pmsm,0.046145417025523744,0.1265621064099264
fewshot_0.01,timer_xl,43,steel_industry,0.5148889877304308,0.7733495504966675
fewshot_0.01,timer_xl,71,building_energy,0.2476746520893037,0.39241774795116324
fewshot_0.01,timer_xl,71,hydraulic,0.11998628192480719,0.19711311511739885
fewshot_0.01,timer_xl,71,metropt,0.5031320651046753,1.0952491185394426
fewshot_0.01,timer_xl,71,pmsm,0.046006529778492296,0.12627549839083818
fewshot_0.01,timer_xl,71,steel_industry,0.5087439059359952,0.77031276004341
fewshot_0.01,timer_xl,101,building_energy,0.2497625233358472,0.3954767455761355
fewshot_0.01,timer_xl,101,hydraulic,0.1183734369120762,0.19471491797177135
fewshot_0.01,timer_xl,101,metropt,0.5089340252828768,1.090340232327262
fewshot_0.01,timer_xl,101,pmsm,0.0459060304337696,0.12598251934669358
fewshot_0.01,timer_xl,101,steel_industry,0.5192030625048654,0.780279674388987
fewshot_0.01,timer_xl_gaugeformer,17,building_energy,0.24247891334927812,0.39638801382945155
fewshot_0.01,timer_xl_gaugeformer,17,hydraulic,0.10861954844698386,0.1928428376481419
fewshot_0.01,timer_xl_gaugeformer,17,metropt,0.48380926004050623,1.1117741265183814
fewshot_0.01,timer_xl_gaugeformer,17,pmsm,0.04462788252191019,0.12433680967873963
fewshot_0.01,timer_xl_gaugeformer,17,steel_industry,0.4776094703509085,0.7675743521678549
