backbone,variant,seed,system,condition,replicate,sd_nmae,sd_nrmse,mae_relative_change,mean_sd_normalized_prediction_change,no_op_deletion
gtm,raw,17,building_energy,insertion_4,rep1,0.2728546013024275,0.41853154420338845,6.699699706125273e-06,4.4248652701199265e-07,False
gtm,full,17,building_energy,insertion_4,rep1,0.2610562059044018,0.417791870672238,5.723874307861365e-06,2.710961290934561e-07,False
gtm,raw,17,building_energy,permutation,rep2,0.2728545830219898,0.41853150269622785,0.0,0.0,False
gtm,full,17,building_energy,permutation,rep2,0.2610561909618736,0.41779183792418,0.0,0.0,False
gtm,raw,17,building_energy,deletion_30,rep2,0.2728545830219898,0.41853150269622785,0.0,0.0,True
gtm,full,17,building_energy,deletion_30,rep2,0.2610561909618736,0.41779183792418,0.0,0.0,True
gtm,raw,17,building_energy,deletion_50,rep2,0.2728545830219898,0.41853150269622785,0.0,0.0,True
gtm,full,17,building_energy,deletion_50,rep2,0.2610561909618736,0.41779183792418,0.0,0.0,True
gtm,raw,17,building_energy,insertion_1,rep2,0.2728545830219898,0.41853150269622785,0.0,0.0,False
gtm,full,17,building_energy,insertion_1,rep2,0.2610561909618736,0.41779183792418,0.0,0.0,False
gtm,raw,17,building_energy,insertion_4,rep2,0.2728546013024275,0.41853154420338845,6.699699706125273e-06,4.4248652701199265e-07,False
gtm,full,17,building_energy,insertion_4,rep2,0.2610562059044018,0.417791870672238,5.723874307861365e-06,2.710961290934561e-07,False
gtm,raw,17,hydraulic,reference,rep0,0.057445186682621614,0.10895818599374328,0.0,0.0,False
gtm,full,17,hydraulic,reference,rep0,0.07137689904527826,0.13211471694170782,0.0,0.0,False
gtm,raw,17,hydraulic,legal_gauge_direct,rep0,13.622320094057052,14.180912405236366,23613.597049164247,13.577879696385882,False
gtm,full,17,hydraulic,legal_gauge_direct,rep0,7.628540905149038,8.281755768846537,10587.688884200248,7.584833553818709,False
