backbone,variant,seed,system,condition,replicate,sd_nmae,sd_nrmse,mae_relative_change,mean_sd_normalized_prediction_change,no_op_deletion
gtm,full,71,metropt,insertion_4,rep2,0.4397598406413232,0.9476850192177825,0.0,0.0,False
gtm,raw,71,pmsm,reference,rep0,0.05897996011181569,0.15254965280621122,0.0,0.0,False
gtm,full,71,pmsm,reference,rep0,0.05210484012217983,0.14353741363703817,0.0,0.0,False
gtm,raw,71,pmsm,legal_gauge_direct,rep0,0.2275569041013791,0.320672727172395,285.8207154938237,0.1761771930641575,False
gtm,full,71,pmsm,legal_gauge_direct,rep0,0.14654156482905734,0.23813070886730592,181.24367042569233,0.10404222574356342,False
gtm,raw,71,pmsm,legal_gauge_canonical_preprocessing,rep0,0.058979952318954025,0.15254964463462453,-1.3212727922873313e-05,3.444962470749962e-07,False
gtm,full,71,pmsm,legal_gauge_canonical_preprocessing,rep0,0.05210480808035334,0.14353737914485784,-6.149491375007088e-05,7.571336293085476e-07,False
gtm,raw,71,pmsm,permutation,rep0,0.05897996011181569,0.15254965280621122,0.0,0.0,False
gtm,full,71,pmsm,permutation,rep0,0.05210484012217983,0.14353741363703817,0.0,0.0,False
gtm,raw,71,pmsm,deletion_30,rep0,0.05897996011181569,0.15254965280621122,0.0,0.0,True
gtm,full,71,pmsm,deletion_30,rep0,0.05210484012217983,0.14353741363703817,0.0,0.0,True
gtm,raw,71,pmsm,deletion_50,rep0,0.05897996011181569,0.15254965280621122,0.0,0.0,True
gtm,full,71,pmsm,deletion_50,rep0,0.05210484012217983,0.14353741363703817,0.0,0.0,True
gtm,raw,71,pmsm,insertion_1,rep0,0.05897996000357455,0.15254965196872447,-1.835218865764432e-07,1.4744130486590858e-08,False
gtm,full,71,pmsm,insertion_1,rep0,0.05210484118069833,0.14353741515943966,2.031516643796749e-06,8.841549556256808e-09,False
gtm,raw,71,pmsm,insertion_4,rep0,0.05897996011181569,0.15254965280621122,0.0,0.0,False
gtm,full,71,pmsm,insertion_4,rep0,0.05210484012217983,0.14353741363703817,0.0,0.0,False
gtm,raw,71,pmsm,permutation,rep1,0.05897996011181569,0.15254965280621122,0.0,0.0,False
gtm,full,71,pmsm,permutation,rep1,0.05210484012217983,0.14353741363703817,0.0,0.0,False
gtm,raw,71,pmsm,deletion_30,rep1,0.05897996011181569,0.15254965280621122,0.0,0.0,True
gtm,full,71,pmsm,deletion_30,rep1,0.05210484012217983,0.14353741363703817,0.0,0.0,True
gtm,raw,71,pmsm,deletion_50,rep1,0.05897996011181569,0.15254965280621122,0.0,0.0,True
gtm,full,71,pmsm,deletion_50,rep1,0.05210484012217983,0.14353741363703817,0.0,0.0,True
gtm,raw,71,pmsm,insertion_1,rep1,0.05897996000357455,0.15254965196872447,-1.835218865764432e-07,1.4744130486590858e-08,False
gtm,full,71,pmsm,insertion_1,rep1,0.05210484118069833,0.14353741515943966,2.031516643796749e-06,8.841549556256808e-09,False
gtm,raw,71,pmsm,insertion_4,rep1,0.05897996011181569,0.15254965280621122,0.0,0.0,False
gtm,full,71,pmsm,insertion_4,rep1,0.05210484012217983,0.14353741363703817,0.0,0.0,False
gtm,raw,71,pmsm,permutation,rep2,0.05897996011181569,0.15254965280621122,0.0,0.0,False
gtm,full,71,pmsm,permutation,rep2,0.05210484012217983,0.14353741363703817,0.0,0.0,False
gtm,raw,71,pmsm,deletion_30,rep2,0.05897996011181569,0.15254965280621122,0.0,0.0,True
gtm,full,71,pmsm,deletion_30,rep2,0.05210484012217983,0.14353741363703817,0.0,0.0,True
gtm,raw,71,pmsm,deletion_50,rep2,0.05897996011181569,0.15254965280621122,0.0,0.0,True
gtm,full,71,pmsm,deletion_50,rep2,0.05210484012217983,0.14353741363703817,0.0,0.0,True
gtm,raw,71,pmsm,insertion_1,rep2,0.05897996000357455,0.15254965196872447,-1.835218865764432e-07,1.4744130486590858e-08,False
gtm,full,71,pmsm,insertion_1,rep2,0.05210484118069833,0.14353741515943966,2.031516643796749e-06,8.841549556256808e-09,False
gtm,raw,71,pmsm,insertion_4,rep2,0.05897996011181569,0.15254965280621122,0.0,0.0,False
gtm,full,71,pmsm,insertion_4,rep2,0.05210484012217983,0.14353741363703817,0.0,0.0,False
gtm,raw,71,steel_industry,reference,rep0,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,reference,rep0,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,legal_gauge_direct,rep0,0.36068570663147986,0.5861251699573689,-0.26426705686629637,0.0077850655677842665,False
gtm,full,71,steel_industry,legal_gauge_direct,rep0,0.3503878683499783,0.6003315101427742,-0.23471777095684931,0.005923672245200692,False
gtm,raw,71,steel_industry,legal_gauge_canonical_preprocessing,rep0,0.3616413959363972,0.5866091019086145,-2.708323010303104e-06,1.6199011431569572e-07,False
gtm,full,71,steel_industry,legal_gauge_canonical_preprocessing,rep0,0.35121221618911774,0.6011069676327339,-2.7529571400286557e-06,1.451004782034105e-07,False
gtm,raw,71,steel_industry,permutation,rep0,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,permutation,rep0,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,deletion_30,rep0,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,deletion_30,rep0,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,deletion_50,rep0,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,deletion_50,rep0,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,insertion_1,rep0,0.36164140563006353,0.5866091041632787,-2.7859381468431366e-08,1.3877659578033708e-07,False
gtm,full,71,steel_industry,insertion_1,rep0,0.35121222519283757,0.6011069693028923,-1.8934483980714845e-07,1.1931361742557116e-07,False
gtm,raw,71,steel_industry,insertion_4,rep0,0.3616414048618741,0.5866091045071363,-2.402768206621886e-07,1.4390355009684567e-07,False
gtm,full,71,steel_industry,insertion_4,rep0,0.35121222479851905,0.6011069696924916,-3.0161840802733764e-07,1.232871087139408e-07,False
gtm,raw,71,steel_industry,permutation,rep1,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,permutation,rep1,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,deletion_30,rep1,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,deletion_30,rep1,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,deletion_50,rep1,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,deletion_50,rep1,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,insertion_1,rep1,0.36164140563006353,0.5866091041632787,-2.7859381468431366e-08,1.3877659578033708e-07,False
gtm,full,71,steel_industry,insertion_1,rep1,0.35121222519283757,0.6011069693028923,-1.8934483980714845e-07,1.1931361742557116e-07,False
gtm,raw,71,steel_industry,insertion_4,rep1,0.3616414048618741,0.5866091045071363,-2.402768206621886e-07,1.4390355009684567e-07,False
gtm,full,71,steel_industry,insertion_4,rep1,0.35121222479851905,0.6011069696924916,-3.0161840802733764e-07,1.232871087139408e-07,False
gtm,raw,71,steel_industry,permutation,rep2,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,permutation,rep2,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,deletion_30,rep2,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,deletion_30,rep2,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,deletion_50,rep2,0.3616414057308146,0.5866091060796036,0.0,0.0,False
gtm,full,71,steel_industry,deletion_50,rep2,0.3512122258578398,0.60110697151216,0.0,0.0,False
gtm,raw,71,steel_industry,insertion_1,rep2,0.36164140563006353,0.5866091041632787,-2.7859381468431366e-08,1.3877659578033708e-07,False
gtm,full,71,steel_industry,insertion_1,rep2,0.35121222519283757,0.6011069693028923,-1.8934483980714845e-07,1.1931361742557116e-07,False
gtm,raw,71,steel_industry,insertion_4,rep2,0.3616414048618741,0.5866091045071363,-2.402768206621886e-07,1.4390355009684567e-07,False
gtm,full,71,steel_industry,insertion_4,rep2,0.35121222479851905,0.6011069696924916,-3.0161840802733764e-07,1.232871087139408e-07,False
moirai,raw,101,building_energy,reference,rep0,0.24649353521246342,0.42083863038485975,0.0,0.0,False
moirai,full,101,building_energy,reference,rep0,0.24713288280588616,0.42123101102543503,0.0,0.0,False
moirai,raw,101,building_energy,legal_gauge_direct,rep0,0.24654690377782557,0.42135246308414015,0.02165110144416449,0.005168257721890467,False
moirai,full,101,building_energy,legal_gauge_direct,rep0,0.2469314994346924,0.4210607177069233,-0.08148788979730481,0.00809002235987403,False
moirai,raw,101,building_energy,legal_gauge_canonical_preprocessing,rep0,0.2463811613026064,0.42090335502709675,-0.0455889886767924,0.0036159016984429262,False
moirai,full,101,building_energy,legal_gauge_canonical_preprocessing,rep0,0.24698487170773292,0.42091051472013563,-0.059891300774206346,0.0066518487812275715,False
moirai,raw,101,building_energy,permutation,rep0,0.24649353521246342,0.42083863038485975,0.0,0.0,False
moirai,full,101,building_energy,permutation,rep0,0.24713288280588616,0.42123101102543503,0.0,0.0,False
moirai,raw,101,building_energy,deletion_30,rep0,0.24649353521246342,0.42083863038485975,0.0,0.0,True
moirai,full,101,building_energy,deletion_30,rep0,0.24713288280588616,0.42123101102543503,0.0,0.0,True
moirai,raw,101,building_energy,deletion_50,rep0,0.24649353521246342,0.42083863038485975,0.0,0.0,True
moirai,full,101,building_energy,deletion_50,rep0,0.24713288280588616,0.42123101102543503,0.0,0.0,True
moirai,raw,101,building_energy,insertion_1,rep0,0.2456860086208184,0.41944026147215585,-0.3276055864706473,0.03676458871524215,False
moirai,full,101,building_energy,insertion_1,rep0,0.24591804255852162,0.41944949626831707,-0.491573696535863,0.03237793015747986,False
moirai,raw,101,building_energy,insertion_4,rep0,0.2446584438702929,0.41709944731355747,-0.7444784872709831,0.04476861336958655,False
moirai,full,101,building_energy,insertion_4,rep0,0.24490099948490762,0.4171767833334401,-0.9031106243889031,0.03894097979614681,False
moirai,raw,101,building_energy,permutation,rep1,0.24649353521246342,0.42083863038485975,0.0,0.0,False
moirai,full,101,building_energy,permutation,rep1,0.24713288280588616,0.42123101102543503,0.0,0.0,False
moirai,raw,101,building_energy,deletion_30,rep1,0.24649353521246342,0.42083863038485975,0.0,0.0,True
moirai,full,101,building_energy,deletion_30,rep1,0.24713288280588616,0.42123101102543503,0.0,0.0,True
moirai,raw,101,building_energy,deletion_50,rep1,0.24649353521246342,0.42083863038485975,0.0,0.0,True
moirai,full,101,building_energy,deletion_50,rep1,0.24713288280588616,0.42123101102543503,0.0,0.0,True
moirai,raw,101,building_energy,insertion_1,rep1,0.24577542898331733,0.41971379681911275,-0.29132862593216347,0.036724682744637964,False
moirai,full,101,building_energy,insertion_1,rep1,0.24574636176070916,0.41938677488986537,-0.5610427189756351,0.032810949246006194,False
moirai,raw,101,building_energy,insertion_4,rep1,0.24442594786888558,0.41680753907179535,-0.8387998256407458,0.044773253337794965,False
moirai,full,101,building_energy,insertion_4,rep1,0.24460554023691505,0.41690888476970955,-1.0226654341892072,0.0390315610802058,False
moirai,raw,101,building_energy,permutation,rep2,0.24649353521246342,0.42083863038485975,0.0,0.0,False
moirai,full,101,building_energy,permutation,rep2,0.24713288280588616,0.42123101102543503,0.0,0.0,False
moirai,raw,101,building_energy,deletion_30,rep2,0.24649353521246342,0.42083863038485975,0.0,0.0,True
moirai,full,101,building_energy,deletion_30,rep2,0.24713288280588616,0.42123101102543503,0.0,0.0,True
moirai,raw,101,building_energy,deletion_50,rep2,0.24649353521246342,0.42083863038485975,0.0,0.0,True
moirai,full,101,building_energy,deletion_50,rep2,0.24713288280588616,0.42123101102543503,0.0,0.0,True
moirai,raw,101,building_energy,insertion_1,rep2,0.24547729167702714,0.4193686167860408,-0.41227999531928683,0.03693567091264413,False
moirai,full,101,building_energy,insertion_1,rep2,0.2454939050171547,0.4193401920211158,-0.663196969226798,0.032138848030418415,False
moirai,raw,101,building_energy,insertion_4,rep2,0.2447927991083163,0.4172049299847779,-0.6899718902084739,0.044705939720255626,False
moirai,full,101,building_energy,insertion_4,rep2,0.2449534033019955,0.4174179361739879,-0.8819059119714812,0.0382693975272375,False
moirai,raw,101,hydraulic,reference,rep0,0.1077063935680892,0.19404081308220544,0.0,0.0,False
moirai,full,101,hydraulic,reference,rep0,0.10568971598897599,0.1916124199000726,0.0,0.0,False
moirai,raw,101,hydraulic,legal_gauge_direct,rep0,0.13522215648569208,0.21916165367149495,25.54700979771283,0.03790171450783343,False
moirai,full,101,hydraulic,legal_gauge_direct,rep0,0.12177449714908081,0.2068051339456454,15.21887064374603,0.024093910251589547,False
moirai,raw,101,hydraulic,legal_gauge_canonical_preprocessing,rep0,0.13522234785145681,0.21916186260966516,25.54718747125513,0.037901732390334335,False
moirai,full,101,hydraulic,legal_gauge_canonical_preprocessing,rep0,0.12177457460933644,0.20680521434860366,15.218943933994655,0.024093896150038707,False
moirai,raw,101,hydraulic,permutation,rep0,0.1077063935680892,0.19404081308220544,0.0,0.0,False
moirai,full,101,hydraulic,permutation,rep0,0.10568971598897599,0.1916124199000726,0.0,0.0,False
moirai,raw,101,hydraulic,deletion_30,rep0,0.1077063935680892,0.19404081308220544,0.0,0.0,True
moirai,full,101,hydraulic,deletion_30,rep0,0.10568971598897599,0.1916124199000726,0.0,0.0,True
moirai,raw,101,hydraulic,deletion_50,rep0,0.1077063935680892,0.19404081308220544,0.0,0.0,True
moirai,full,101,hydraulic,deletion_50,rep0,0.10568971598897599,0.1916124199000726,0.0,0.0,True
moirai,raw,101,hydraulic,insertion_1,rep0,0.1077644641765981,0.19394585891408478,0.05391565587253844,0.011690140331167791,False
moirai,full,101,hydraulic,insertion_1,rep0,0.10575998799910605,0.1914192445102605,0.06648897621921446,0.008134342464637014,False
moirai,raw,101,hydraulic,insertion_4,rep0,0.10742761842266942,0.19361739192575206,-0.25882878089641403,0.013401278071863814,False
moirai,full,101,hydraulic,insertion_4,rep0,0.10578734356062076,0.19177050326343584,0.09237187434107952,0.009484433627719311,False
moirai,raw,101,hydraulic,permutation,rep1,0.1077063935680892,0.19404081308220544,0.0,0.0,False
moirai,full,101,hydraulic,permutation,rep1,0.10568971598897599,0.1916124199000726,0.0,0.0,False
moirai,raw,101,hydraulic,deletion_30,rep1,0.1077063935680892,0.19404081308220544,0.0,0.0,True
moirai,full,101,hydraulic,deletion_30,rep1,0.10568971598897599,0.1916124199000726,0.0,0.0,True
moirai,raw,101,hydraulic,deletion_50,rep1,0.1077063935680892,0.19404081308220544,0.0,0.0,True
moirai,full,101,hydraulic,deletion_50,rep1,0.10568971598897599,0.1916124199000726,0.0,0.0,True
moirai,raw,101,hydraulic,insertion_1,rep1,0.10776781311318705,0.1940053549581107,0.057024976014097284,0.011711004848089976,False
moirai,full,101,hydraulic,insertion_1,rep1,0.10592139132876523,0.19198971923499283,0.21920329487250534,0.007944769511048782,False
moirai,raw,101,hydraulic,insertion_4,rep1,0.10766815929426436,0.19373038474916326,-0.03549861113923969,0.013467559985913558,False
moirai,full,101,hydraulic,insertion_4,rep1,0.10584268920182918,0.19185879771158665,0.14473803001717744,0.009611965810266071,False
moirai,raw,101,hydraulic,permutation,rep2,0.1077063935680892,0.19404081308220544,0.0,0.0,False
moirai,full,101,hydraulic,permutation,rep2,0.10568971598897599,0.1916124199000726,0.0,0.0,False
moirai,raw,101,hydraulic,deletion_30,rep2,0.1077063935680892,0.19404081308220544,0.0,0.0,True
moirai,full,101,hydraulic,deletion_30,rep2,0.10568971598897599,0.1916124199000726,0.0,0.0,True
moirai,raw,101,hydraulic,deletion_50,rep2,0.1077063935680892,0.19404081308220544,0.0,0.0,True
moirai,full,101,hydraulic,deletion_50,rep2,0.10568971598897599,0.1916124199000726,0.0,0.0,True
moirai,raw,101,hydraulic,insertion_1,rep2,0.10773353556809424,0.1939364625903706,0.02519998962540182,0.011714865258480561,False
moirai,full,101,hydraulic,insertion_1,rep2,0.10587366764829978,0.1918744974159668,0.17404877816398212,0.00795667165548057,False
moirai,raw,101,hydraulic,insertion_4,rep2,0.10728374584790319,0.19335142504010142,-0.3924072714576732,0.01274003718090123,False
moirai,full,101,hydraulic,insertion_4,rep2,0.10561398465772548,0.19165516790001416,-0.07165439942936613,0.008667513752029392,False
moirai,raw,101,metropt,reference,rep0,0.37358824990590606,0.9917682421665794,0.0,0.0,False
moirai,full,101,metropt,reference,rep0,0.3721495785737356,0.9908241736727226,0.0,0.0,False
moirai,raw,101,metropt,legal_gauge_direct,rep0,0.3733401247617766,0.9900723541043861,-0.06641674201262049,0.005359542663790001,False
moirai,full,101,metropt,legal_gauge_direct,rep0,0.3718434552576458,0.9890444144699043,-0.08225813858584452,0.004975609054142141,False
moirai,raw,101,metropt,legal_gauge_canonical_preprocessing,rep0,0.37327077614780796,0.9901295747591662,-0.08497958867230704,0.005138181328730974,False
moirai,full,101,metropt,legal_gauge_canonical_preprocessing,rep0,0.37177441208036266,0.9891014842103596,-0.10081067263618682,0.004753204709466878,False
moirai,raw,101,metropt,permutation,rep0,0.3735882537421841,0.9917682510918089,1.0268732975049488e-06,8.247486605231195e-08,False
moirai,full,101,metropt,permutation,rep0,0.3721495817491695,0.9908241815016481,8.532681672335229e-07,7.487854941655698e-08,False
moirai,raw,101,metropt,deletion_30,rep0,0.3718995757257834,0.9872453036339394,-0.4520147998626767,0.02580918969090304,False
moirai,full,101,metropt,deletion_30,rep0,0.3708529997922651,0.9877626822319427,-0.34840259296803344,0.02388916627508248,False
moirai,raw,101,metropt,deletion_50,rep0,0.37331926046881286,0.9902174749106168,-0.07200157851884326,0.03144749412483682,False
moirai,full,101,metropt,deletion_50,rep0,0.3719903061209032,0.9902840942521637,-0.04279796673229974,0.0294208957695652,False
moirai,raw,101,metropt,insertion_1,rep0,0.37551674105828503,0.9937992408919711,0.5162076571906926,0.02256168161179682,False
moirai,full,101,metropt,insertion_1,rep0,0.37391932522260685,0.9926195078432066,0.4755471323261595,0.020873726163658353,False
moirai,raw,101,metropt,insertion_4,rep0,0.3743346813235662,0.9906627898501874,0.19980056060331375,0.028562201987053018,False
moirai,full,101,metropt,insertion_4,rep0,0.37318253631996806,0.990948697060214,0.2775652064933798,0.026488994313698326,False
moirai,raw,101,metropt,permutation,rep1,0.37358824744752483,0.9917682434185845,-6.580456513027855e-07,7.897426539315296e-08,False
moirai,full,101,metropt,permutation,rep1,0.37214957603005827,0.990824174107489,-6.835093935286807e-07,7.268455627575855e-08,False
moirai,raw,101,metropt,deletion_30,rep1,0.3724959493972065,0.9893447028405482,-0.292380852174734,0.02847084941080815,False
moirai,full,101,metropt,deletion_30,rep1,0.3711473774921833,0.9887040974993445,-0.2693006090167427,0.0264461918829147,False
moirai,raw,101,metropt,deletion_50,rep1,0.37040314351799797,0.9851677860959347,-0.8525713506006394,0.03154124912140713,False
moirai,full,101,metropt,deletion_50,rep1,0.3695683619810696,0.9861271175187439,-0.6935965378648268,0.029366302452297887,False
moirai,raw,101,metropt,insertion_1,rep1,0.3718027591413451,0.9875970116229092,-0.4779301182546991,0.023494208908946417,False
moirai,full,101,metropt,insertion_1,rep1,0.3707098372429774,0.9878407525618301,-0.38687168107942593,0.021684300634364478,False
moirai,raw,101,metropt,insertion_4,rep1,0.3765056056906492,0.9939496765067534,0.7809013761749695,0.026836273216135777,False
moirai,full,101,metropt,insertion_4,rep1,0.37502121315598486,0.9933351814680521,0.7716345113851331,0.025030463758592688,False
moirai,raw,101,metropt,permutation,rep2,0.373588251957438,0.9917682490545875,5.491425314474441e-07,8.071550158487557e-08,False
moirai,full,101,metropt,permutation,rep2,0.37214957986857505,0.9908241790124753,3.479352139734715e-07,7.356105503875288e-08,False
moirai,raw,101,metropt,deletion_30,rep2,0.3722328186606746,0.9876321426017495,-0.36281420670293274,0.026071374457207492,False
moirai,full,101,metropt,deletion_30,rep2,0.3711801692193209,0.9881424508882954,-0.2604891716201707,0.02416601023116452,False
moirai,raw,101,metropt,deletion_50,rep2,0.3707570798834182,0.9837768260385271,-0.7578316564294862,0.03565583949615956,False
moirai,full,101,metropt,deletion_50,rep2,0.36950162060174113,0.9846640683328675,-0.711530557724338,0.03327776053364296,False
moirai,raw,101,metropt,insertion_1,rep2,0.375738456789001,0.9941252987789329,0.5755552760656979,0.02251865318641299,False
moirai,full,101,metropt,insertion_1,rep2,0.37414420987205704,0.9929497620175435,0.5359756971822671,0.020832193412868016,False
moirai,raw,101,metropt,insertion_4,rep2,0.37777888526031106,0.9987666695342389,1.121725684750663,0.034827035904830966,False
moirai,full,101,metropt,insertion_4,rep2,0.3754311014475592,0.9953263791552207,0.8817752491887987,0.03224788631997085,False
moirai,raw,101,pmsm,reference,rep0,0.05084434741798441,0.14963494553578213,0.0,0.0,False
moirai,full,101,pmsm,reference,rep0,0.050345166614900204,0.14862536457337452,0.0,0.0,False
moirai,raw,101,pmsm,legal_gauge_direct,rep0,0.05090441106974621,0.1494464621677753,0.11813240765592425,0.0008681805493138572,False
moirai,full,101,pmsm,legal_gauge_direct,rep0,0.05016364192508391,0.14791873665770733,-0.36056031198548055,0.0020054898199427648,False
moirai,raw,101,pmsm,legal_gauge_canonical_preprocessing,rep0,0.05088321580565645,0.14982194328009782,0.07644583841839303,0.00036406543593652863,False
moirai,full,101,pmsm,legal_gauge_canonical_preprocessing,rep0,0.050450186967857795,0.14897635321033656,0.20860066619883266,0.001118158638220665,False
moirai,raw,101,pmsm,permutation,rep0,0.05084434741798441,0.14963494553578213,0.0,0.0,False
moirai,full,101,pmsm,permutation,rep0,0.050345166614900204,0.14862536457337452,0.0,0.0,False
moirai,raw,101,pmsm,deletion_30,rep0,0.05084434741798441,0.14963494553578213,0.0,0.0,True
moirai,full,101,pmsm,deletion_30,rep0,0.050345166614900204,0.14862536457337452,0.0,0.0,True
moirai,raw,101,pmsm,deletion_50,rep0,0.05084434741798441,0.14963494553578213,0.0,0.0,True
moirai,full,101,pmsm,deletion_50,rep0,0.050345166614900204,0.14862536457337452,0.0,0.0,True
moirai,raw,101,pmsm,insertion_1,rep0,0.05048067001036443,0.1473195134524621,-0.7152759865914682,0.009292148793596858,False
moirai,full,101,pmsm,insertion_1,rep0,0.05001259793087931,0.14613826798083404,-0.6605771842305597,0.009027841021223813,False
moirai,raw,101,pmsm,insertion_4,rep0,0.05099862934451585,0.14720988699648385,0.3034396828090147,0.013223125448599068,False
moirai,full,101,pmsm,insertion_4,rep0,0.05052856746900231,0.14624394239729085,0.3642869145810579,0.01259005047388178,False
moirai,raw,101,pmsm,permutation,rep1,0.05084434741798441,0.14963494553578213,0.0,0.0,False
moirai,full,101,pmsm,permutation,rep1,0.050345166614900204,0.14862536457337452,0.0,0.0,False
moirai,raw,101,pmsm,deletion_30,rep1,0.05084434741798441,0.14963494553578213,0.0,0.0,True
moirai,full,101,pmsm,deletion_30,rep1,0.050345166614900204,0.14862536457337452,0.0,0.0,True
moirai,raw,101,pmsm,deletion_50,rep1,0.05084434741798441,0.14963494553578213,0.0,0.0,True
moirai,full,101,pmsm,deletion_50,rep1,0.050345166614900204,0.14862536457337452,0.0,0.0,True
moirai,raw,101,pmsm,insertion_1,rep1,0.05064072411004674,0.14894018646200854,-0.4004836688407232,0.008780104129613019,False
moirai,full,101,pmsm,insertion_1,rep1,0.05008963190784644,0.1475161345147537,-0.5075655206554397,0.008472485857154658,False
moirai,raw,101,pmsm,insertion_4,rep1,0.05129992407360543,0.1482448035523764,0.8960222301130027,0.01297815451210711,False
moirai,full,101,pmsm,insertion_4,rep1,0.05073668656989871,0.14722251883805806,0.7776713860008,0.012153897238376626,False
moirai,raw,101,pmsm,permutation,rep2,0.05084434741798441,0.14963494553578213,0.0,0.0,False
moirai,full,101,pmsm,permutation,rep2,0.050345166614900204,0.14862536457337452,0.0,0.0,False
moirai,raw,101,pmsm,deletion_30,rep2,0.05084434741798441,0.14963494553578213,0.0,0.0,True
moirai,full,101,pmsm,deletion_30,rep2,0.050345166614900204,0.14862536457337452,0.0,0.0,True
moirai,raw,101,pmsm,deletion_50,rep2,0.05084434741798441,0.14963494553578213,0.0,0.0,True
moirai,full,101,pmsm,deletion_50,rep2,0.050345166614900204,0.14862536457337452,0.0,0.0,True
moirai,raw,101,pmsm,insertion_1,rep2,0.05054615231642274,0.14809642741258092,-0.5864862402702342,0.009141191425637688,False
moirai,full,101,pmsm,insertion_1,rep2,0.0500314541843653,0.14674071362176014,-0.6231232343206883,0.008807182049712696,False
moirai,raw,101,pmsm,insertion_4,rep2,0.05119827924762508,0.14782764333504986,0.6961085108066145,0.013442378258015766,False
moirai,full,101,pmsm,insertion_4,rep2,0.05072198516304804,0.14682328930461863,0.7484701580793063,0.012603319434673478,False
moirai,raw,101,steel_industry,reference,rep0,0.4957463553810289,0.9431439961877018,0.0,0.0,False
moirai,full,101,steel_industry,reference,rep0,0.48918863652533345,0.9317578030261323,0.0,0.0,False
moirai,raw,101,steel_industry,legal_gauge_direct,rep0,0.4957006613907792,0.9431039174588085,-0.009217211534440217,5.889869991171857e-05,False
moirai,full,101,steel_industry,legal_gauge_direct,rep0,0.48916587090434893,0.9317400669277817,-0.004653750983718563,3.0311628537565258e-05,False
moirai,raw,101,steel_industry,legal_gauge_canonical_preprocessing,rep0,0.4957006614921998,0.9431039172355227,-0.009217191076260622,5.8897087335608264e-05,False
moirai,full,101,steel_industry,legal_gauge_canonical_preprocessing,rep0,0.4891658721424642,0.9317400674879753,-0.004653497888040814,3.0308447375231606e-05,False
moirai,raw,101,steel_industry,permutation,rep0,0.4957463553810289,0.9431439961877018,0.0,0.0,False
moirai,full,101,steel_industry,permutation,rep0,0.48918863652533345,0.9317578030261323,0.0,0.0,False
moirai,raw,101,steel_industry,deletion_30,rep0,0.5059368432298793,0.9583413051502664,2.0555850261406494,0.06074989529833419,False
moirai,full,101,steel_industry,deletion_30,rep0,0.49692557517583075,0.9434747979202778,1.5815859308286662,0.04048735287966545,False
moirai,raw,101,steel_industry,deletion_50,rep0,0.5059368432298793,0.9583413051502664,2.0555850261406494,0.06074989529833419,False
moirai,full,101,steel_industry,deletion_50,rep0,0.49692557517583075,0.9434747979202778,1.5815859308286662,0.04048735287966545,False
moirai,raw,101,steel_industry,insertion_1,rep0,0.49625100327759963,0.9480184537465762,0.10179558378857756,0.06532918052103545,False
moirai,full,101,steel_industry,insertion_1,rep0,0.49436544210787015,0.9432746419748529,1.0582432207148385,0.04952958773414885,False
moirai,raw,101,steel_industry,insertion_4,rep0,0.497622105966391,0.9457049455152949,0.37836901169356896,0.11237970513111077,False
moirai,full,101,steel_industry,insertion_4,rep0,0.4970252500783383,0.9471030664644224,1.601961486404857,0.07221350327922045,False
moirai,raw,101,steel_industry,permutation,rep1,0.4957463553810289,0.9431439961877018,0.0,0.0,False
moirai,full,101,steel_industry,permutation,rep1,0.48918863652533345,0.9317578030261323,0.0,0.0,False
moirai,raw,101,steel_industry,deletion_30,rep1,0.5059368432298793,0.9583413051502664,2.0555850261406494,0.06074989529833419,False
moirai,full,101,steel_industry,deletion_30,rep1,0.49692557517583075,0.9434747979202778,1.5815859308286662,0.04048735287966545,False
moirai,raw,101,steel_industry,deletion_50,rep1,0.5059368432298793,0.9583413051502664,2.0555850261406494,0.06074989529833419,False
moirai,full,101,steel_industry,deletion_50,rep1,0.49692557517583075,0.9434747979202778,1.5815859308286662,0.04048735287966545,False
