backbone,method,family,seed,system,sd_nmae,sd_nrmse
gtm,gtm,loso,43,hydraulic,0.1646880805498805,0.2598799890138949
gtm,gtm_gaugeformer,loso,43,hydraulic,0.1450219932925126,0.23878638537977578
gtm,gtm_no_level_experts,loso,43,hydraulic,0.1454882830311318,0.23927269470486348
gtm,gtm_no_trend_experts,loso,43,hydraulic,0.14499981972490186,0.23879996248977775
gtm,gtm_no_origin_win_guard,loso,43,hydraulic,0.1357870894088073,0.22936547795984033
gtm,gtm_no_shrinkage,loso,43,hydraulic,0.1315959625855273,0.2292785714115432
gtm,gtm_no_warmup,loso,43,hydraulic,0.14444410736466956,0.23818610437962806
gtm,gtm_no_memory,loso,43,hydraulic,0.14663137242883795,0.24122389752799994
gtm,gtm,loso,43,metropt,0.7205573280893605,1.1958296666331574
gtm,gtm_gaugeformer,loso,43,metropt,0.5935302301601945,1.1377189457097705
gtm,gtm_no_level_experts,loso,43,metropt,0.6002139391491098,1.1871640907501106
gtm,gtm_no_trend_experts,loso,43,metropt,0.6027683427490196,1.14202105654924
gtm,gtm_no_origin_win_guard,loso,43,metropt,0.5892904899309859,1.1340674529709238
gtm,gtm_no_shrinkage,loso,43,metropt,0.5113312394617373,1.199304663918078
gtm,gtm_no_warmup,loso,43,metropt,0.5933773617941467,1.1384022053599387
gtm,gtm_no_memory,loso,43,metropt,0.6346959989074372,1.193542127134986
gtm,gtm,loso,43,pmsm,0.09152140367197148,0.2093524819813136
gtm,gtm_gaugeformer,loso,43,pmsm,0.0683383499076397,0.16561468605062568
gtm,gtm_no_level_experts,loso,43,pmsm,0.06827143848346946,0.16527168733410827
gtm,gtm_no_trend_experts,loso,43,pmsm,0.06911641823386701,0.1670913252463697
gtm,gtm_no_origin_win_guard,loso,43,pmsm,0.06817352855964275,0.16435873882762034
gtm,gtm_no_shrinkage,loso,43,pmsm,0.05527710055591437,0.15278531670469483
gtm,gtm_no_warmup,loso,43,pmsm,0.06829140492190146,0.16555785406749832
gtm,gtm_no_memory,loso,43,pmsm,0.07491823276769302,0.17939127614818695
gtm,gtm,loso,43,steel_industry,0.5536025211928911,0.9049700352408993
gtm,gtm_gaugeformer,loso,43,steel_industry,0.5281185370993418,0.9071990832605827
gtm,gtm_no_level_experts,loso,43,steel_industry,0.5360617944808193,0.907216020905895
gtm,gtm_no_trend_experts,loso,43,steel_industry,0.5282433945245453,0.9073052226086773
gtm,gtm_no_origin_win_guard,loso,43,steel_industry,0.5264873682771023,0.9074709429199761
gtm,gtm_no_shrinkage,loso,43,steel_industry,0.5094572925502883,0.9282662293341428
gtm,gtm_no_warmup,loso,43,steel_industry,0.5274131087789361,0.9075940680756334
gtm,gtm_no_memory,loso,43,steel_industry,0.5431794532655301,0.9163134183453334
gtm,gtm,loso,71,building_energy,0.41473521454277024,0.5753813300989103
gtm,gtm_gaugeformer,loso,71,building_energy,0.3127452646278677,0.46170633181759074
gtm,gtm_no_level_experts,loso,71,building_energy,0.31657733081689315,0.46760322509622737
gtm,gtm_no_trend_experts,loso,71,building_energy,0.3245764372071893,0.4744101962318392
gtm,gtm_no_origin_win_guard,loso,71,building_energy,0.3126528258015543,0.46162310043787974
gtm,gtm_no_shrinkage,loso,71,building_energy,0.2773092666779448,0.45888346417790543
gtm,gtm_no_warmup,loso,71,building_energy,0.3043452290790713,0.45054289296104333
gtm,gtm_no_memory,loso,71,building_energy,0.35108824850710296,0.511501329664561
gtm,gtm,loso,71,hydraulic,0.2120294142107472,0.29018339414968497
gtm,gtm_gaugeformer,loso,71,hydraulic,0.17932024314887568,0.2626618989811097
gtm,gtm_no_level_experts,loso,71,hydraulic,0.17977615610611894,0.2632660337644612
gtm,gtm_no_trend_experts,loso,71,hydraulic,0.1790680548275867,0.2624367385782649
gtm,gtm_no_origin_win_guard,loso,71,hydraulic,0.17932024314887568,0.2626618989811097
gtm,gtm_no_shrinkage,loso,71,hydraulic,0.1549008886104958,0.25237016314649213
gtm,gtm_no_warmup,loso,71,hydraulic,0.1783243445474229,0.2617962823441475
gtm,gtm_no_memory,loso,71,hydraulic,0.18054769102176288,0.26446963371190874
gtm,gtm,loso,71,metropt,0.695084196483006,1.181096871007848
gtm,gtm_gaugeformer,loso,71,metropt,0.5765570750337989,1.1313607818508635
gtm,gtm_no_level_experts,loso,71,metropt,0.5832576452710593,1.1780362462078737
gtm,gtm_no_trend_experts,loso,71,metropt,0.5885698456733456,1.1387556395278686
gtm,gtm_no_origin_win_guard,loso,71,metropt,0.5706486559045933,1.1269813566263682
gtm,gtm_no_shrinkage,loso,71,metropt,0.5110271465331873,1.1954292544617453
gtm,gtm_no_warmup,loso,71,metropt,0.5760931925523941,1.13150385959153
gtm,gtm_no_memory,loso,71,metropt,0.6162463507428717,1.1882176951437362
gtm,gtm,loso,71,pmsm,0.09109112536612528,0.21018801401985213
gtm,gtm_gaugeformer,loso,71,pmsm,0.06817845174804626,0.16606947023451
gtm,gtm_no_level_experts,loso,71,pmsm,0.06809393526713274,0.16574865795589444
gtm,gtm_no_trend_experts,loso,71,pmsm,0.06895836365393686,0.16755441230833257
gtm,gtm_no_origin_win_guard,loso,71,pmsm,0.06797933032022659,0.16473088662214191
gtm,gtm_no_shrinkage,loso,71,pmsm,0.055330943393713104,0.15287702884683876
gtm,gtm_no_warmup,loso,71,pmsm,0.06813419189941791,0.16601532702808777
gtm,gtm_no_memory,loso,71,pmsm,0.07486592896671387,0.18038309135825595
gtm,gtm,loso,71,steel_industry,0.5427717403815528,0.8971154038861524
gtm,gtm_gaugeformer,loso,71,steel_industry,0.5226451136436034,0.9013130781363754
gtm,gtm_no_level_experts,loso,71,steel_industry,0.527560109475284,0.9017583013204398
gtm,gtm_no_trend_experts,loso,71,steel_industry,0.5226451136436034,0.9013130781363754
gtm,gtm_no_origin_win_guard,loso,71,steel_industry,0.522625844024347,0.9013074399841983
gtm,gtm_no_shrinkage,loso,71,steel_industry,0.5073428111789768,0.9243998920611688
gtm,gtm_no_warmup,loso,71,steel_industry,0.5220061740464834,0.9014250599718837
gtm,gtm_no_memory,loso,71,steel_industry,0.5342403121292154,0.9079559565752469
moirai,moirai,joint,101,building_energy,0.24187255150444262,0.4129259479697592
moirai,moirai,joint,101,hydraulic,0.11132444768253388,0.20841482912753784
moirai,moirai,joint,101,metropt,0.43177060033803416,1.1183048899153039
moirai,moirai,joint,101,pmsm,0.05623788338829951,0.15147158115067494
moirai,moirai,joint,101,steel_industry,0.49187462956255407,0.9310845094346221
moirai,gaugeformer_v13,joint,101,building_energy,0.24105983531348174,0.41214101060919117
moirai,gaugeformer_v13,joint,101,hydraulic,0.10903072178117261,0.20608801650818193
moirai,gaugeformer_v13,joint,101,metropt,0.42421869505576676,1.1078138071272587
moirai,gaugeformer_v13,joint,101,pmsm,0.05615120080000401,0.15135694866133861
moirai,gaugeformer_v13,joint,101,steel_industry,0.4877942555195382,0.9198469354309609
moirai,moirai_no_level_experts,joint,101,building_energy,0.24016461401152428,0.41124948377443415
moirai,moirai_no_level_experts,joint,101,hydraulic,0.10986933086028618,0.20681133921042139
moirai,moirai_no_level_experts,joint,101,metropt,0.4249906021573061,1.1092170241869836
moirai,moirai_no_level_experts,joint,101,pmsm,0.05610116653972113,0.15114501012761386
moirai,moirai_no_level_experts,joint,101,steel_industry,0.48825195049713555,0.9216042408089209
moirai,moirai_no_trend_experts,joint,101,building_energy,0.2423025311606809,0.41319752670791854
moirai,moirai_no_trend_experts,joint,101,hydraulic,0.10906583011404483,0.20609444924937323
moirai,moirai_no_trend_experts,joint,101,metropt,0.42421767637819524,1.1078137640689183
moirai,moirai_no_trend_experts,joint,101,pmsm,0.05616614466953895,0.15138868814131404
moirai,moirai_no_trend_experts,joint,101,steel_industry,0.48780600840048854,0.9198378755484338
moirai,moirai_no_origin_win_guard,joint,101,building_energy,0.2418603729983382,0.41307475992961545
moirai,moirai_no_origin_win_guard,joint,101,hydraulic,0.10893515573431885,0.20611015704190708
moirai,moirai_no_origin_win_guard,joint,101,metropt,0.42416700751171815,1.1080548741881604
moirai,moirai_no_origin_win_guard,joint,101,pmsm,0.05380095381721522,0.14578757637913803
moirai,moirai_no_origin_win_guard,joint,101,steel_industry,0.48948472913249275,0.9219242608040996
moirai,moirai_no_shrinkage,joint,101,building_energy,0.24659894008298236,0.4223379435079387
moirai,moirai_no_shrinkage,joint,101,hydraulic,0.11015264720878315,0.2072979564617556
moirai,moirai_no_shrinkage,joint,101,metropt,0.425157163569806,1.1103804926160872
moirai,moirai_no_shrinkage,joint,101,pmsm,0.05647638381151513,0.1520846360075256
moirai,moirai_no_shrinkage,joint,101,steel_industry,0.5027907510287941,0.9578256228105795
moirai,moirai_no_warmup,joint,101,building_energy,0.2410588447430346,0.4121898336763683
moirai,moirai_no_warmup,joint,101,hydraulic,0.10892498411684731,0.20597558880725608
moirai,moirai_no_warmup,joint,101,metropt,0.4244605751888902,1.1078990359000473
moirai,moirai_no_warmup,joint,101,pmsm,0.05614866730836029,0.15135632525395085
moirai,moirai_no_warmup,joint,101,steel_industry,0.48835673929955226,0.9196366728984626
moirai,moirai_no_memory,joint,101,building_energy,0.25003739740584663,0.4207376783699119
moirai,moirai_no_memory,joint,101,hydraulic,0.10929823733118134,0.207667532263984
moirai,moirai_no_memory,joint,101,metropt,0.45034188116035134,1.1502163658190856
moirai,moirai_no_memory,joint,101,pmsm,0.05588862812281744,0.15084845893752238
moirai,moirai_no_memory,joint,101,steel_industry,0.5000354518606481,0.919854959219659
moirai,moirai,joint,17,building_energy,0.24237017237518807,0.41262265449302304
moirai,moirai,joint,17,hydraulic,0.11128763367170451,0.20825903724706885
moirai,moirai,joint,17,metropt,0.4325109230744405,1.1175436625400146
moirai,moirai,joint,17,pmsm,0.0562790150084718,0.15155322264370535
moirai,moirai,joint,17,steel_industry,0.48775901580270603,0.9250899805866555
moirai,gaugeformer_v13,joint,17,building_energy,0.24227491651834315,0.41257245838139095
moirai,gaugeformer_v13,joint,17,hydraulic,0.10919140955143689,0.20700448846096564
moirai,gaugeformer_v13,joint,17,metropt,0.4246974912487579,1.1068555913406641
moirai,gaugeformer_v13,joint,17,pmsm,0.056245828846506196,0.15157458116094444
moirai,gaugeformer_v13,joint,17,steel_industry,0.4850254545651782,0.9148123790910787
moirai,moirai_no_level_experts,joint,17,building_energy,0.2413749079920541,0.4115858783099906
moirai,moirai_no_level_experts,joint,17,hydraulic,0.1100184824705251,0.20771777999953656
moirai,moirai_no_level_experts,joint,17,metropt,0.4254510416631712,1.1081122287269103
moirai,moirai_no_level_experts,joint,17,pmsm,0.05619889412657939,0.15136826316375487
moirai,moirai_no_level_experts,joint,17,steel_industry,0.48279374437401623,0.9141181152461255
moirai,moirai_no_trend_experts,joint,17,building_energy,0.24300831956561916,0.41272577645613434
moirai,moirai_no_trend_experts,joint,17,hydraulic,0.10922063159379242,0.20701246797597916
moirai,moirai_no_trend_experts,joint,17,metropt,0.4246974912487579,1.1068555913406641
moirai,moirai_no_trend_experts,joint,17,pmsm,0.05626473074398911,0.15161367488145222
moirai,moirai_no_trend_experts,joint,17,steel_industry,0.4855501371118966,0.9151406478723845
moirai,moirai_no_origin_win_guard,joint,17,building_energy,0.24259190067065045,0.4131476161798393
moirai,moirai_no_origin_win_guard,joint,17,hydraulic,0.10904645208113169,0.20698310224752267
moirai,moirai_no_origin_win_guard,joint,17,metropt,0.42459804235450926,1.1071234184474241
moirai,moirai_no_origin_win_guard,joint,17,pmsm,0.05382259930291059,0.14570895653722257
moirai,moirai_no_origin_win_guard,joint,17,steel_industry,0.4868994833164909,0.9170314789292322
moirai,moirai_no_shrinkage,joint,17,building_energy,0.24951992939127607,0.42510209965160245
moirai,moirai_no_shrinkage,joint,17,hydraulic,0.11062295010023508,0.20966532648448627
moirai,moirai_no_shrinkage,joint,17,metropt,0.4256296202013114,1.109442550760923
moirai,moirai_no_shrinkage,joint,17,pmsm,0.05656672065680984,0.15229162728019638
moirai,moirai_no_shrinkage,joint,17,steel_industry,0.5023520178882909,0.9570898264563009
moirai,moirai_no_warmup,joint,17,building_energy,0.24221618727267485,0.41228450404701916
moirai,moirai_no_warmup,joint,17,hydraulic,0.109090098001886,0.20689840117125122
moirai,moirai_no_warmup,joint,17,metropt,0.42493777731367743,1.1069584651349036
moirai,moirai_no_warmup,joint,17,pmsm,0.056242863370265184,0.1515734705485625
moirai,moirai_no_warmup,joint,17,steel_industry,0.4864280094069538,0.9154962020184818
moirai,moirai_no_memory,joint,17,building_energy,0.2497645097950546,0.42033441972235036
moirai,moirai_no_memory,joint,17,hydraulic,0.10929245297839087,0.20710306634480177
moirai,moirai_no_memory,joint,17,metropt,0.4513754558072812,1.1503261035921526
moirai,moirai_no_memory,joint,17,pmsm,0.055923213372328064,0.15074478021533433
moirai,moirai_no_memory,joint,17,steel_industry,0.49753950156307025,0.9142426129825072
moirai,moirai,joint,29,building_energy,0.24023103074351024,0.41111035385934136
moirai,moirai,joint,29,hydraulic,0.11047268228350668,0.20747275054156167
moirai,moirai,joint,29,metropt,0.433506823327861,1.1196117782129762
moirai,moirai,joint,29,pmsm,0.0562539251060074,0.1516206989745312
moirai,moirai,joint,29,steel_industry,0.49258878407038614,0.9315418915473701
moirai,gaugeformer_v13,joint,29,building_energy,0.24025470906728771,0.4114118601842283
moirai,gaugeformer_v13,joint,29,hydraulic,0.10868204328973229,0.20638211582989563
moirai,gaugeformer_v13,joint,29,metropt,0.42530876543812296,1.1084199514828443
moirai,gaugeformer_v13,joint,29,pmsm,0.05620337025571103,0.15158188216522359
moirai,gaugeformer_v13,joint,29,steel_industry,0.48866053726254666,0.9211952194472811
moirai,moirai_no_level_experts,joint,29,building_energy,0.23931205731043784,0.4105783957129463
moirai,moirai_no_level_experts,joint,29,hydraulic,0.1094698085328019,0.20707559121997668
moirai,moirai_no_level_experts,joint,29,metropt,0.42593964281470215,1.1094339312107027
moirai,moirai_no_level_experts,joint,29,pmsm,0.056154866041426575,0.1513795263010104
moirai,moirai_no_level_experts,joint,29,steel_industry,0.4886696431170499,0.9224261211740634
moirai,moirai_no_trend_experts,joint,29,building_energy,0.24067692290284828,0.4115068068569809
moirai,moirai_no_trend_experts,joint,29,hydraulic,0.108697331213689,0.2063644125977277
moirai,moirai_no_trend_experts,joint,29,metropt,0.4253077102366542,1.1084199081229416
moirai,moirai_no_trend_experts,joint,29,pmsm,0.05621753728015134,0.15161502768826907
moirai,moirai_no_trend_experts,joint,29,steel_industry,0.48859758133796316,0.9209429537966619
moirai,moirai_no_origin_win_guard,joint,29,building_energy,0.24072170355629202,0.4120580479833057
moirai,moirai_no_origin_win_guard,joint,29,hydraulic,0.10854751141282322,0.20635487109535663
moirai,moirai_no_origin_win_guard,joint,29,metropt,0.42499724210015766,1.108651116087275
moirai,moirai_no_origin_win_guard,joint,29,pmsm,0.053801659714275966,0.14581975890408538
moirai,moirai_no_origin_win_guard,joint,29,steel_industry,0.4905443696331121,0.9236245854490173
moirai,moirai_no_shrinkage,joint,29,building_energy,0.2461346107786037,0.42143237813053214
moirai,moirai_no_shrinkage,joint,29,hydraulic,0.11022424523849932,0.20877877677232815
moirai,moirai_no_shrinkage,joint,29,metropt,0.4261859454983882,1.110818521000643
moirai,moirai_no_shrinkage,joint,29,pmsm,0.056549452574839836,0.15233468322452662
moirai,moirai_no_shrinkage,joint,29,steel_industry,0.5040117650382957,0.9585671184093542
moirai,moirai_no_warmup,joint,29,building_energy,0.24034456942622945,0.41135219285945435
moirai,moirai_no_warmup,joint,29,hydraulic,0.10859513270936284,0.2062917558596765
moirai,moirai_no_warmup,joint,29,metropt,0.4253651377091935,1.1084372088945327
moirai,moirai_no_warmup,joint,29,pmsm,0.056201885197995904,0.15158255730708675
moirai,moirai_no_warmup,joint,29,steel_industry,0.49003455107250654,0.9217905725379207
moirai,moirai_no_memory,joint,29,building_energy,0.24803641421213588,0.41805637469906165
moirai,moirai_no_memory,joint,29,hydraulic,0.10877790501166046,0.20663747442426791
moirai,moirai_no_memory,joint,29,metropt,0.45173773473865214,1.1492318801227606
moirai,moirai_no_memory,joint,29,pmsm,0.055835689602058335,0.15078289258081032
moirai,moirai_no_memory,joint,29,steel_industry,0.5022206304066172,0.9224879538272344
moirai,moirai,joint,43,building_energy,0.24093409917642225,0.4113809604941175
moirai,moirai,joint,43,hydraulic,0.1110776734710269,0.20838525747936543
moirai,moirai,joint,43,metropt,0.4344517208607789,1.1202110985488176
moirai,moirai,joint,43,pmsm,0.056256095458077506,0.15167614600618223
moirai,moirai,joint,43,steel_industry,0.48824935375634865,0.9259086365271234
moirai,gaugeformer_v13,joint,43,building_energy,0.2403514093123348,0.41056738551690153
moirai,gaugeformer_v13,joint,43,hydraulic,0.10897127844842229,0.20624347245582156
moirai,gaugeformer_v13,joint,43,metropt,0.42677231139272315,1.110723555783759
moirai,gaugeformer_v13,joint,43,pmsm,0.056173561027980594,0.15156944611843978
moirai,gaugeformer_v13,joint,43,steel_industry,0.48475881376540136,0.9149541378725233
moirai,moirai_no_level_experts,joint,43,building_energy,0.23958261306511566,0.40993807199636295
moirai,moirai_no_level_experts,joint,43,hydraulic,0.10979549934278932,0.20695783064529832
moirai,moirai_no_level_experts,joint,43,metropt,0.4274902602587519,1.1120790000136123
moirai,moirai_no_level_experts,joint,43,pmsm,0.05612237655404345,0.15135537055658096
moirai,moirai_no_level_experts,joint,43,steel_industry,0.48425471296536476,0.9161707921335619
moirai,moirai_no_trend_experts,joint,43,building_energy,0.240869451357069,0.4110100919504396
moirai,moirai_no_trend_experts,joint,43,hydraulic,0.10901199744798884,0.20628478109414194
moirai,moirai_no_trend_experts,joint,43,metropt,0.4264597987840869,1.109058680221164
moirai,moirai_no_trend_experts,joint,43,pmsm,0.05618750245893306,0.15160143429292644
moirai,moirai_no_trend_experts,joint,43,steel_industry,0.48471829233209585,0.9148403146634092
moirai,moirai_no_origin_win_guard,joint,43,building_energy,0.24086337288896806,0.4115272943637254
moirai,moirai_no_origin_win_guard,joint,43,hydraulic,0.1088689596798221,0.2062580198486064
moirai,moirai_no_origin_win_guard,joint,43,metropt,0.427152826084778,1.1145598875435643
moirai,moirai_no_origin_win_guard,joint,43,pmsm,0.05380850482021343,0.14586205461899845
moirai,moirai_no_origin_win_guard,joint,43,steel_industry,0.4871886956019419,0.9181105027448566
moirai,moirai_no_shrinkage,joint,43,building_energy,0.24592325224914802,0.4198811467444721
moirai,moirai_no_shrinkage,joint,43,hydraulic,0.11020507354325021,0.20748675684292867
moirai,moirai_no_shrinkage,joint,43,metropt,0.4284270091876235,1.1169997682059598
moirai,moirai_no_shrinkage,joint,43,pmsm,0.05659887689619974,0.15248705012880917
moirai,moirai_no_shrinkage,joint,43,steel_industry,0.5010818464205364,0.9548867561862867
moirai,moirai_no_warmup,joint,43,building_energy,0.2404468765588472,0.410621858560667
moirai,moirai_no_warmup,joint,43,hydraulic,0.10887522604704047,0.20614683368079537
moirai,moirai_no_warmup,joint,43,metropt,0.42699846979795525,1.110811626223518
moirai,moirai_no_warmup,joint,43,pmsm,0.05617180917501258,0.15156998050703296
moirai,moirai_no_warmup,joint,43,steel_industry,0.48594406276244884,0.9157108057620714
moirai,moirai_no_memory,joint,43,building_energy,0.24829629087610308,0.41875540615324847
moirai,moirai_no_memory,joint,43,hydraulic,0.10942136044050647,0.20815251266849857
moirai,moirai_no_memory,joint,43,metropt,0.45324254034590544,1.15197532450299
moirai,moirai_no_memory,joint,43,pmsm,0.055992187128817934,0.15131130687558936
moirai,moirai_no_memory,joint,43,steel_industry,0.499159098642294,0.917377322742406
moirai,moirai,joint,71,building_energy,0.2412067206408108,0.4116633663631734
moirai,moirai,joint,71,hydraulic,0.11099706031005867,0.20820955421649912
moirai,moirai,joint,71,metropt,0.43329406829652417,1.119167312993423
moirai,moirai,joint,71,pmsm,0.056267269222590344,0.15164223359502607
moirai,moirai,joint,71,steel_industry,0.4940980756069034,0.9339505780961034
moirai,gaugeformer_v13,joint,71,building_energy,0.24106499362750683,0.4118236291257485
moirai,gaugeformer_v13,joint,71,hydraulic,0.10900944236658452,0.20689328699764456
moirai,gaugeformer_v13,joint,71,metropt,0.4252587087332879,1.108130300469241
moirai,gaugeformer_v13,joint,71,pmsm,0.056090866755966924,0.151319936366996
moirai,gaugeformer_v13,joint,71,steel_industry,0.4885140041021945,0.9212051714640379
moirai,moirai_no_level_experts,joint,71,building_energy,0.24007117884552903,0.4109099193923297
moirai,moirai_no_level_experts,joint,71,hydraulic,0.10984188725673093,0.20760946188745458
moirai,moirai_no_level_experts,joint,71,metropt,0.42594314732655464,1.1092852084192808
moirai,moirai_no_level_experts,joint,71,pmsm,0.05604580837316356,0.15111549232184546
moirai,moirai_no_level_experts,joint,71,steel_industry,0.489846068256945,0.9242420074259824
moirai,moirai_no_trend_experts,joint,71,building_energy,0.242134397682759,0.4124373492345351
moirai,moirai_no_trend_experts,joint,71,hydraulic,0.10902439425724794,0.20687112614005176
moirai,moirai_no_trend_experts,joint,71,metropt,0.42525478433574687,1.1081301258372276
moirai,moirai_no_trend_experts,joint,71,pmsm,0.05610968276152634,0.15135789441058092
moirai,moirai_no_trend_experts,joint,71,steel_industry,0.4884479720751086,0.9209467823285664
moirai,moirai_no_origin_win_guard,joint,71,building_energy,0.24144370857635847,0.4122142214753875
moirai,moirai_no_origin_win_guard,joint,71,hydraulic,0.10887904176065549,0.20686120754362614
moirai,moirai_no_origin_win_guard,joint,71,metropt,0.4249366814286688,1.1083291872376322
moirai,moirai_no_origin_win_guard,joint,71,pmsm,0.05379687425640355,0.14577566967398245
moirai,moirai_no_origin_win_guard,joint,71,steel_industry,0.4906622181449013,0.9240935875607
moirai,moirai_no_shrinkage,joint,71,building_energy,0.24697382372848378,0.4217525528697107
moirai,moirai_no_shrinkage,joint,71,hydraulic,0.11051847131348018,0.20937413232318197
moirai,moirai_no_shrinkage,joint,71,metropt,0.4262030869733873,1.1106203654920985
moirai,moirai_no_shrinkage,joint,71,pmsm,0.05637164306144366,0.15195988837402577
moirai,moirai_no_shrinkage,joint,71,steel_industry,0.5021484125732594,0.9565535731745687
moirai,moirai_no_warmup,joint,71,building_energy,0.24112252829106812,0.41168941502828726
moirai,moirai_no_warmup,joint,71,hydraulic,0.10891189799186411,0.206794157027947
moirai,moirai_no_warmup,joint,71,metropt,0.42531436108938275,1.108146624224426
moirai,moirai_no_warmup,joint,71,pmsm,0.05608805795911887,0.15131901503747622
moirai,moirai_no_warmup,joint,71,steel_industry,0.48906527626467267,0.9209149553972681
moirai,moirai_no_memory,joint,71,building_energy,0.2492516913252077,0.4195572182746708
moirai,moirai_no_memory,joint,71,hydraulic,0.109247952219845,0.2077267011574209
moirai,moirai_no_memory,joint,71,metropt,0.4531996897337864,1.151739271281036
moirai,moirai_no_memory,joint,71,pmsm,0.05586661773099157,0.1510425144888602
moirai,moirai_no_memory,joint,71,steel_industry,0.5031416334134733,0.9240347841281645
moirai,moirai,loso,101,building_energy,0.2645067751252958,0.43906404471827015
moirai,gaugeformer_v13,loso,101,building_energy,0.2550638364134189,0.4258108495094921
moirai,moirai_no_level_experts,loso,101,building_energy,0.2562103024329177,0.42901817087400135
moirai,moirai_no_trend_experts,loso,101,building_energy,0.26161616681334227,0.43303055136342467
moirai,moirai_no_origin_win_guard,loso,101,building_energy,0.2541009733227569,0.42419869705663277
moirai,moirai_no_shrinkage,loso,101,building_energy,0.2623374268120386,0.44028659197523484
moirai,moirai_no_warmup,loso,101,building_energy,0.2544414554378134,0.42519241825145193
moirai,moirai_no_memory,loso,101,building_energy,0.2654568828147236,0.43762596353657884
moirai,moirai,loso,101,hydraulic,0.11700467101986323,0.21419048468641813
moirai,gaugeformer_v13,loso,101,hydraulic,0.11216634517859483,0.21030550333007095
moirai,moirai_no_level_experts,loso,101,hydraulic,0.11308411953931663,0.2110912676214788
moirai,moirai_no_trend_experts,loso,101,hydraulic,0.11222632334530684,0.21035150958661775
moirai,moirai_no_origin_win_guard,loso,101,hydraulic,0.11190051523611032,0.2101357538375607
moirai,moirai_no_shrinkage,loso,101,hydraulic,0.11110728496274729,0.21056753368823303
moirai,moirai_no_warmup,loso,101,hydraulic,0.1119414764431807,0.21006571641731758
moirai,moirai_no_memory,loso,101,hydraulic,0.1125272061889434,0.21127623379880175
moirai,moirai,loso,101,metropt,0.4753920961477148,1.1422234751482239
moirai,gaugeformer_v13,loso,101,metropt,0.4644330179244273,1.138322926814403
moirai,moirai_no_level_experts,loso,101,metropt,0.4650112700970929,1.139765533046512
moirai,moirai_no_trend_experts,loso,101,metropt,0.4658519308246537,1.1285463084155878
moirai,moirai_no_origin_win_guard,loso,101,metropt,0.4644330179244273,1.138322926814403
moirai,moirai_no_shrinkage,loso,101,metropt,0.4668427801037164,1.1592673884285674
moirai,moirai_no_warmup,loso,101,metropt,0.4645565840805247,1.138437437814415
moirai,moirai_no_memory,loso,101,metropt,0.492718946319385,1.1762225661426782
moirai,moirai,loso,101,pmsm,0.056775902860904705,0.15257610876536498
moirai,gaugeformer_v13,loso,101,pmsm,0.056543793369267646,0.1525007827229686
moirai,moirai_no_level_experts,loso,101,pmsm,0.0564950633857873,0.15217114517133848
moirai,moirai_no_trend_experts,loso,101,pmsm,0.0566094217283157,0.15264710953689486
moirai,moirai_no_origin_win_guard,loso,101,pmsm,0.05400111341805591,0.14632507063263958
moirai,moirai_no_shrinkage,loso,101,pmsm,0.05703190886385196,0.15417313157598525
moirai,moirai_no_warmup,loso,101,pmsm,0.05653825602342954,0.15249738835604307
moirai,moirai_no_memory,loso,101,pmsm,0.056130459240150726,0.15121178482263742
moirai,moirai,loso,101,steel_industry,0.5240079762855951,0.9578153705582804
moirai,gaugeformer_v13,loso,101,steel_industry,0.5095900439106439,0.9476211488777151
moirai,moirai_no_level_experts,loso,101,steel_industry,0.5214907695898054,0.96103360060804
moirai,moirai_no_trend_experts,loso,101,steel_industry,0.5095981339577527,0.9473253064661364
moirai,moirai_no_origin_win_guard,loso,101,steel_industry,0.5095900439106439,0.9476211488777151
moirai,moirai_no_shrinkage,loso,101,steel_industry,0.5083044854618939,0.9647810577603023
moirai,moirai_no_warmup,loso,101,steel_industry,0.5101247804670583,0.94790927404663
moirai,moirai_no_memory,loso,101,steel_industry,0.5265672598188931,0.9551978731618977
moirai,moirai,loso,17,building_energy,0.2644747495108894,0.4391832980060248
moirai,gaugeformer_v13,loso,17,building_energy,0.2539494933580986,0.4238159418530011
moirai,moirai_no_level_experts,loso,17,building_energy,0.25572275932126526,0.4280176868046413
moirai,moirai_no_trend_experts,loso,17,building_energy,0.2609826461019609,0.43175666645988076
moirai,moirai_no_origin_win_guard,loso,17,building_energy,0.2533485522343612,0.42295491653267064
moirai,moirai_no_shrinkage,loso,17,building_energy,0.2607117282419381,0.43798130751004083
moirai,moirai_no_warmup,loso,17,building_energy,0.25339862175929306,0.4231085718093472
moirai,moirai_no_memory,loso,17,building_energy,0.26601181675353397,0.4386216372265366
moirai,moirai,loso,17,hydraulic,0.11694699414937731,0.21407812933032327
moirai,gaugeformer_v13,loso,17,hydraulic,0.11217308319010637,0.21031857131961387
moirai,moirai_no_level_experts,loso,17,hydraulic,0.11308573917314531,0.21110635193758603
moirai,moirai_no_trend_experts,loso,17,hydraulic,0.11219817890993415,0.21032533006002957
moirai,moirai_no_origin_win_guard,loso,17,hydraulic,0.1118463900255977,0.21009196090182025
moirai,moirai_no_shrinkage,loso,17,hydraulic,0.11118847516597595,0.21066219121575602
moirai,moirai_no_warmup,loso,17,hydraulic,0.11195058927586929,0.21008067919034654
moirai,moirai_no_memory,loso,17,hydraulic,0.11250986084731561,0.2110386632687642
moirai,moirai,loso,17,metropt,0.4765716218885826,1.1429908558691448
moirai,gaugeformer_v13,loso,17,metropt,0.46533377975452384,1.138876132674324
