backbone,method,family,seed,system,sd_nmae,sd_nrmse
gtm,gtm_no_warmup,joint,71,building_energy,0.2550388029153352,0.4105663357866679
gtm,gtm_no_warmup,joint,71,hydraulic,0.07752007998343775,0.15332963750524112
gtm,gtm_no_warmup,joint,71,metropt,0.48156799821048946,1.068357822199779
gtm,gtm_no_warmup,joint,71,pmsm,0.05954252669216172,0.15261965056433227
gtm,gtm_no_warmup,joint,71,steel_industry,0.3487804059282456,0.5958951915886173
gtm,gtm_no_memory,joint,71,building_energy,0.26769157701646595,0.4217084026798833
gtm,gtm_no_memory,joint,71,hydraulic,0.07959403912721207,0.15460641223890192
gtm,gtm_no_memory,joint,71,metropt,0.5019047618862992,1.1193055266033964
gtm,gtm_no_memory,joint,71,pmsm,0.06288298618133488,0.15894095718563514
gtm,gtm_no_memory,joint,71,steel_industry,0.3598477701794515,0.608251594136652
gtm,gtm,loso,101,building_energy,0.43939076841675345,0.6027430469444286
gtm,gtm_gaugeformer,loso,101,building_energy,0.3201802727974836,0.4685741383569315
gtm,gtm_no_level_experts,loso,101,building_energy,0.32407483082777616,0.47446125465151207
gtm,gtm_no_trend_experts,loso,101,building_energy,0.3317702699109151,0.48113395044961477
gtm,gtm_no_origin_win_guard,loso,101,building_energy,0.3198844131410134,0.46818779852602777
gtm,gtm_no_shrinkage,loso,101,building_energy,0.27983142412562667,0.4626053304272153
gtm,gtm_no_warmup,loso,101,building_energy,0.31006169284326346,0.45440781986382794
gtm,gtm_no_memory,loso,101,building_energy,0.3617903315825541,0.5230217529735849
gtm,gtm,loso,101,hydraulic,0.18084918236751055,0.28352586312608813
gtm,gtm_gaugeformer,loso,101,hydraulic,0.14804890218558206,0.24441401465298654
gtm,gtm_no_level_experts,loso,101,hydraulic,0.14865073446258284,0.24504468685284433
gtm,gtm_no_trend_experts,loso,101,hydraulic,0.14805936966426736,0.24441404139650658
gtm,gtm_no_origin_win_guard,loso,101,hydraulic,0.1426295294086601,0.23708018814256107
gtm,gtm_no_shrinkage,loso,101,hydraulic,0.1234166007112413,0.2242696726232102
gtm,gtm_no_warmup,loso,101,hydraulic,0.14714610893521646,0.24325406515729864
gtm,gtm_no_memory,loso,101,hydraulic,0.14997285604924193,0.24648582814279743
gtm,gtm,loso,101,metropt,0.7189916972493046,1.2027674747314954
gtm,gtm_gaugeformer,loso,101,metropt,0.5911014001746019,1.1443553828317092
gtm,gtm_no_level_experts,loso,101,metropt,0.5977958608516075,1.192693367704972
gtm,gtm_no_trend_experts,loso,101,metropt,0.6004142286130374,1.1479177392907103
gtm,gtm_no_origin_win_guard,loso,101,metropt,0.5900280549407456,1.1433800296655874
gtm,gtm_no_shrinkage,loso,101,metropt,0.5076074164126968,1.198958525412076
gtm,gtm_no_warmup,loso,101,metropt,0.5908520796248731,1.1449152093353414
gtm,gtm_no_memory,loso,101,metropt,0.638517510499616,1.2067224615740408
gtm,gtm,loso,101,pmsm,0.0948473913721833,0.21572392635627594
gtm,gtm_gaugeformer,loso,101,pmsm,0.06967138920559987,0.16740925245752705
gtm,gtm_no_level_experts,loso,101,pmsm,0.06958624347292916,0.16709301479748495
gtm,gtm_no_trend_experts,loso,101,pmsm,0.07045808620908149,0.16891604994224432
gtm,gtm_no_origin_win_guard,loso,101,pmsm,0.06946253070923612,0.16614199819183287
gtm,gtm_no_shrinkage,loso,101,pmsm,0.055354412821381184,0.15275036042220705
gtm,gtm_no_warmup,loso,101,pmsm,0.06964382656492644,0.16739044133326567
gtm,gtm_no_memory,loso,101,pmsm,0.07671156664250163,0.18241632958294995
gtm,gtm,loso,101,steel_industry,0.5403003789040055,0.8846451665975655
gtm,gtm_gaugeformer,loso,101,steel_industry,0.5196418742688753,0.8891832266087473
gtm,gtm_no_level_experts,loso,101,steel_industry,0.5244912346503737,0.8887662607552393
gtm,gtm_no_trend_experts,loso,101,steel_industry,0.5196418742688753,0.8891832266087473
gtm,gtm_no_origin_win_guard,loso,101,steel_industry,0.517438223725447,0.8926377578320366
gtm,gtm_no_shrinkage,loso,101,steel_industry,0.5037541046448011,0.9112528889724665
gtm,gtm_no_warmup,loso,101,steel_industry,0.5190131127665776,0.8894711369275431
gtm,gtm_no_memory,loso,101,steel_industry,0.5306180535042688,0.8964603574913974
gtm,gtm,loso,17,building_energy,0.42834355650179734,0.5941848498305548
gtm,gtm_gaugeformer,loso,17,building_energy,0.3173167239151508,0.4676870841844123
gtm,gtm_no_level_experts,loso,17,building_energy,0.32130731452352596,0.4737197379083687
gtm,gtm_no_trend_experts,loso,17,building_energy,0.3291878763355721,0.48027615822253095
gtm,gtm_no_origin_win_guard,loso,17,building_energy,0.3173167239151508,0.4676870841844123
gtm,gtm_no_shrinkage,loso,17,building_energy,0.27858032949027867,0.4612848059699679
gtm,gtm_no_warmup,loso,17,building_energy,0.3079434628211015,0.4545601949255603
gtm,gtm_no_memory,loso,17,building_energy,0.3577696638902861,0.520864809317642
gtm,gtm,loso,17,hydraulic,0.24063324400340277,0.309799828862059
gtm,gtm_gaugeformer,loso,17,hydraulic,0.19103188116936304,0.2655390536203426
gtm,gtm_no_level_experts,loso,17,hydraulic,0.19125752804092752,0.2660226469738822
gtm,gtm_no_trend_experts,loso,17,hydraulic,0.19078981783083923,0.2653145308659257
gtm,gtm_no_origin_win_guard,loso,17,hydraulic,0.17330768609826722,0.24749894034048156
gtm,gtm_no_shrinkage,loso,17,hydraulic,0.15014147981108014,0.24753174009089182
gtm,gtm_no_warmup,loso,17,hydraulic,0.18953162612969846,0.2640718022530306
gtm,gtm_no_memory,loso,17,hydraulic,0.19274877409263594,0.2680645818910116
gtm,gtm,loso,17,metropt,0.7353363860674964,1.2194906273360784
gtm,gtm_gaugeformer,loso,17,metropt,0.5986531265811624,1.145792070600543
gtm,gtm_no_level_experts,loso,17,metropt,0.6053737987573599,1.1942829600805547
gtm,gtm_no_trend_experts,loso,17,metropt,0.6078735849409458,1.1507491858871273
gtm,gtm_no_origin_win_guard,loso,17,metropt,0.5962920560812096,1.1432011167220792
gtm,gtm_no_shrinkage,loso,17,metropt,0.5094814001508791,1.2006812369986766
gtm,gtm_no_warmup,loso,17,metropt,0.5983880499974351,1.1462023115995412
gtm,gtm_no_memory,loso,17,metropt,0.648673365912059,1.2123111801984234
gtm,gtm,loso,17,pmsm,0.08927202960862045,0.20485033665198368
gtm,gtm_gaugeformer,loso,17,pmsm,0.06749589699811151,0.16408678729909917
gtm,gtm_no_level_experts,loso,17,pmsm,0.06740894874057572,0.1637645565355904
gtm,gtm_no_trend_experts,loso,17,pmsm,0.06828367775698785,0.1655988684770738
gtm,gtm_no_origin_win_guard,loso,17,pmsm,0.06732334783038983,0.16306459729890876
gtm,gtm_no_shrinkage,loso,17,pmsm,0.05528059436794741,0.15226557687107062
gtm,gtm_no_warmup,loso,17,pmsm,0.06745350946081,0.1640341727116659
gtm,gtm_no_memory,loso,17,pmsm,0.07369010062223118,0.17687306394008914
gtm,gtm,loso,17,steel_industry,0.5490661508991804,0.89771249288709
gtm,gtm_gaugeformer,loso,17,steel_industry,0.5223796380050836,0.9034144495197698
gtm,gtm_no_level_experts,loso,17,steel_industry,0.532299239675021,0.9011393255359748
gtm,gtm_no_trend_experts,loso,17,steel_industry,0.52239523024334,0.9036873290147682
gtm,gtm_no_origin_win_guard,loso,17,steel_industry,0.5225968541091811,0.9041797669800168
gtm,gtm_no_shrinkage,loso,17,steel_industry,0.5040709320081149,0.9289139538037862
gtm,gtm_no_warmup,loso,17,steel_industry,0.5215624351501424,0.9036707959277613
gtm,gtm_no_memory,loso,17,steel_industry,0.5384248286626324,0.9089543883644096
gtm,gtm,loso,29,building_energy,0.400647931705787,0.5590912198901852
gtm,gtm_gaugeformer,loso,29,building_energy,0.30990767627948884,0.4593440232938996
gtm,gtm_no_level_experts,loso,29,building_energy,0.31393070196902834,0.4651499078736855
gtm,gtm_no_trend_experts,loso,29,building_energy,0.3219780206308543,0.4721939043039124
gtm,gtm_no_origin_win_guard,loso,29,building_energy,0.30990767627948884,0.4593440232938996
gtm,gtm_no_shrinkage,loso,29,building_energy,0.2756698647934741,0.4563698834276631
gtm,gtm_no_warmup,loso,29,building_energy,0.3024362507537774,0.45008151074406844
gtm,gtm_no_memory,loso,29,building_energy,0.34782723219562156,0.5074933100278861
gtm,gtm,loso,29,hydraulic,0.2397261205972684,0.3107345184442341
gtm,gtm_gaugeformer,loso,29,hydraulic,0.19782481769572713,0.27587952024025997
gtm,gtm_no_level_experts,loso,29,hydraulic,0.19847094315238265,0.2765668487764725
gtm,gtm_no_trend_experts,loso,29,hydraulic,0.1978190421527666,0.2759117992916216
gtm,gtm_no_origin_win_guard,loso,29,hydraulic,0.1749505012355841,0.25281805953992115
gtm,gtm_no_shrinkage,loso,29,hydraulic,0.16420197886143323,0.26093533038508376
gtm,gtm_no_warmup,loso,29,hydraulic,0.19651794138278036,0.2747155033781982
gtm,gtm_no_memory,loso,29,hydraulic,0.19883493203839925,0.2772894694717494
gtm,gtm,loso,29,metropt,0.7051246010765234,1.1888821017927194
gtm,gtm_gaugeformer,loso,29,metropt,0.5793193407678974,1.1335200265950667
gtm,gtm_no_level_experts,loso,29,metropt,0.5860261098762409,1.1815350757785406
gtm,gtm_no_trend_experts,loso,29,metropt,0.5907120672942122,1.1406568278685623
gtm,gtm_no_origin_win_guard,loso,29,metropt,0.5739212220923929,1.1295662022141812
gtm,gtm_no_shrinkage,loso,29,metropt,0.5098201453015951,1.195486540754769
gtm,gtm_no_warmup,loso,29,metropt,0.5789801874076151,1.1338957475414466
gtm,gtm_no_memory,loso,29,metropt,0.6197379751566027,1.190639149775911
gtm,gtm,loso,29,pmsm,0.09100649185907855,0.21056045543604554
gtm,gtm_gaugeformer,loso,29,pmsm,0.06808935296412227,0.16604771345822109
gtm,gtm_no_level_experts,loso,29,pmsm,0.06801658820615014,0.16570039863483566
gtm,gtm_no_trend_experts,loso,29,pmsm,0.0688486664018934,0.16746800255597885
gtm,gtm_no_origin_win_guard,loso,29,pmsm,0.06793205801299275,0.16481642495547205
gtm,gtm_no_shrinkage,loso,29,pmsm,0.055261669206532436,0.15272765411106562
gtm,gtm_no_warmup,loso,29,pmsm,0.06804560024511716,0.16599263178636767
gtm,gtm_no_memory,loso,29,pmsm,0.0746315067647796,0.1797006668594667
gtm,gtm,loso,29,steel_industry,0.5460725477914892,0.8949098866134781
gtm,gtm_gaugeformer,loso,29,steel_industry,0.5215765764172292,0.9024832585819847
gtm,gtm_no_level_experts,loso,29,steel_industry,0.5293343177624075,0.8991822896358105
gtm,gtm_no_trend_experts,loso,29,steel_industry,0.5214983089581209,0.902431485730782
gtm,gtm_no_origin_win_guard,loso,29,steel_industry,0.5217855713199919,0.9027739099202124
gtm,gtm_no_shrinkage,loso,29,steel_industry,0.5054118178248552,0.929294152447128
gtm,gtm_no_warmup,loso,29,steel_industry,0.520920971097461,0.9031162432223881
gtm,gtm_no_memory,loso,29,steel_industry,0.5359169825833457,0.9059353637973825
gtm,gtm,loso,43,building_energy,0.4387613375957781,0.6012342254594238
gtm,gtm_gaugeformer,loso,43,building_energy,0.320379138456975,0.46803302900363725
gtm,gtm_no_level_experts,loso,43,building_energy,0.3243270456760628,0.47409776278590043
gtm,gtm_no_trend_experts,loso,43,building_energy,0.33216003530579835,0.4808836465726275
gtm,gtm_no_origin_win_guard,loso,43,building_energy,0.32004036463355534,0.4675165195718502
gtm,gtm_no_shrinkage,loso,43,building_energy,0.2796288739112741,0.46208499701936223
gtm,gtm_no_warmup,loso,43,building_energy,0.31042176921148656,0.4545299101510203
gtm,gtm_no_memory,loso,43,building_energy,0.3637608748765554,0.5253516955092744
