system,seed,method,bin,first_window,last_window,windows,progress_percent,sd_nmae
hydraulic,101,moirai,14,287,308,22,67.57369614512471,0.1092333508056321
hydraulic,101,moirai,15,309,330,22,72.56235827664399,0.10586897976142275
hydraulic,101,moirai,16,331,352,22,77.55102040816327,0.10644693033803555
hydraulic,101,moirai,17,353,374,22,82.53968253968254,0.1059928572228734
hydraulic,101,moirai,18,375,396,22,87.52834467120181,0.10664487924402069
hydraulic,101,moirai,19,397,418,22,92.51700680272108,0.1109030717068081
hydraulic,101,moirai,20,419,440,22,97.50566893424036,0.1084256500605799
hydraulic,101,gaugeformer_v13,1,0,22,23,2.6077097505668934,0.10751590509671995
hydraulic,101,gaugeformer_v13,2,23,44,22,7.709750566893424,0.10683574922675565
hydraulic,101,gaugeformer_v13,3,45,66,22,12.698412698412698,0.10217871595206042
hydraulic,101,gaugeformer_v13,4,67,88,22,17.687074829931973,0.10286163805791623
hydraulic,101,gaugeformer_v13,5,89,110,22,22.675736961451246,0.10436710209530746
hydraulic,101,gaugeformer_v13,6,111,132,22,27.664399092970523,0.10421672734056847
hydraulic,101,gaugeformer_v13,7,133,154,22,32.6530612244898,0.1634223568960652
hydraulic,101,gaugeformer_v13,8,155,176,22,37.641723356009074,0.10317649607199812
hydraulic,101,gaugeformer_v13,9,177,198,22,42.63038548752834,0.10434435530070758
hydraulic,101,gaugeformer_v13,10,199,220,22,47.61904761904762,0.10160516707664295
hydraulic,101,gaugeformer_v13,11,221,242,22,52.60770975056689,0.10361656108795392
hydraulic,101,gaugeformer_v13,12,243,264,22,57.59637188208617,0.10151725981468745
hydraulic,101,gaugeformer_v13,13,265,286,22,62.585034013605444,0.10435896197013238
hydraulic,101,gaugeformer_v13,14,287,308,22,67.57369614512471,0.1048792642653063
hydraulic,101,gaugeformer_v13,15,309,330,22,72.56235827664399,0.10138957831714546
hydraulic,101,gaugeformer_v13,16,331,352,22,77.55102040816327,0.10254504753968184
hydraulic,101,gaugeformer_v13,17,353,374,22,82.53968253968254,0.10136090848105128
hydraulic,101,gaugeformer_v13,18,375,396,22,87.52834467120181,0.10249588895595528
hydraulic,101,gaugeformer_v13,19,397,418,22,92.51700680272108,0.10609309971202122
hydraulic,101,gaugeformer_v13,20,419,440,22,97.50566893424036,0.10421101223294339
metropt,17,moirai,1,0,2177,2178,2.50103348491112,0.4574472454764692
metropt,17,moirai,2,2178,4355,2178,7.503100454733361,0.38256377920291723
metropt,17,moirai,3,4356,6532,2177,12.50401910798769,0.29148099087196044
metropt,17,moirai,4,6533,8709,2177,17.50378944467411,0.4096709900822132
metropt,17,moirai,5,8710,10886,2177,22.503559781360526,0.36174205251027536
metropt,17,moirai,6,10887,13063,2177,27.503330118046943,0.4141662892607599
metropt,17,moirai,7,13064,15240,2177,32.503100454733364,0.5351630672131985
metropt,17,moirai,8,15241,17417,2177,37.50287079141978,0.45559534889973957
metropt,17,moirai,9,17418,19594,2177,42.5026411281062,0.41163168714502874
metropt,17,moirai,10,19595,21771,2177,47.502411464792615,0.5165721455731058
metropt,17,moirai,11,21772,23948,2177,52.50218180147903,0.46068255257586055
metropt,17,moirai,12,23949,26125,2177,57.50195213816545,0.49656881803897435
metropt,17,moirai,13,26126,28302,2177,62.50172247485187,0.5928093457646493
metropt,17,moirai,14,28303,30479,2177,67.50149281153828,0.6524338314855362
metropt,17,moirai,15,30480,32656,2177,72.50126314822471,0.4689023114124909
metropt,17,moirai,16,32657,34833,2177,77.50103348491112,0.5376013641475216
metropt,17,moirai,17,34834,37010,2177,82.50080382159754,0.4963892101350273
metropt,17,moirai,18,37011,39187,2177,87.50057415828395,0.5356695492321185
metropt,17,moirai,19,39188,41364,2177,92.50034449497038,0.5687397684384875
metropt,17,moirai,20,41365,43541,2177,97.50011483165679,0.5794647817324498
metropt,17,gaugeformer_v13,1,0,2177,2178,2.50103348491112,0.44612708148633773
metropt,17,gaugeformer_v13,2,2178,4355,2178,7.503100454733361,0.37074459714720936
metropt,17,gaugeformer_v13,3,4356,6532,2177,12.50401910798769,0.28365500354825124
metropt,17,gaugeformer_v13,4,6533,8709,2177,17.50378944467411,0.39737062565000925
metropt,17,gaugeformer_v13,5,8710,10886,2177,22.503559781360526,0.3506152122681604
metropt,17,gaugeformer_v13,6,10887,13063,2177,27.503330118046943,0.40335933491326054
metropt,17,gaugeformer_v13,7,13064,15240,2177,32.503100454733364,0.5313236039904983
metropt,17,gaugeformer_v13,8,15241,17417,2177,37.50287079141978,0.4445477268602058
metropt,17,gaugeformer_v13,9,17418,19594,2177,42.5026411281062,0.4051561983568283
metropt,17,gaugeformer_v13,10,19595,21771,2177,47.502411464792615,0.511904033110636
metropt,17,gaugeformer_v13,11,21772,23948,2177,52.50218180147903,0.45849463632120624
metropt,17,gaugeformer_v13,12,23949,26125,2177,57.50195213816545,0.4884950269474456
metropt,17,gaugeformer_v13,13,26126,28302,2177,62.50172247485187,0.5886793320106237
metropt,17,gaugeformer_v13,14,28303,30479,2177,67.50149281153828,0.6501520910475611
metropt,17,gaugeformer_v13,15,30480,32656,2177,72.50126314822471,0.4597087815870151
metropt,17,gaugeformer_v13,16,32657,34833,2177,77.50103348491112,0.5298639201282186
metropt,17,gaugeformer_v13,17,34834,37010,2177,82.50080382159754,0.4896438159851022
metropt,17,gaugeformer_v13,18,37011,39187,2177,87.50057415828395,0.5277384876254134
metropt,17,gaugeformer_v13,19,39188,41364,2177,92.50034449497038,0.5634119338603032
metropt,17,gaugeformer_v13,20,41365,43541,2177,97.50011483165679,0.5729003310753559
metropt,29,moirai,1,0,2177,2178,2.50103348491112,0.45692944187802537
metropt,29,moirai,2,2178,4355,2178,7.503100454733361,0.38155406786280416
metropt,29,moirai,3,4356,6532,2177,12.50401910798769,0.2911454376238814
metropt,29,moirai,4,6533,8709,2177,17.50378944467411,0.40903834493627317
metropt,29,moirai,5,8710,10886,2177,22.503559781360526,0.3605114074681503
metropt,29,moirai,6,10887,13063,2177,27.503330118046943,0.41375236766305334
metropt,29,moirai,7,13064,15240,2177,32.503100454733364,0.5369755478197901
metropt,29,moirai,8,15241,17417,2177,37.50287079141978,0.4560961247281606
metropt,29,moirai,9,17418,19594,2177,42.5026411281062,0.41220627562756607
metropt,29,moirai,10,19595,21771,2177,47.502411464792615,0.518244780060051
metropt,29,moirai,11,21772,23948,2177,52.50218180147903,0.4622568139074918
metropt,29,moirai,12,23949,26125,2177,57.50195213816545,0.49741067991114224
metropt,29,moirai,13,26126,28302,2177,62.50172247485187,0.5948830297156971
metropt,29,moirai,14,28303,30479,2177,67.50149281153828,0.6549493880896262
metropt,29,moirai,15,30480,32656,2177,72.50126314822471,0.46923599294781027
metropt,29,moirai,16,32657,34833,2177,77.50103348491112,0.5390568401467164
metropt,29,moirai,17,34834,37010,2177,82.50080382159754,0.49751732759021083
metropt,29,moirai,18,37011,39187,2177,87.50057415828395,0.5369458056477622
metropt,29,moirai,19,39188,41364,2177,92.50034449497038,0.5702832467492507
metropt,29,moirai,20,41365,43541,2177,97.50011483165679,0.5808864996500374
metropt,29,gaugeformer_v13,1,0,2177,2178,2.50103348491112,0.44638190393872956
metropt,29,gaugeformer_v13,2,2178,4355,2178,7.503100454733361,0.3703479088066479
metropt,29,gaugeformer_v13,3,4356,6532,2177,12.50401910798769,0.28358316729546756
metropt,29,gaugeformer_v13,4,6533,8709,2177,17.50378944467411,0.3976453058133197
metropt,29,gaugeformer_v13,5,8710,10886,2177,22.503559781360526,0.3501676830621821
metropt,29,gaugeformer_v13,6,10887,13063,2177,27.503330118046943,0.40361974481073687
metropt,29,gaugeformer_v13,7,13064,15240,2177,32.503100454733364,0.5330736239418962
metropt,29,gaugeformer_v13,8,15241,17417,2177,37.50287079141978,0.4453370359890373
metropt,29,gaugeformer_v13,9,17418,19594,2177,42.5026411281062,0.4059729694726186
metropt,29,gaugeformer_v13,10,19595,21771,2177,47.502411464792615,0.51361332233845
metropt,29,gaugeformer_v13,11,21772,23948,2177,52.50218180147903,0.4601115093282003
metropt,29,gaugeformer_v13,12,23949,26125,2177,57.50195213816545,0.48966904205809236
metropt,29,gaugeformer_v13,13,26126,28302,2177,62.50172247485187,0.5907824864963821
metropt,29,gaugeformer_v13,14,28303,30479,2177,67.50149281153828,0.6526373972877167
metropt,29,gaugeformer_v13,15,30480,32656,2177,72.50126314822471,0.46045934589741494
metropt,29,gaugeformer_v13,16,32657,34833,2177,77.50103348491112,0.5314395143933066
metropt,29,gaugeformer_v13,17,34834,37010,2177,82.50080382159754,0.49108053118697276
metropt,29,gaugeformer_v13,18,37011,39187,2177,87.50057415828395,0.5292075405349941
metropt,29,gaugeformer_v13,19,39188,41364,2177,92.50034449497038,0.5652324904992783
metropt,29,gaugeformer_v13,20,41365,43541,2177,97.50011483165679,0.5745900056356656
metropt,43,moirai,1,0,2177,2178,2.50103348491112,0.45725797480530966
metropt,43,moirai,2,2178,4355,2178,7.503100454733361,0.3831083401400811
metropt,43,moirai,3,4356,6532,2177,12.50401910798769,0.2914084690086426
metropt,43,moirai,4,6533,8709,2177,17.50378944467411,0.4097028496415104
metropt,43,moirai,5,8710,10886,2177,22.503559781360526,0.3615230681221397
metropt,43,moirai,6,10887,13063,2177,27.503330118046943,0.41459637280403194
metropt,43,moirai,7,13064,15240,2177,32.503100454733364,0.5356270355296651
metropt,43,moirai,8,15241,17417,2177,37.50287079141978,0.4548274332213178
metropt,43,moirai,9,17418,19594,2177,42.5026411281062,0.41126025308912356
metropt,43,moirai,10,19595,21771,2177,47.502411464792615,0.5156061454186802
metropt,43,moirai,11,21772,23948,2177,52.50218180147903,0.4604779336043934
metropt,43,moirai,12,23949,26125,2177,57.50195213816545,0.495145577049115
metropt,43,moirai,13,26126,28302,2177,62.50172247485187,0.5924639063971423
metropt,43,moirai,14,28303,30479,2177,67.50149281153828,0.6522389784929775
metropt,43,moirai,15,30480,32656,2177,72.50126314822471,0.4679283040677284
metropt,43,moirai,16,32657,34833,2177,77.50103348491112,0.5365312501834271
metropt,43,moirai,17,34834,37010,2177,82.50080382159754,0.4956575755679441
metropt,43,moirai,18,37011,39187,2177,87.50057415828395,0.534878511415554
metropt,43,moirai,19,39188,41364,2177,92.50034449497038,0.5685079517485664
metropt,43,moirai,20,41365,43541,2177,97.50011483165679,0.5791734880463643
metropt,43,gaugeformer_v13,1,0,2177,2178,2.50103348491112,0.4459713735348943
metropt,43,gaugeformer_v13,2,2178,4355,2178,7.503100454733361,0.37112392880025963
metropt,43,gaugeformer_v13,3,4356,6532,2177,12.50401910798769,0.28352701900465616
metropt,43,gaugeformer_v13,4,6533,8709,2177,17.50378944467411,0.397518213276626
metropt,43,gaugeformer_v13,5,8710,10886,2177,22.503559781360526,0.35066095602651787
metropt,43,gaugeformer_v13,6,10887,13063,2177,27.503330118046943,0.40356771399213087
metropt,43,gaugeformer_v13,7,13064,15240,2177,32.503100454733364,0.5311140810683654
metropt,43,gaugeformer_v13,8,15241,17417,2177,37.50287079141978,0.4435562915829914
metropt,43,gaugeformer_v13,9,17418,19594,2177,42.5026411281062,0.40456688497046356
metropt,43,gaugeformer_v13,10,19595,21771,2177,47.502411464792615,0.5107452615579321
metropt,43,gaugeformer_v13,11,21772,23948,2177,52.50218180147903,0.4577758428420783
metropt,43,gaugeformer_v13,12,23949,26125,2177,57.50195213816545,0.48712199414049767
metropt,43,gaugeformer_v13,13,26126,28302,2177,62.50172247485187,0.5880623040180984
metropt,43,gaugeformer_v13,14,28303,30479,2177,67.50149281153828,0.649431747007502
metropt,43,gaugeformer_v13,15,30480,32656,2177,72.50126314822471,0.458731084845794
metropt,43,gaugeformer_v13,16,32657,34833,2177,77.50103348491112,0.5287549613246293
metropt,43,gaugeformer_v13,17,34834,37010,2177,82.50080382159754,0.4889910741127251
metropt,43,gaugeformer_v13,18,37011,39187,2177,87.50057415828395,0.5268387337904202
metropt,43,gaugeformer_v13,19,39188,41364,2177,92.50034449497038,0.5627803124159125
metropt,43,gaugeformer_v13,20,41365,43541,2177,97.50011483165679,0.5720967424477884
metropt,71,moirai,1,0,2177,2178,2.50103348491112,0.45912131416536817
metropt,71,moirai,2,2178,4355,2178,7.503100454733361,0.3837044564300838
metropt,71,moirai,3,4356,6532,2177,12.50401910798769,0.2925078376623403
metropt,71,moirai,4,6533,8709,2177,17.50378944467411,0.41081828541760157
metropt,71,moirai,5,8710,10886,2177,22.503559781360526,0.3625593035254742
metropt,71,moirai,6,10887,13063,2177,27.503330118046943,0.41539263892898826
metropt,71,moirai,7,13064,15240,2177,32.503100454733364,0.5379629075414157
metropt,71,moirai,8,15241,17417,2177,37.50287079141978,0.4566255062936857
metropt,71,moirai,9,17418,19594,2177,42.5026411281062,0.413145657397588
metropt,71,moirai,10,19595,21771,2177,47.502411464792615,0.5192053749864249
metropt,71,moirai,11,21772,23948,2177,52.50218180147903,0.4631272420438088
metropt,71,moirai,12,23949,26125,2177,57.50195213816545,0.49837595855383937
metropt,71,moirai,13,26126,28302,2177,62.50172247485187,0.5964078034094729
metropt,71,moirai,14,28303,30479,2177,67.50149281153828,0.6560698198719916
metropt,71,moirai,15,30480,32656,2177,72.50126314822471,0.47029378027463403
metropt,71,moirai,16,32657,34833,2177,77.50103348491112,0.5400905174527164
metropt,71,moirai,17,34834,37010,2177,82.50080382159754,0.49870535879318517
metropt,71,moirai,18,37011,39187,2177,87.50057415828395,0.538163285121254
metropt,71,moirai,19,39188,41364,2177,92.50034449497038,0.5714577439566453
metropt,71,moirai,20,41365,43541,2177,97.50011483165679,0.5819196569117274
metropt,71,gaugeformer_v13,1,0,2177,2178,2.50103348491112,0.4488488073870777
metropt,71,gaugeformer_v13,2,2178,4355,2178,7.503100454733361,0.37226908909976963
metropt,71,gaugeformer_v13,3,4356,6532,2177,12.50401910798769,0.2851584427860036
metropt,71,gaugeformer_v13,4,6533,8709,2177,17.50378944467411,0.39975029981848303
metropt,71,gaugeformer_v13,5,8710,10886,2177,22.503559781360526,0.3523596242697444
metropt,71,gaugeformer_v13,6,10887,13063,2177,27.503330118046943,0.4052667495927676
metropt,71,gaugeformer_v13,7,13064,15240,2177,32.503100454733364,0.5339086389809381
metropt,71,gaugeformer_v13,8,15241,17417,2177,37.50287079141978,0.4460130871059227
metropt,71,gaugeformer_v13,9,17418,19594,2177,42.5026411281062,0.4068982476049619
metropt,71,gaugeformer_v13,10,19595,21771,2177,47.502411464792615,0.5145249494509446
metropt,71,gaugeformer_v13,11,21772,23948,2177,52.50218180147903,0.4609125284132153
metropt,71,gaugeformer_v13,12,23949,26125,2177,57.50195213816545,0.4905807322316292
metropt,71,gaugeformer_v13,13,26126,28302,2177,62.50172247485187,0.5921731266532654
metropt,71,gaugeformer_v13,14,28303,30479,2177,67.50149281153828,0.6538112238692315
metropt,71,gaugeformer_v13,15,30480,32656,2177,72.50126314822471,0.4615636795213325
metropt,71,gaugeformer_v13,16,32657,34833,2177,77.50103348491112,0.5327016477474725
metropt,71,gaugeformer_v13,17,34834,37010,2177,82.50080382159754,0.49244410945764944
metropt,71,gaugeformer_v13,18,37011,39187,2177,87.50057415828395,0.5304556811951164
metropt,71,gaugeformer_v13,19,39188,41364,2177,92.50034449497038,0.5664191479500988
metropt,71,gaugeformer_v13,20,41365,43541,2177,97.50011483165679,0.5755034637355559
metropt,101,moirai,1,0,2177,2178,2.50103348491112,0.45595819239193536
metropt,101,moirai,2,2178,4355,2178,7.503100454733361,0.3811609830887819
metropt,101,moirai,3,4356,6532,2177,12.50401910798769,0.29054719186399386
metropt,101,moirai,4,6533,8709,2177,17.50378944467411,0.4087132368651118
metropt,101,moirai,5,8710,10886,2177,22.503559781360526,0.36030270171526585
metropt,101,moirai,6,10887,13063,2177,27.503330118046943,0.4133939137983086
metropt,101,moirai,7,13064,15240,2177,32.503100454733364,0.5355389850282026
metropt,101,moirai,8,15241,17417,2177,37.50287079141978,0.4548296901644415
metropt,101,moirai,9,17418,19594,2177,42.5026411281062,0.41130861676105546
metropt,101,moirai,10,19595,21771,2177,47.502411464792615,0.5163674617157529
metropt,101,moirai,11,21772,23948,2177,52.50218180147903,0.4608135251422311
metropt,101,moirai,12,23949,26125,2177,57.50195213816545,0.49589502324618606
metropt,101,moirai,13,26126,28302,2177,62.50172247485187,0.5927717916582634
metropt,101,moirai,14,28303,30479,2177,67.50149281153828,0.6527050696088746
metropt,101,moirai,15,30480,32656,2177,72.50126314822471,0.46805657533147
metropt,101,moirai,16,32657,34833,2177,77.50103348491112,0.5372712908512385
metropt,101,moirai,17,34834,37010,2177,82.50080382159754,0.49591847060685756
metropt,101,moirai,18,37011,39187,2177,87.50057415828395,0.5354174955408318
metropt,101,moirai,19,39188,41364,2177,92.50034449497038,0.5685366936077277
metropt,101,moirai,20,41365,43541,2177,97.50011483165679,0.5795160744340098
metropt,101,gaugeformer_v13,1,0,2177,2178,2.50103348491112,0.44509765597329626
metropt,101,gaugeformer_v13,2,2178,4355,2178,7.503100454733361,0.369690682489624
metropt,101,gaugeformer_v13,3,4356,6532,2177,12.50401910798769,0.2829146886602447
metropt,101,gaugeformer_v13,4,6533,8709,2177,17.50378944467411,0.3968094265046597
metropt,101,gaugeformer_v13,5,8710,10886,2177,22.503559781360526,0.3496830536635354
metropt,101,gaugeformer_v13,6,10887,13063,2177,27.503330118046943,0.40290076250212864
metropt,101,gaugeformer_v13,7,13064,15240,2177,32.503100454733364,0.5313339101829353
metropt,101,gaugeformer_v13,8,15241,17417,2177,37.50287079141978,0.4437772525355446
metropt,101,gaugeformer_v13,9,17418,19594,2177,42.5026411281062,0.4047712031559636
metropt,101,gaugeformer_v13,10,19595,21771,2177,47.502411464792615,0.5115215532576799
metropt,101,gaugeformer_v13,11,21772,23948,2177,52.50218180147903,0.4582258003899102
metropt,101,gaugeformer_v13,12,23949,26125,2177,57.50195213816545,0.48783266836076644
metropt,101,gaugeformer_v13,13,26126,28302,2177,62.50172247485187,0.588405509833716
metropt,101,gaugeformer_v13,14,28303,30479,2177,67.50149281153828,0.6501206777981922
metropt,101,gaugeformer_v13,15,30480,32656,2177,72.50126314822471,0.45884320503960296
metropt,101,gaugeformer_v13,16,32657,34833,2177,77.50103348491112,0.5293425475698291
metropt,101,gaugeformer_v13,17,34834,37010,2177,82.50080382159754,0.4890902733011945
metropt,101,gaugeformer_v13,18,37011,39187,2177,87.50057415828395,0.5273697956129436
metropt,101,gaugeformer_v13,19,39188,41364,2177,92.50034449497038,0.5630376745889968
metropt,101,gaugeformer_v13,20,41365,43541,2177,97.50011483165679,0.5726419392337638
pmsm,17,moirai,1,0,201,202,2.5099403578528827,0.012675353717184411
pmsm,17,moirai,2,202,403,202,7.529821073558648,0.02814222653443347
pmsm,17,moirai,3,404,605,202,12.549701789264413,0.023306750847081545
pmsm,17,moirai,4,606,807,202,17.569582504970178,0.012970069986109138
pmsm,17,moirai,5,808,1008,201,22.57703777335984,0.013176810483111168
pmsm,17,moirai,6,1009,1209,201,27.5720675944334,0.00730669326253348
pmsm,17,moirai,7,1210,1410,201,32.56709741550696,0.006953257223572655
pmsm,17,moirai,8,1411,1611,201,37.562127236580515,0.010661090539719519
pmsm,17,moirai,9,1612,1812,201,42.557157057654074,0.018827363652577
pmsm,17,moirai,10,1813,2013,201,47.55218687872763,0.022412491321391323
pmsm,17,moirai,11,2014,2214,201,52.54721669980119,0.07258772469105489
pmsm,17,moirai,12,2215,2415,201,57.54224652087475,0.14465418981210657
pmsm,17,moirai,13,2416,2616,201,62.53727634194831,0.0038707303602750517
pmsm,17,moirai,14,2617,2817,201,67.53230616302187,0.0024394385588518298
pmsm,17,moirai,15,2818,3018,201,72.52733598409543,0.04008546696933144
pmsm,17,moirai,16,3019,3219,201,77.52236580516899,0.0483872747041948
pmsm,17,moirai,17,3220,3420,201,82.51739562624255,0.07902818698826573
pmsm,17,moirai,18,3421,3621,201,87.5124254473161,0.16742911847658323
pmsm,17,moirai,19,3622,3822,201,92.50745526838966,0.05120966691256422
pmsm,17,moirai,20,3823,4023,201,97.50248508946322,0.1644354618399226
pmsm,17,gaugeformer_v13,1,0,201,202,2.5099403578528827,0.012481027044856314
pmsm,17,gaugeformer_v13,2,202,403,202,7.529821073558648,0.02673586008500462
pmsm,17,gaugeformer_v13,3,404,605,202,12.549701789264413,0.022127690744771843
pmsm,17,gaugeformer_v13,4,606,807,202,17.569582504970178,0.01235931197808799
pmsm,17,gaugeformer_v13,5,808,1008,201,22.57703777335984,0.012771622708342336
pmsm,17,gaugeformer_v13,6,1009,1209,201,27.5720675944334,0.007266708446123711
pmsm,17,gaugeformer_v13,7,1210,1410,201,32.56709741550696,0.00687455766623615
pmsm,17,gaugeformer_v13,8,1411,1611,201,37.562127236580515,0.010509019522490733
pmsm,17,gaugeformer_v13,9,1612,1812,201,42.557157057654074,0.018735645183805303
pmsm,17,gaugeformer_v13,10,1813,2013,201,47.55218687872763,0.02222268808596962
pmsm,17,gaugeformer_v13,11,2014,2214,201,52.54721669980119,0.07277382754162916
pmsm,17,gaugeformer_v13,12,2215,2415,201,57.54224652087475,0.14449240492166254
pmsm,17,gaugeformer_v13,13,2416,2616,201,62.53727634194831,0.0036486568005352805
pmsm,17,gaugeformer_v13,14,2617,2817,201,67.53230616302187,0.002692175331152769
pmsm,17,gaugeformer_v13,15,2818,3018,201,72.52733598409543,0.039714089248297446
pmsm,17,gaugeformer_v13,16,3019,3219,201,77.52236580516899,0.047711694013625364
pmsm,17,gaugeformer_v13,17,3220,3420,201,82.51739562624255,0.07807658388141221
pmsm,17,gaugeformer_v13,18,3421,3621,201,87.5124254473161,0.16651218976223284
pmsm,17,gaugeformer_v13,19,3622,3822,201,92.50745526838966,0.050497791897683074
pmsm,17,gaugeformer_v13,20,3823,4023,201,97.50248508946322,0.1627425597601527
pmsm,29,moirai,1,0,201,202,2.5099403578528827,0.012670521759457452
pmsm,29,moirai,2,202,403,202,7.529821073558648,0.027966867464112494
pmsm,29,moirai,3,404,605,202,12.549701789264413,0.02326616474288742
pmsm,29,moirai,4,606,807,202,17.569582504970178,0.012936097551806514
pmsm,29,moirai,5,808,1008,201,22.57703777335984,0.013149251691320933
pmsm,29,moirai,6,1009,1209,201,27.5720675944334,0.007310550369960118
pmsm,29,moirai,7,1210,1410,201,32.56709741550696,0.006952424413875993
pmsm,29,moirai,8,1411,1611,201,37.562127236580515,0.010638007593033983
pmsm,29,moirai,9,1612,1812,201,42.557157057654074,0.018729018503936313
pmsm,29,moirai,10,1813,2013,201,47.55218687872763,0.022522779618151544
pmsm,29,moirai,11,2014,2214,201,52.54721669980119,0.07236793967296573
pmsm,29,moirai,12,2215,2415,201,57.54224652087475,0.14457410395467313
pmsm,29,moirai,13,2416,2616,201,62.53727634194831,0.0038787626205677626
pmsm,29,moirai,14,2617,2817,201,67.53230616302187,0.0024443187070234493
pmsm,29,moirai,15,2818,3018,201,72.52733598409543,0.03994710080762357
pmsm,29,moirai,16,3019,3219,201,77.52236580516899,0.04826384460564859
pmsm,29,moirai,17,3220,3420,201,82.51739562624255,0.07873228918680084
pmsm,29,moirai,18,3421,3621,201,87.5124254473161,0.16690761886798844
pmsm,29,moirai,19,3622,3822,201,92.50745526838966,0.051134740198441594
pmsm,29,moirai,20,3823,4023,201,97.50248508946322,0.163959041434575
pmsm,29,gaugeformer_v13,1,0,201,202,2.5099403578528827,0.012600201433268919
pmsm,29,gaugeformer_v13,2,202,403,202,7.529821073558648,0.026599916274679128
pmsm,29,gaugeformer_v13,3,404,605,202,12.549701789264413,0.022121665089118198
pmsm,29,gaugeformer_v13,4,606,807,202,17.569582504970178,0.01231898301574336
pmsm,29,gaugeformer_v13,5,808,1008,201,22.57703777335984,0.012865446861922328
pmsm,29,gaugeformer_v13,6,1009,1209,201,27.5720675944334,0.007284082689612011
pmsm,29,gaugeformer_v13,7,1210,1410,201,32.56709741550696,0.006873032622751164
pmsm,29,gaugeformer_v13,8,1411,1611,201,37.562127236580515,0.010483100196776026
pmsm,29,gaugeformer_v13,9,1612,1812,201,42.557157057654074,0.01863852723269986
pmsm,29,gaugeformer_v13,10,1813,2013,201,47.55218687872763,0.022326544723848277
pmsm,29,gaugeformer_v13,11,2014,2214,201,52.54721669980119,0.07254194957915203
pmsm,29,gaugeformer_v13,12,2215,2415,201,57.54224652087475,0.14442547972636768
pmsm,29,gaugeformer_v13,13,2416,2616,201,62.53727634194831,0.003612955955782451
pmsm,29,gaugeformer_v13,14,2617,2817,201,67.53230616302187,0.0027406824572281103
pmsm,29,gaugeformer_v13,15,2818,3018,201,72.52733598409543,0.03953238333498198
pmsm,29,gaugeformer_v13,16,3019,3219,201,77.52236580516899,0.047559971810015485
pmsm,29,gaugeformer_v13,17,3220,3420,201,82.51739562624255,0.0778077019444402
pmsm,29,gaugeformer_v13,18,3421,3621,201,87.5124254473161,0.16613863175543767
pmsm,29,gaugeformer_v13,19,3622,3822,201,92.50745526838966,0.05043055647702685
pmsm,29,gaugeformer_v13,20,3823,4023,201,97.50248508946322,0.16231914466099476
pmsm,43,moirai,1,0,201,202,2.5099403578528827,0.012608926724315305
pmsm,43,moirai,2,202,403,202,7.529821073558648,0.027917745850901808
pmsm,43,moirai,3,404,605,202,12.549701789264413,0.02316466516916537
pmsm,43,moirai,4,606,807,202,17.569582504970178,0.012948583765395955
pmsm,43,moirai,5,808,1008,201,22.57703777335984,0.013141259638287583
pmsm,43,moirai,6,1009,1209,201,27.5720675944334,0.007297066940743117
pmsm,43,moirai,7,1210,1410,201,32.56709741550696,0.006947798573557449
pmsm,43,moirai,8,1411,1611,201,37.562127236580515,0.01064000763357972
pmsm,43,moirai,9,1612,1812,201,42.557157057654074,0.018787288485129266
pmsm,43,moirai,10,1813,2013,201,47.55218687872763,0.02246892992006823
pmsm,43,moirai,11,2014,2214,201,52.54721669980119,0.07225199573889246
pmsm,43,moirai,12,2215,2415,201,57.54224652087475,0.14433514318386095
pmsm,43,moirai,13,2416,2616,201,62.53727634194831,0.003845503398041262
pmsm,43,moirai,14,2617,2817,201,67.53230616302187,0.00244792375738713
pmsm,43,moirai,15,2818,3018,201,72.52733598409543,0.04001327900212283
pmsm,43,moirai,16,3019,3219,201,77.52236580516899,0.048279228941127406
pmsm,43,moirai,17,3220,3420,201,82.51739562624255,0.07872683259689726
pmsm,43,moirai,18,3421,3621,201,87.5124254473161,0.16712602449869876
pmsm,43,moirai,19,3622,3822,201,92.50745526838966,0.05135047871870196
pmsm,43,moirai,20,3823,4023,201,97.50248508946322,0.16383736821849765
pmsm,43,gaugeformer_v13,1,0,201,202,2.5099403578528827,0.012473506438192549
pmsm,43,gaugeformer_v13,2,202,403,202,7.529821073558648,0.02662696230005978
pmsm,43,gaugeformer_v13,3,404,605,202,12.549701789264413,0.022019431228783633
pmsm,43,gaugeformer_v13,4,606,807,202,17.569582504970178,0.012328062995732284
pmsm,43,gaugeformer_v13,5,808,1008,201,22.57703777335984,0.01276236132262194
pmsm,43,gaugeformer_v13,6,1009,1209,201,27.5720675944334,0.007289435529167861
pmsm,43,gaugeformer_v13,7,1210,1410,201,32.56709741550696,0.006868495124949411
pmsm,43,gaugeformer_v13,8,1411,1611,201,37.562127236580515,0.010488035321275636
pmsm,43,gaugeformer_v13,9,1612,1812,201,42.557157057654074,0.018563629309298214
pmsm,43,gaugeformer_v13,10,1813,2013,201,47.55218687872763,0.02231970339265501
pmsm,43,gaugeformer_v13,11,2014,2214,201,52.54721669980119,0.07242884343553199
pmsm,43,gaugeformer_v13,12,2215,2415,201,57.54224652087475,0.14418182755831235
pmsm,43,gaugeformer_v13,13,2416,2616,201,62.53727634194831,0.0036349381826912604
pmsm,43,gaugeformer_v13,14,2617,2817,201,67.53230616302187,0.0027447041217890248
pmsm,43,gaugeformer_v13,15,2818,3018,201,72.52733598409543,0.039614499947004334
