backbone,method,regime,seed,system,sd_nmae,sd_nrmse
gtm,gtm_persistence,joint,71,steel_industry,0.46722325462484815,0.8821150582384071
gtm,gtm_persistence,joint,101,building_energy,0.28397993659446097,0.46773982408574116
gtm,gtm_persistence,joint,101,hydraulic,0.10601000329040625,0.20605915824834942
gtm,gtm_persistence,joint,101,metropt,0.5421937055113201,1.323834488228989
gtm,gtm_persistence,joint,101,pmsm,0.04548985107476749,0.12768617936181392
gtm,gtm_persistence,joint,101,steel_industry,0.46722325462484815,0.8821150582384071
gtm,gtm_history_local,joint,17,building_energy,0.26561211757326253,0.4535663371606191
gtm,gtm_history_local,joint,17,hydraulic,0.10475396479141436,0.20520603126548675
gtm,gtm_history_local,joint,17,metropt,0.521802186122391,1.2745500342729446
gtm,gtm_history_local,joint,17,pmsm,0.0448787520407887,0.12687435220184543
gtm,gtm_history_local,joint,17,steel_industry,0.4751807340972876,0.9147946679313842
gtm,gtm_history_local,joint,29,building_energy,0.26561211757326253,0.4535663371606191
gtm,gtm_history_local,joint,29,hydraulic,0.10475396479141436,0.20520603126548675
gtm,gtm_history_local,joint,29,metropt,0.521802186122391,1.2745500342729446
gtm,gtm_history_local,joint,29,pmsm,0.0448787520407887,0.12687435220184543
gtm,gtm_history_local,joint,29,steel_industry,0.4751807340972876,0.9147946679313842
gtm,gtm_history_local,joint,43,building_energy,0.26561211757326253,0.4535663371606191
gtm,gtm_history_local,joint,43,hydraulic,0.10475396479141436,0.20520603126548675
gtm,gtm_history_local,joint,43,metropt,0.521802186122391,1.2745500342729446
gtm,gtm_history_local,joint,43,pmsm,0.0448787520407887,0.12687435220184543
gtm,gtm_history_local,joint,43,steel_industry,0.4751807340972876,0.9147946679313842
gtm,gtm_history_local,joint,71,building_energy,0.26561211757326253,0.4535663371606191
gtm,gtm_history_local,joint,71,hydraulic,0.10475396479141436,0.20520603126548675
gtm,gtm_history_local,joint,71,metropt,0.521802186122391,1.2745500342729446
gtm,gtm_history_local,joint,71,pmsm,0.0448787520407887,0.12687435220184543
gtm,gtm_history_local,joint,71,steel_industry,0.4751807340972876,0.9147946679313842
gtm,gtm_history_local,joint,101,building_energy,0.26561211757326253,0.4535663371606191
gtm,gtm_history_local,joint,101,hydraulic,0.10475396479141436,0.20520603126548675
gtm,gtm_history_local,joint,101,metropt,0.521802186122391,1.2745500342729446
gtm,gtm_history_local,joint,101,pmsm,0.0448787520407887,0.12687435220184543
gtm,gtm_history_local,joint,101,steel_industry,0.4751807340972876,0.9147946679313842
gtm,gtm_persistence_blend,joint,17,building_energy,0.2670835862520369,0.42604826870385587
gtm,gtm_persistence_blend,joint,17,hydraulic,0.06336029285805535,0.13323510902263008
gtm,gtm_persistence_blend,joint,17,metropt,0.4934022461187769,1.1594879683077106
gtm,gtm_persistence_blend,joint,17,pmsm,0.049467272338041636,0.13157218150796104
gtm,gtm_persistence_blend,joint,17,steel_industry,0.3923458804867459,0.6690885705542209
gtm,gtm_persistence_blend,joint,29,building_energy,0.26747039941785883,0.4286109074969442
gtm,gtm_persistence_blend,joint,29,hydraulic,0.06196547195819487,0.1325399419832389
gtm,gtm_persistence_blend,joint,29,metropt,0.4978673712918556,1.1651090595278075
gtm,gtm_persistence_blend,joint,29,pmsm,0.04974135043646697,0.13186141509034574
gtm,gtm_persistence_blend,joint,29,steel_industry,0.3975378257586333,0.6688063819391099
gtm,gtm_persistence_blend,joint,43,building_energy,0.26936930461663783,0.42999105988141584
gtm,gtm_persistence_blend,joint,43,hydraulic,0.06477866291109435,0.13590737102300077
gtm,gtm_persistence_blend,joint,43,metropt,0.5031412387607266,1.167695938951293
gtm,gtm_persistence_blend,joint,43,pmsm,0.04932259037337635,0.1313226449419219
gtm,gtm_persistence_blend,joint,43,steel_industry,0.39837181448918274,0.6723653669154173
gtm,gtm_persistence_blend,joint,71,building_energy,0.26681932637287165,0.4256537599741241
gtm,gtm_persistence_blend,joint,71,hydraulic,0.06348003726824883,0.13408941511806363
gtm,gtm_persistence_blend,joint,71,metropt,0.5043578433128849,1.168665875262835
gtm,gtm_persistence_blend,joint,71,pmsm,0.04956553325104592,0.1316336337325655
gtm,gtm_persistence_blend,joint,71,steel_industry,0.39993934622926225,0.6733714133632547
gtm,gtm_persistence_blend,joint,101,building_energy,0.26560572098858753,0.4263686385834583
gtm,gtm_persistence_blend,joint,101,hydraulic,0.06243877517362123,0.13334095954325462
gtm,gtm_persistence_blend,joint,101,metropt,0.49069365337897924,1.154510313145434
gtm,gtm_persistence_blend,joint,101,pmsm,0.04953927588553717,0.13173174036845742
gtm,gtm_persistence_blend,joint,101,steel_industry,0.40116971534706236,0.6775945826909859
gtm,gtm_history_blend,joint,17,building_energy,0.25717343257811115,0.41694905303827395
gtm,gtm_history_blend,joint,17,hydraulic,0.0626506928594007,0.1326713280239311
gtm,gtm_history_blend,joint,17,metropt,0.4832750608947855,1.13726008937352
gtm,gtm_history_blend,joint,17,pmsm,0.048885816274852195,0.13058349190705737
gtm,gtm_history_blend,joint,17,steel_industry,0.39850399073966847,0.6819980329467966
gtm,gtm_history_blend,joint,29,building_energy,0.2573253081355519,0.4191490008424791
gtm,gtm_history_blend,joint,29,hydraulic,0.06128513602931544,0.132024605473557
gtm,gtm_history_blend,joint,29,metropt,0.4872669703077951,1.1418812285212696
gtm,gtm_history_blend,joint,29,pmsm,0.04915265993344234,0.1308779271943618
gtm,gtm_history_blend,joint,29,steel_industry,0.40413878177425283,0.6822021950120258
gtm,gtm_history_blend,joint,43,building_energy,0.2590702292029101,0.4204299407176839
gtm,gtm_history_blend,joint,43,hydraulic,0.06397500868099122,0.13529553632325697
gtm,gtm_history_blend,joint,43,metropt,0.4927977080633526,1.141638670009879
gtm,gtm_history_blend,joint,43,pmsm,0.048734108077459204,0.13033005002200368
gtm,gtm_history_blend,joint,43,steel_industry,0.40468923232299775,0.6853046047345395
gtm,gtm_history_blend,joint,71,building_energy,0.25657226124831456,0.41613087879084026
gtm,gtm_history_blend,joint,71,hydraulic,0.06278168420711917,0.1335754961139277
gtm,gtm_history_blend,joint,71,metropt,0.49389366736905405,1.1452447531181424
gtm,gtm_history_blend,joint,71,pmsm,0.04897845667499318,0.13064562269099217
gtm,gtm_history_blend,joint,71,steel_industry,0.40576400022296755,0.6867173733825808
gtm,gtm_history_blend,joint,101,building_energy,0.2562162762194148,0.417856818739925
gtm,gtm_history_blend,joint,101,hydraulic,0.06169573709286923,0.13277760640902717
gtm,gtm_history_blend,joint,101,metropt,0.4797340846487249,1.1326076331032613
gtm,gtm_history_blend,joint,101,pmsm,0.04896118337255783,0.13077166615000835
gtm,gtm_history_blend,joint,101,steel_industry,0.4075758459694304,0.6912593573264874
