study,method,seed,identity,system,condition,replicate,sd_nmae,sd_nrmse
diagnostic,timer_xl,17,building_energy/condition/legal_gauge_canonical_preprocessing/replicate0,building_energy,legal_gauge_canonical_preprocessing,0,0.31611884337060314,0.5458788769833057
diagnostic,timer_xl,17,building_energy/condition/legal_gauge_direct/replicate0,building_energy,legal_gauge_direct,0,0.336499472616984,0.5550546978191325
diagnostic,timer_xl,17,building_energy/condition/reference/replicate0,building_energy,reference,0,0.3161194220594775,0.5458788650573827
diagnostic,timer_xl,17,building_energy/permutation/reference,building_energy,reference,0,0.3025900396756395,0.5030365340501957
diagnostic,timer_xl,17,building_energy/permutation/replicate0,building_energy,permutation,0,0.3071062974380002,0.5071891994155351
diagnostic,timer_xl,17,building_energy/permutation/replicate1,building_energy,permutation,1,0.3140864316533594,0.513572241391417
diagnostic,timer_xl,17,building_energy/permutation/replicate10,building_energy,permutation,10,0.30789762080611394,0.5061533157561611
diagnostic,timer_xl,17,building_energy/permutation/replicate11,building_energy,permutation,11,0.3158765956595395,0.5269097918402774
diagnostic,timer_xl,17,building_energy/permutation/replicate12,building_energy,permutation,12,0.3038100087681085,0.5032445500052162
diagnostic,timer_xl,17,building_energy/permutation/replicate13,building_energy,permutation,13,0.3058429125253583,0.5067244056785565
diagnostic,timer_xl,17,building_energy/permutation/replicate14,building_energy,permutation,14,0.3087126730834647,0.512659225157433
diagnostic,timer_xl,17,building_energy/permutation/replicate15,building_energy,permutation,15,0.3072254158909212,0.5086882491529416
diagnostic,timer_xl,17,building_energy/permutation/replicate16,building_energy,permutation,16,0.3087875896551193,0.5056420140887281
diagnostic,timer_xl,17,building_energy/permutation/replicate17,building_energy,permutation,17,0.3020509435872798,0.506500035146369
diagnostic,timer_xl,17,building_energy/permutation/replicate18,building_energy,permutation,18,0.3102603432224359,0.5231192515199903
diagnostic,timer_xl,17,building_energy/permutation/replicate19,building_energy,permutation,19,0.30415312359804286,0.5040178769986793
diagnostic,timer_xl,17,building_energy/permutation/replicate2,building_energy,permutation,2,0.3147225823427106,0.5212787560492032
diagnostic,timer_xl,17,building_energy/permutation/replicate20,building_energy,permutation,20,0.31741580233731287,0.527224786395192
diagnostic,timer_xl,17,building_energy/permutation/replicate21,building_energy,permutation,21,0.3116000830568411,0.5156527282869183
diagnostic,timer_xl,17,building_energy/permutation/replicate22,building_energy,permutation,22,0.31122028428199566,0.5083856428689516
diagnostic,timer_xl,17,building_energy/permutation/replicate23,building_energy,permutation,23,0.30369092926473035,0.5061351431993071
diagnostic,timer_xl,17,building_energy/permutation/replicate24,building_energy,permutation,24,0.31441170906772964,0.5213826344666075
diagnostic,timer_xl,17,building_energy/permutation/replicate25,building_energy,permutation,25,0.31458862998552595,0.5224209136206663
diagnostic,timer_xl,17,building_energy/permutation/replicate26,building_energy,permutation,26,0.31346990722467505,0.5261300672836179
diagnostic,timer_xl,17,building_energy/permutation/replicate27,building_energy,permutation,27,0.3110928614066031,0.5123265113327211
diagnostic,timer_xl,17,building_energy/permutation/replicate28,building_energy,permutation,28,0.3052489430655138,0.5078364996807117
diagnostic,timer_xl,17,building_energy/permutation/replicate29,building_energy,permutation,29,0.31186869827902297,0.5166815315866281
diagnostic,timer_xl,17,building_energy/permutation/replicate3,building_energy,permutation,3,0.3212365009157387,0.527777182215251
diagnostic,timer_xl,17,building_energy/permutation/replicate30,building_energy,permutation,30,0.31070534353669704,0.5191673691059848
diagnostic,timer_xl,17,building_energy/permutation/replicate31,building_energy,permutation,31,0.3032465608696407,0.5054874888999222
diagnostic,timer_xl,17,building_energy/permutation/replicate32,building_energy,permutation,32,0.312083492355086,0.5144983818799193
diagnostic,timer_xl,17,building_energy/permutation/replicate33,building_energy,permutation,33,0.3021089459424348,0.5037814340746877
diagnostic,timer_xl,17,building_energy/permutation/replicate34,building_energy,permutation,34,0.3146558252743434,0.5273080767321157
diagnostic,timer_xl,17,building_energy/permutation/replicate35,building_energy,permutation,35,0.3049422725086465,0.509711070572811
diagnostic,timer_xl,17,building_energy/permutation/replicate36,building_energy,permutation,36,0.3074908129580327,0.5146031399441279
diagnostic,timer_xl,17,building_energy/permutation/replicate37,building_energy,permutation,37,0.3197717782093617,0.5288164320428764
diagnostic,timer_xl,17,building_energy/permutation/replicate38,building_energy,permutation,38,0.30640344574867023,0.5069596521482099
diagnostic,timer_xl,17,building_energy/permutation/replicate39,building_energy,permutation,39,0.30021240707619434,0.5019196117631682
diagnostic,timer_xl,17,building_energy/permutation/replicate4,building_energy,permutation,4,0.30758850945506894,0.5105222196903878
diagnostic,timer_xl,17,building_energy/permutation/replicate40,building_energy,permutation,40,0.30481128814772573,0.505440375656831
diagnostic,timer_xl,17,building_energy/permutation/replicate41,building_energy,permutation,41,0.31100802009434597,0.5110628699732558
diagnostic,timer_xl,17,building_energy/permutation/replicate42,building_energy,permutation,42,0.30255233147160193,0.5144598314404121
diagnostic,timer_xl,17,building_energy/permutation/replicate43,building_energy,permutation,43,0.31421260192733275,0.5194451447851132
diagnostic,timer_xl,17,building_energy/permutation/replicate44,building_energy,permutation,44,0.30897108432078224,0.5092224824861014
diagnostic,timer_xl,17,building_energy/permutation/replicate45,building_energy,permutation,45,0.31454154150061725,0.5228599454508198
diagnostic,timer_xl,17,building_energy/permutation/replicate46,building_energy,permutation,46,0.30947314494643474,0.5126429334818995
diagnostic,timer_xl,17,building_energy/permutation/replicate47,building_energy,permutation,47,0.3163713719810251,0.5175111396785574
diagnostic,timer_xl,17,building_energy/permutation/replicate48,building_energy,permutation,48,0.314076003304012,0.513295104016489
diagnostic,timer_xl,17,building_energy/permutation/replicate49,building_energy,permutation,49,0.3049357194170221,0.5074042606976124
diagnostic,timer_xl,17,building_energy/permutation/replicate5,building_energy,permutation,5,0.30583827924474505,0.5102059325423708
diagnostic,timer_xl,17,building_energy/permutation/replicate50,building_energy,permutation,50,0.3130626229335409,0.5164721507413312
diagnostic,timer_xl,17,building_energy/permutation/replicate51,building_energy,permutation,51,0.30490684652642175,0.5100498229444315
diagnostic,timer_xl,17,building_energy/permutation/replicate52,building_energy,permutation,52,0.31108589614954485,0.5156421876544125
diagnostic,timer_xl,17,building_energy/permutation/replicate53,building_energy,permutation,53,0.3063167699589663,0.5091657444867193
diagnostic,timer_xl,17,building_energy/permutation/replicate54,building_energy,permutation,54,0.30594691891522946,0.5057697592012439
diagnostic,timer_xl,17,building_energy/permutation/replicate55,building_energy,permutation,55,0.30344883167867986,0.5038400962468874
diagnostic,timer_xl,17,building_energy/permutation/replicate56,building_energy,permutation,56,0.3190169508042185,0.527820043090024
diagnostic,timer_xl,17,building_energy/permutation/replicate57,building_energy,permutation,57,0.30500140809190857,0.5069317735611891
diagnostic,timer_xl,17,building_energy/permutation/replicate58,building_energy,permutation,58,0.3069817674303798,0.5084912631811057
diagnostic,timer_xl,17,building_energy/permutation/replicate59,building_energy,permutation,59,0.3081290035923081,0.5113190313277662
diagnostic,timer_xl,17,building_energy/permutation/replicate6,building_energy,permutation,6,0.3138426687073758,0.5179039467945358
diagnostic,timer_xl,17,building_energy/permutation/replicate60,building_energy,permutation,60,0.3069933540644313,0.5074466692163325
diagnostic,timer_xl,17,building_energy/permutation/replicate61,building_energy,permutation,61,0.30923030520960826,0.5187786901099013
diagnostic,timer_xl,17,building_energy/permutation/replicate62,building_energy,permutation,62,0.30954098601135693,0.5124255804791404
diagnostic,timer_xl,17,building_energy/permutation/replicate63,building_energy,permutation,63,0.30417514266480783,0.5054820619082424
diagnostic,timer_xl,17,building_energy/permutation/replicate64,building_energy,permutation,64,0.31137217232960146,0.5125847199954238
diagnostic,timer_xl,17,building_energy/permutation/replicate65,building_energy,permutation,65,0.30935187279095877,0.5109314774078829
diagnostic,timer_xl,17,building_energy/permutation/replicate66,building_energy,permutation,66,0.313230335676783,0.5163358448421377
diagnostic,timer_xl,17,building_energy/permutation/replicate67,building_energy,permutation,67,0.31536235028132037,0.5162082758069333
diagnostic,timer_xl,17,building_energy/permutation/replicate68,building_energy,permutation,68,0.31109833878054327,0.5145018075715452
diagnostic,timer_xl,17,building_energy/permutation/replicate69,building_energy,permutation,69,0.30682597197551764,0.5113990687691129
diagnostic,timer_xl,17,building_energy/permutation/replicate7,building_energy,permutation,7,0.30314122224777146,0.5048569264411671
diagnostic,timer_xl,17,building_energy/permutation/replicate70,building_energy,permutation,70,0.30680990976417594,0.5106548993593579
diagnostic,timer_xl,17,building_energy/permutation/replicate71,building_energy,permutation,71,0.30761895541449885,0.5079850458805949
diagnostic,timer_xl,17,building_energy/permutation/replicate72,building_energy,permutation,72,0.3047242540918291,0.5070403373593064
diagnostic,timer_xl,17,building_energy/permutation/replicate73,building_energy,permutation,73,0.30947205923593624,0.5079721543807011
diagnostic,timer_xl,17,building_energy/permutation/replicate74,building_energy,permutation,74,0.30857535913755896,0.5101778184143549
diagnostic,timer_xl,17,building_energy/permutation/replicate75,building_energy,permutation,75,0.30838195303201893,0.5109007832024808
diagnostic,timer_xl,17,building_energy/permutation/replicate76,building_energy,permutation,76,0.3063254824918737,0.5042972308842921
diagnostic,timer_xl,17,building_energy/permutation/replicate77,building_energy,permutation,77,0.31155208395356276,0.519380164225668
diagnostic,timer_xl,17,building_energy/permutation/replicate78,building_energy,permutation,78,0.30432760192514197,0.5083558924068319
diagnostic,timer_xl,17,building_energy/permutation/replicate79,building_energy,permutation,79,0.3062979484243993,0.5102417616944249
diagnostic,timer_xl,17,building_energy/permutation/replicate8,building_energy,permutation,8,0.30825490506106257,0.5086665403633018
diagnostic,timer_xl,17,building_energy/permutation/replicate80,building_energy,permutation,80,0.31246826013197876,0.5231323525186649
diagnostic,timer_xl,17,building_energy/permutation/replicate81,building_energy,permutation,81,0.29847346148543624,0.5022307798547976
diagnostic,timer_xl,17,building_energy/permutation/replicate82,building_energy,permutation,82,0.30429587783541023,0.5064239395784216
diagnostic,timer_xl,17,building_energy/permutation/replicate83,building_energy,permutation,83,0.30587528002918934,0.5086259419939995
diagnostic,timer_xl,17,building_energy/permutation/replicate84,building_energy,permutation,84,0.3159083277836999,0.5216847384904932
diagnostic,timer_xl,17,building_energy/permutation/replicate85,building_energy,permutation,85,0.30848869369069953,0.5111495290142802
diagnostic,timer_xl,17,building_energy/permutation/replicate86,building_energy,permutation,86,0.3049542685485805,0.5099981961556777
diagnostic,timer_xl,17,building_energy/permutation/replicate87,building_energy,permutation,87,0.3197865616401569,0.5257365424135956
diagnostic,timer_xl,17,building_energy/permutation/replicate88,building_energy,permutation,88,0.3123774189177552,0.5154363011692525
diagnostic,timer_xl,17,building_energy/permutation/replicate89,building_energy,permutation,89,0.3165034455667581,0.512995027228612
diagnostic,timer_xl,17,building_energy/permutation/replicate9,building_energy,permutation,9,0.3077551257772684,0.5150793528369164
diagnostic,timer_xl,17,building_energy/permutation/replicate90,building_energy,permutation,90,0.30093398690742,0.5028676297228506
diagnostic,timer_xl,17,building_energy/permutation/replicate91,building_energy,permutation,91,0.30519402960440034,0.5079880444586521
diagnostic,timer_xl,17,building_energy/permutation/replicate92,building_energy,permutation,92,0.30436096431527204,0.5082628959624086
diagnostic,timer_xl,17,building_energy/permutation/replicate93,building_energy,permutation,93,0.3161110353572493,0.5190757141939792
diagnostic,timer_xl,17,building_energy/permutation/replicate94,building_energy,permutation,94,0.30471079040456595,0.5076024549417365
diagnostic,timer_xl,17,building_energy/permutation/replicate95,building_energy,permutation,95,0.3088161949789055,0.5145280603902294
diagnostic,timer_xl,17,building_energy/permutation/replicate96,building_energy,permutation,96,0.3045638605465195,0.5065485124074924
diagnostic,timer_xl,17,building_energy/permutation/replicate97,building_energy,permutation,97,0.30755232150902323,0.5130078986208947
diagnostic,timer_xl,17,building_energy/permutation/replicate98,building_energy,permutation,98,0.3122922676853964,0.5159270253856647
diagnostic,timer_xl,17,building_energy/permutation/replicate99,building_energy,permutation,99,0.3107531483029241,0.5131304112164795
diagnostic,timer_xl,17,hydraulic/condition/legal_gauge_canonical_preprocessing/replicate0,hydraulic,legal_gauge_canonical_preprocessing,0,0.046434162291773134,0.0838965933930969
diagnostic,timer_xl,17,hydraulic/condition/legal_gauge_direct/replicate0,hydraulic,legal_gauge_direct,0,1.1317627059720914,1.359836039387338
diagnostic,timer_xl,17,hydraulic/condition/reference/replicate0,hydraulic,reference,0,0.04643412191484026,0.08389712837518774
diagnostic,timer_xl,17,hydraulic/permutation/reference,hydraulic,reference,0,0.04281366457433723,0.08495705197246478
diagnostic,timer_xl,17,hydraulic/permutation/replicate0,hydraulic,permutation,0,0.05030543561783754,0.09919170399605433
diagnostic,timer_xl,17,hydraulic/permutation/replicate1,hydraulic,permutation,1,0.04865617712651598,0.09601664818216371
diagnostic,timer_xl,17,hydraulic/permutation/replicate10,hydraulic,permutation,10,0.05062920194787608,0.10356101374527032
diagnostic,timer_xl,17,hydraulic/permutation/replicate11,hydraulic,permutation,11,0.05006060613974741,0.1004119559980571
diagnostic,timer_xl,17,hydraulic/permutation/replicate12,hydraulic,permutation,12,0.0504525092631726,0.09716590391098151
diagnostic,timer_xl,17,hydraulic/permutation/replicate13,hydraulic,permutation,13,0.04919479372003342,0.09626778262116362
diagnostic,timer_xl,17,hydraulic/permutation/replicate14,hydraulic,permutation,14,0.04811498913951382,0.09561765647188517
diagnostic,timer_xl,17,hydraulic/permutation/replicate15,hydraulic,permutation,15,0.05181215198925313,0.09973054656445843
diagnostic,timer_xl,17,hydraulic/permutation/replicate16,hydraulic,permutation,16,0.04951139149856418,0.10203387092526135
diagnostic,timer_xl,17,hydraulic/permutation/replicate17,hydraulic,permutation,17,0.049909202275503634,0.09662531923796047
diagnostic,timer_xl,17,hydraulic/permutation/replicate18,hydraulic,permutation,18,0.05359232925957215,0.10487970983614456
diagnostic,timer_xl,17,hydraulic/permutation/replicate19,hydraulic,permutation,19,0.047840459175335484,0.09401296028334535
diagnostic,timer_xl,17,hydraulic/permutation/replicate2,hydraulic,permutation,2,0.05451330972185083,0.10405177382139998
diagnostic,timer_xl,17,hydraulic/permutation/replicate20,hydraulic,permutation,20,0.04828442849929007,0.09753516934630171
diagnostic,timer_xl,17,hydraulic/permutation/replicate21,hydraulic,permutation,21,0.050273139096138786,0.09734831605215119
diagnostic,timer_xl,17,hydraulic/permutation/replicate22,hydraulic,permutation,22,0.0469977443418455,0.08969047316106177
diagnostic,timer_xl,17,hydraulic/permutation/replicate23,hydraulic,permutation,23,0.05457366471661567,0.10355537857799041
diagnostic,timer_xl,17,hydraulic/permutation/replicate24,hydraulic,permutation,24,0.04738258076969185,0.09439348735744627
diagnostic,timer_xl,17,hydraulic/permutation/replicate25,hydraulic,permutation,25,0.04700955577941132,0.09408656046327801
diagnostic,timer_xl,17,hydraulic/permutation/replicate26,hydraulic,permutation,26,0.0480999262984632,0.09392171066184733
diagnostic,timer_xl,17,hydraulic/permutation/replicate27,hydraulic,permutation,27,0.05090835980727233,0.09625693798646945
diagnostic,timer_xl,17,hydraulic/permutation/replicate28,hydraulic,permutation,28,0.04624120656606968,0.09207646075552217
diagnostic,timer_xl,17,hydraulic/permutation/replicate29,hydraulic,permutation,29,0.052005080593621016,0.10313810376341218
diagnostic,timer_xl,17,hydraulic/permutation/replicate3,hydraulic,permutation,3,0.050854742175259364,0.09915771090508042
diagnostic,timer_xl,17,hydraulic/permutation/replicate30,hydraulic,permutation,30,0.04681865325233555,0.09449209439504726
diagnostic,timer_xl,17,hydraulic/permutation/replicate31,hydraulic,permutation,31,0.049875090887317675,0.09764435677088901
diagnostic,timer_xl,17,hydraulic/permutation/replicate32,hydraulic,permutation,32,0.05614762621180852,0.09908698510590383
diagnostic,timer_xl,17,hydraulic/permutation/replicate33,hydraulic,permutation,33,0.04628559834521989,0.0940333355403367
diagnostic,timer_xl,17,hydraulic/permutation/replicate34,hydraulic,permutation,34,0.045903131859120615,0.0870763696361206
diagnostic,timer_xl,17,hydraulic/permutation/replicate35,hydraulic,permutation,35,0.04940128861012963,0.09477407766214921
diagnostic,timer_xl,17,hydraulic/permutation/replicate36,hydraulic,permutation,36,0.0474093026940468,0.0970424595345623
diagnostic,timer_xl,17,hydraulic/permutation/replicate37,hydraulic,permutation,37,0.04701955935079407,0.09777373144179621
diagnostic,timer_xl,17,hydraulic/permutation/replicate38,hydraulic,permutation,38,0.0475396768738053,0.10159722484344863
diagnostic,timer_xl,17,hydraulic/permutation/replicate39,hydraulic,permutation,39,0.0565657143971114,0.10778134411771811
diagnostic,timer_xl,17,hydraulic/permutation/replicate4,hydraulic,permutation,4,0.047598313421103704,0.0951899589638128
diagnostic,timer_xl,17,hydraulic/permutation/replicate40,hydraulic,permutation,40,0.04850049485914472,0.09624663792607158
diagnostic,timer_xl,17,hydraulic/permutation/replicate41,hydraulic,permutation,41,0.050659244065135396,0.09984819503065681
diagnostic,timer_xl,17,hydraulic/permutation/replicate42,hydraulic,permutation,42,0.049971652654819794,0.10487066305598633
diagnostic,timer_xl,17,hydraulic/permutation/replicate43,hydraulic,permutation,43,0.047480536368292844,0.10069310305529308
diagnostic,timer_xl,17,hydraulic/permutation/replicate44,hydraulic,permutation,44,0.04740413041210527,0.09893598789467681
diagnostic,timer_xl,17,hydraulic/permutation/replicate45,hydraulic,permutation,45,0.0488219131972384,0.09896812808173693
diagnostic,timer_xl,17,hydraulic/permutation/replicate46,hydraulic,permutation,46,0.055670592727554306,0.09977469431706752
diagnostic,timer_xl,17,hydraulic/permutation/replicate47,hydraulic,permutation,47,0.05225965327239348,0.10372709071916768
diagnostic,timer_xl,17,hydraulic/permutation/replicate48,hydraulic,permutation,48,0.048835047303018575,0.09584563758482585
diagnostic,timer_xl,17,hydraulic/permutation/replicate49,hydraulic,permutation,49,0.052565929821918274,0.09827149289603597
diagnostic,timer_xl,17,hydraulic/permutation/replicate5,hydraulic,permutation,5,0.05023292014194587,0.09257484681442657
diagnostic,timer_xl,17,hydraulic/permutation/replicate50,hydraulic,permutation,50,0.05171806817235286,0.09806145207939382
diagnostic,timer_xl,17,hydraulic/permutation/replicate51,hydraulic,permutation,51,0.04859685188146859,0.09338306521950387
diagnostic,timer_xl,17,hydraulic/permutation/replicate52,hydraulic,permutation,52,0.052187663406011414,0.10498359642170185
diagnostic,timer_xl,17,hydraulic/permutation/replicate53,hydraulic,permutation,53,0.0520999297164276,0.09757101989551947
diagnostic,timer_xl,17,hydraulic/permutation/replicate54,hydraulic,permutation,54,0.04720750039346522,0.09431595817831284
diagnostic,timer_xl,17,hydraulic/permutation/replicate55,hydraulic,permutation,55,0.04933820337127316,0.10136616346883714
diagnostic,timer_xl,17,hydraulic/permutation/replicate56,hydraulic,permutation,56,0.04757280549022831,0.0933108871792186
diagnostic,timer_xl,17,hydraulic/permutation/replicate57,hydraulic,permutation,57,0.04892000552412244,0.09905248743277358
diagnostic,timer_xl,17,hydraulic/permutation/replicate58,hydraulic,permutation,58,0.049045408546263304,0.09660066008735421
diagnostic,timer_xl,17,hydraulic/permutation/replicate59,hydraulic,permutation,59,0.049823753648565505,0.09345322030526489
diagnostic,timer_xl,17,hydraulic/permutation/replicate6,hydraulic,permutation,6,0.04701342228502367,0.09442589091410425
diagnostic,timer_xl,17,hydraulic/permutation/replicate60,hydraulic,permutation,60,0.053593679605127384,0.10566147835722882
diagnostic,timer_xl,17,hydraulic/permutation/replicate61,hydraulic,permutation,61,0.04938597986334346,0.09843686986994465
diagnostic,timer_xl,17,hydraulic/permutation/replicate62,hydraulic,permutation,62,0.05367022281115387,0.10293514654841501
diagnostic,timer_xl,17,hydraulic/permutation/replicate63,hydraulic,permutation,63,0.04848516675138951,0.09619772870368795
diagnostic,timer_xl,17,hydraulic/permutation/replicate64,hydraulic,permutation,64,0.05020587591080243,0.1001755716063344
diagnostic,timer_xl,17,hydraulic/permutation/replicate65,hydraulic,permutation,65,0.0507327596665256,0.09693497216646045
diagnostic,timer_xl,17,hydraulic/permutation/replicate66,hydraulic,permutation,66,0.05290188606081553,0.09927653434213612
diagnostic,timer_xl,17,hydraulic/permutation/replicate67,hydraulic,permutation,67,0.04729377277116253,0.09687544306157844
diagnostic,timer_xl,17,hydraulic/permutation/replicate68,hydraulic,permutation,68,0.04640987898972873,0.09442547567534557
diagnostic,timer_xl,17,hydraulic/permutation/replicate69,hydraulic,permutation,69,0.048888739057392584,0.09837218948590759
diagnostic,timer_xl,17,hydraulic/permutation/replicate7,hydraulic,permutation,7,0.053558769177801974,0.10001616800197016
diagnostic,timer_xl,17,hydraulic/permutation/replicate70,hydraulic,permutation,70,0.046940654182907986,0.0949068511384824
diagnostic,timer_xl,17,hydraulic/permutation/replicate71,hydraulic,permutation,71,0.051797817834432415,0.09655209642816676
diagnostic,timer_xl,17,hydraulic/permutation/replicate72,hydraulic,permutation,72,0.05020825643184565,0.10122019916278585
diagnostic,timer_xl,17,hydraulic/permutation/replicate73,hydraulic,permutation,73,0.05211204191802994,0.09500527596357627
diagnostic,timer_xl,17,hydraulic/permutation/replicate74,hydraulic,permutation,74,0.047331666763532204,0.09657204024861606
diagnostic,timer_xl,17,hydraulic/permutation/replicate75,hydraulic,permutation,75,0.04805917466528587,0.09887987977405904
diagnostic,timer_xl,17,hydraulic/permutation/replicate76,hydraulic,permutation,76,0.04776529799593999,0.09491449711188443
diagnostic,timer_xl,17,hydraulic/permutation/replicate77,hydraulic,permutation,77,0.050175255245688645,0.09985455733860835
diagnostic,timer_xl,17,hydraulic/permutation/replicate78,hydraulic,permutation,78,0.05080172854672757,0.09684659084872771
diagnostic,timer_xl,17,hydraulic/permutation/replicate79,hydraulic,permutation,79,0.04782244608686961,0.09502429405857349
diagnostic,timer_xl,17,hydraulic/permutation/replicate8,hydraulic,permutation,8,0.05008177069132765,0.09806877481655621
diagnostic,timer_xl,17,hydraulic/permutation/replicate80,hydraulic,permutation,80,0.05727681670575373,0.10099795405512575
diagnostic,timer_xl,17,hydraulic/permutation/replicate81,hydraulic,permutation,81,0.045600498034186074,0.08958604511688918
diagnostic,timer_xl,17,hydraulic/permutation/replicate82,hydraulic,permutation,82,0.04751138800593253,0.09437557720108788
diagnostic,timer_xl,17,hydraulic/permutation/replicate83,hydraulic,permutation,83,0.048393688885921174,0.09702985354527019
diagnostic,timer_xl,17,hydraulic/permutation/replicate84,hydraulic,permutation,84,0.051689669925074594,0.10402519641382614
diagnostic,timer_xl,17,hydraulic/permutation/replicate85,hydraulic,permutation,85,0.04798001128964546,0.09684410996072992
diagnostic,timer_xl,17,hydraulic/permutation/replicate86,hydraulic,permutation,86,0.05050861716046463,0.09794202855522402
diagnostic,timer_xl,17,hydraulic/permutation/replicate87,hydraulic,permutation,87,0.046719049633408526,0.09103481057918753
diagnostic,timer_xl,17,hydraulic/permutation/replicate88,hydraulic,permutation,88,0.05002704955942151,0.09686545878673145
diagnostic,timer_xl,17,hydraulic/permutation/replicate89,hydraulic,permutation,89,0.049635477298236204,0.09933081208115721
diagnostic,timer_xl,17,hydraulic/permutation/replicate9,hydraulic,permutation,9,0.04852386266711607,0.09637447653547734
diagnostic,timer_xl,17,hydraulic/permutation/replicate90,hydraulic,permutation,90,0.04619298380973786,0.09091618922727301
diagnostic,timer_xl,17,hydraulic/permutation/replicate91,hydraulic,permutation,91,0.05156976846689136,0.09812915052763539
diagnostic,timer_xl,17,hydraulic/permutation/replicate92,hydraulic,permutation,92,0.05246307773673677,0.10506572599686412
diagnostic,timer_xl,17,hydraulic/permutation/replicate93,hydraulic,permutation,93,0.05133926129935065,0.09899728374786251
diagnostic,timer_xl,17,hydraulic/permutation/replicate94,hydraulic,permutation,94,0.05737588084799433,0.11311202657726273
diagnostic,timer_xl,17,hydraulic/permutation/replicate95,hydraulic,permutation,95,0.04869898331234017,0.09473285375290665
diagnostic,timer_xl,17,hydraulic/permutation/replicate96,hydraulic,permutation,96,0.04973636804994813,0.1009295451759829
diagnostic,timer_xl,17,hydraulic/permutation/replicate97,hydraulic,permutation,97,0.0480154967244804,0.0958711339219678
diagnostic,timer_xl,17,hydraulic/permutation/replicate98,hydraulic,permutation,98,0.047591455796724656,0.0920074706796484
diagnostic,timer_xl,17,hydraulic/permutation/replicate99,hydraulic,permutation,99,0.050620231555146326,0.10468617209953449
diagnostic,timer_xl,17,metropt/condition/legal_gauge_canonical_preprocessing/replicate0,metropt,legal_gauge_canonical_preprocessing,0,0.4255044381232999,0.8996536518893345
diagnostic,timer_xl,17,metropt/condition/legal_gauge_direct/replicate0,metropt,legal_gauge_direct,0,0.42896688699773805,0.9198009235840943
diagnostic,timer_xl,17,metropt/condition/reference/replicate0,metropt,reference,0,0.4255038481226594,0.8996532400236217
diagnostic,timer_xl,17,metropt/permutation/reference,metropt,reference,0,0.29208656055179216,0.6646745316099016
diagnostic,timer_xl,17,metropt/permutation/replicate0,metropt,permutation,0,0.3219835670718855,0.6678712663407268
diagnostic,timer_xl,17,metropt/permutation/replicate1,metropt,permutation,1,0.35375351773305275,0.7334262023165687
diagnostic,timer_xl,17,metropt/permutation/replicate10,metropt,permutation,10,0.3276938586899839,0.7024783636176468
diagnostic,timer_xl,17,metropt/permutation/replicate11,metropt,permutation,11,0.3649068665982891,0.7373719199646878
diagnostic,timer_xl,17,metropt/permutation/replicate12,metropt,permutation,12,0.34472413882649605,0.6839691216918051
diagnostic,timer_xl,17,metropt/permutation/replicate13,metropt,permutation,13,0.3265031652844772,0.694015285160318
diagnostic,timer_xl,17,metropt/permutation/replicate14,metropt,permutation,14,0.3261349328460048,0.7118874709297576
diagnostic,timer_xl,17,metropt/permutation/replicate15,metropt,permutation,15,0.34352636639989115,0.6701080841435566
diagnostic,timer_xl,17,metropt/permutation/replicate16,metropt,permutation,16,0.3382904292250021,0.714566497193472
diagnostic,timer_xl,17,metropt/permutation/replicate17,metropt,permutation,17,0.3436129098969458,0.6807791816788832
diagnostic,timer_xl,17,metropt/permutation/replicate18,metropt,permutation,18,0.33897361676143617,0.6878787475623049
diagnostic,timer_xl,17,metropt/permutation/replicate19,metropt,permutation,19,0.3541693452940266,0.7335149226109348
diagnostic,timer_xl,17,metropt/permutation/replicate2,metropt,permutation,2,0.35068444030154255,0.7025719949216511
diagnostic,timer_xl,17,metropt/permutation/replicate20,metropt,permutation,20,0.3719329666812631,0.7548699879956001
diagnostic,timer_xl,17,metropt/permutation/replicate21,metropt,permutation,21,0.3521468753521627,0.7158094833381514
diagnostic,timer_xl,17,metropt/permutation/replicate22,metropt,permutation,22,0.34796043528743936,0.7108312476449772
diagnostic,timer_xl,17,metropt/permutation/replicate23,metropt,permutation,23,0.3447611942811066,0.7144919438116594
diagnostic,timer_xl,17,metropt/permutation/replicate24,metropt,permutation,24,0.33876285633077374,0.6927750392923513
diagnostic,timer_xl,17,metropt/permutation/replicate25,metropt,permutation,25,0.35642207816082633,0.7296637398006827
diagnostic,timer_xl,17,metropt/permutation/replicate26,metropt,permutation,26,0.3556651425170659,0.7392918653089713
diagnostic,timer_xl,17,metropt/permutation/replicate27,metropt,permutation,27,0.3350148349028711,0.6777837133039112
diagnostic,timer_xl,17,metropt/permutation/replicate28,metropt,permutation,28,0.33704282560411647,0.6868802292019088
diagnostic,timer_xl,17,metropt/permutation/replicate29,metropt,permutation,29,0.378178138594118,0.7504664366333096
diagnostic,timer_xl,17,metropt/permutation/replicate3,metropt,permutation,3,0.3545407415833547,0.7418194288163862
diagnostic,timer_xl,17,metropt/permutation/replicate30,metropt,permutation,30,0.3521802618967271,0.7213624883928399
diagnostic,timer_xl,17,metropt/permutation/replicate31,metropt,permutation,31,0.35651130361867783,0.7231678292531548
diagnostic,timer_xl,17,metropt/permutation/replicate32,metropt,permutation,32,0.3549949362350281,0.6667609545910618
diagnostic,timer_xl,17,metropt/permutation/replicate33,metropt,permutation,33,0.3469836843738832,0.6708152790348111
