study,method,seed,identity,system,condition,replicate,sd_nmae,sd_nrmse
diagnostic,timer_xl,17,steel_industry/permutation/replicate34,steel_industry,permutation,34,0.32153534567920794,0.5366915094562832
diagnostic,timer_xl,17,steel_industry/permutation/replicate35,steel_industry,permutation,35,0.3104480423346148,0.5299594003629945
diagnostic,timer_xl,17,steel_industry/permutation/replicate36,steel_industry,permutation,36,0.3342664025312311,0.5471470830707731
diagnostic,timer_xl,17,steel_industry/permutation/replicate37,steel_industry,permutation,37,0.31290082400898067,0.5274639407762731
diagnostic,timer_xl,17,steel_industry/permutation/replicate38,steel_industry,permutation,38,0.3254814797981853,0.5444566302514731
diagnostic,timer_xl,17,steel_industry/permutation/replicate39,steel_industry,permutation,39,0.3222692322043272,0.5364365627020944
diagnostic,timer_xl,17,steel_industry/permutation/replicate4,steel_industry,permutation,4,0.30891775370602514,0.5266855242156674
diagnostic,timer_xl,17,steel_industry/permutation/replicate40,steel_industry,permutation,40,0.33054211300035446,0.5428370308440724
diagnostic,timer_xl,17,steel_industry/permutation/replicate41,steel_industry,permutation,41,0.3356791511431463,0.5523540206424276
diagnostic,timer_xl,17,steel_industry/permutation/replicate42,steel_industry,permutation,42,0.31803003710240735,0.534960029587806
diagnostic,timer_xl,17,steel_industry/permutation/replicate43,steel_industry,permutation,43,0.31650371805105204,0.5318966338228316
diagnostic,timer_xl,17,steel_industry/permutation/replicate44,steel_industry,permutation,44,0.3221913673965344,0.533330917597919
diagnostic,timer_xl,17,steel_industry/permutation/replicate45,steel_industry,permutation,45,0.33513787052854466,0.5563434731956447
diagnostic,timer_xl,17,steel_industry/permutation/replicate46,steel_industry,permutation,46,0.3271345782789057,0.5468233159417866
diagnostic,timer_xl,17,steel_industry/permutation/replicate47,steel_industry,permutation,47,0.32593725596621426,0.5445157262841474
diagnostic,timer_xl,17,steel_industry/permutation/replicate48,steel_industry,permutation,48,0.3171234992184088,0.5396224549507517
diagnostic,timer_xl,17,steel_industry/permutation/replicate49,steel_industry,permutation,49,0.321982228608395,0.5443419706415042
diagnostic,timer_xl,17,steel_industry/permutation/replicate5,steel_industry,permutation,5,0.34542297593048865,0.5657456049951172
diagnostic,timer_xl,17,steel_industry/permutation/replicate50,steel_industry,permutation,50,0.32407685401602193,0.5419519861654252
diagnostic,timer_xl,17,steel_industry/permutation/replicate51,steel_industry,permutation,51,0.3107263720129162,0.5291169993203614
diagnostic,timer_xl,17,steel_industry/permutation/replicate52,steel_industry,permutation,52,0.31556615657031334,0.5270095879270238
diagnostic,timer_xl,17,steel_industry/permutation/replicate53,steel_industry,permutation,53,0.3178496734538999,0.5328261127551494
diagnostic,timer_xl,17,steel_industry/permutation/replicate54,steel_industry,permutation,54,0.31464998161253693,0.5342013064889951
diagnostic,timer_xl,17,steel_industry/permutation/replicate55,steel_industry,permutation,55,0.32678172076861733,0.546097443543516
diagnostic,timer_xl,17,steel_industry/permutation/replicate56,steel_industry,permutation,56,0.3351552888593238,0.5467676792378645
diagnostic,timer_xl,17,steel_industry/permutation/replicate57,steel_industry,permutation,57,0.331396225054032,0.5466510017096428
diagnostic,timer_xl,17,steel_industry/permutation/replicate58,steel_industry,permutation,58,0.32290408359578604,0.5421188538851074
diagnostic,timer_xl,17,steel_industry/permutation/replicate59,steel_industry,permutation,59,0.32882728893613145,0.5496359186160177
diagnostic,timer_xl,17,steel_industry/permutation/replicate6,steel_industry,permutation,6,0.329185366279352,0.5471835753351976
diagnostic,timer_xl,17,steel_industry/permutation/replicate60,steel_industry,permutation,60,0.3148034882112679,0.5299360423010409
diagnostic,timer_xl,17,steel_industry/permutation/replicate61,steel_industry,permutation,61,0.31831501418814095,0.5327369359685389
diagnostic,timer_xl,17,steel_industry/permutation/replicate62,steel_industry,permutation,62,0.3068725379412795,0.5265621244681866
diagnostic,timer_xl,17,steel_industry/permutation/replicate63,steel_industry,permutation,63,0.31300617255542007,0.5350599584209839
diagnostic,timer_xl,17,steel_industry/permutation/replicate64,steel_industry,permutation,64,0.3135767276810381,0.5292641673438614
diagnostic,timer_xl,17,steel_industry/permutation/replicate65,steel_industry,permutation,65,0.3156182320324249,0.5332018261864508
diagnostic,timer_xl,17,steel_industry/permutation/replicate66,steel_industry,permutation,66,0.3286826194718471,0.5445805612741312
diagnostic,timer_xl,17,steel_industry/permutation/replicate67,steel_industry,permutation,67,0.3115370396548927,0.5249568252026322
diagnostic,timer_xl,17,steel_industry/permutation/replicate68,steel_industry,permutation,68,0.3260317831451114,0.5408766326882462
diagnostic,timer_xl,17,steel_industry/permutation/replicate69,steel_industry,permutation,69,0.31417507695569585,0.5305081442075263
diagnostic,timer_xl,17,steel_industry/permutation/replicate7,steel_industry,permutation,7,0.31947562933127616,0.5416727967692141
diagnostic,timer_xl,17,steel_industry/permutation/replicate70,steel_industry,permutation,70,0.3248542202874667,0.5444784209121976
diagnostic,timer_xl,17,steel_industry/permutation/replicate71,steel_industry,permutation,71,0.32170622594941783,0.5403989935340675
diagnostic,timer_xl,17,steel_industry/permutation/replicate72,steel_industry,permutation,72,0.3178533079369778,0.5428939459535058
diagnostic,timer_xl,17,steel_industry/permutation/replicate73,steel_industry,permutation,73,0.31821114181934496,0.5481786340836563
diagnostic,timer_xl,17,steel_industry/permutation/replicate74,steel_industry,permutation,74,0.31676849431342163,0.5381659828397936
diagnostic,timer_xl,17,steel_industry/permutation/replicate75,steel_industry,permutation,75,0.326968924257683,0.5403814789053781
diagnostic,timer_xl,17,steel_industry/permutation/replicate76,steel_industry,permutation,76,0.30819029179232177,0.5236087448450009
diagnostic,timer_xl,17,steel_industry/permutation/replicate77,steel_industry,permutation,77,0.32177187267027607,0.5455280112648638
diagnostic,timer_xl,17,steel_industry/permutation/replicate78,steel_industry,permutation,78,0.3326429988086983,0.5565008963732434
diagnostic,timer_xl,17,steel_industry/permutation/replicate79,steel_industry,permutation,79,0.31617856325169946,0.5331438649261846
diagnostic,timer_xl,17,steel_industry/permutation/replicate8,steel_industry,permutation,8,0.3196790122659493,0.5382059302475645
diagnostic,timer_xl,17,steel_industry/permutation/replicate80,steel_industry,permutation,80,0.31742314889125417,0.5370388395326722
diagnostic,timer_xl,17,steel_industry/permutation/replicate81,steel_industry,permutation,81,0.3276142335867449,0.5379777751984689
diagnostic,timer_xl,17,steel_industry/permutation/replicate82,steel_industry,permutation,82,0.3267716433219767,0.5413518938910042
diagnostic,timer_xl,17,steel_industry/permutation/replicate83,steel_industry,permutation,83,0.3196314456122226,0.5385395539883474
diagnostic,timer_xl,17,steel_industry/permutation/replicate84,steel_industry,permutation,84,0.30797610810131115,0.5242664506455168
diagnostic,timer_xl,17,steel_industry/permutation/replicate85,steel_industry,permutation,85,0.3228153793087365,0.5379092428323691
diagnostic,timer_xl,17,steel_industry/permutation/replicate86,steel_industry,permutation,86,0.31372516335867917,0.5278206005732694
diagnostic,timer_xl,17,steel_industry/permutation/replicate87,steel_industry,permutation,87,0.310092528255669,0.5208134928192876
diagnostic,timer_xl,17,steel_industry/permutation/replicate88,steel_industry,permutation,88,0.33876814839804237,0.5579237941780101
diagnostic,timer_xl,17,steel_industry/permutation/replicate89,steel_industry,permutation,89,0.31849132412279996,0.5406930935424847
diagnostic,timer_xl,17,steel_industry/permutation/replicate9,steel_industry,permutation,9,0.3261054716199189,0.5412128564654488
diagnostic,timer_xl,17,steel_industry/permutation/replicate90,steel_industry,permutation,90,0.30603928892372245,0.5205489680985785
diagnostic,timer_xl,17,steel_industry/permutation/replicate91,steel_industry,permutation,91,0.3216460086521036,0.5359428356112106
diagnostic,timer_xl,17,steel_industry/permutation/replicate92,steel_industry,permutation,92,0.31850950347880397,0.5314446185969778
diagnostic,timer_xl,17,steel_industry/permutation/replicate93,steel_industry,permutation,93,0.3231602123339634,0.54183134638888
diagnostic,timer_xl,17,steel_industry/permutation/replicate94,steel_industry,permutation,94,0.32229709316245425,0.5444348203265262
diagnostic,timer_xl,17,steel_industry/permutation/replicate95,steel_industry,permutation,95,0.32008100219253804,0.5388456457964133
diagnostic,timer_xl,17,steel_industry/permutation/replicate96,steel_industry,permutation,96,0.3359148520016232,0.5498221846217196
diagnostic,timer_xl,17,steel_industry/permutation/replicate97,steel_industry,permutation,97,0.3132185162936183,0.5337015423143956
diagnostic,timer_xl,17,steel_industry/permutation/replicate98,steel_industry,permutation,98,0.31549984621607796,0.5367277796059918
diagnostic,timer_xl,17,steel_industry/permutation/replicate99,steel_industry,permutation,99,0.3125346734878208,0.5340650470364716
diagnostic,gtm,17,building_energy/condition/legal_gauge_canonical_preprocessing/replicate0,building_energy,legal_gauge_canonical_preprocessing,0,0.33372694055133784,0.5712058398626303
diagnostic,gtm,17,building_energy/condition/legal_gauge_direct/replicate0,building_energy,legal_gauge_direct,0,0.388371788180831,0.5930876273050731
diagnostic,gtm,17,building_energy/condition/reference/replicate0,building_energy,reference,0,0.3337268742531632,0.5712056395221762
diagnostic,gtm,17,building_energy/permutation/reference,building_energy,reference,0,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate0,building_energy,permutation,0,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate1,building_energy,permutation,1,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate10,building_energy,permutation,10,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate11,building_energy,permutation,11,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate12,building_energy,permutation,12,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate13,building_energy,permutation,13,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate14,building_energy,permutation,14,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate15,building_energy,permutation,15,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate16,building_energy,permutation,16,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate17,building_energy,permutation,17,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate18,building_energy,permutation,18,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate19,building_energy,permutation,19,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate2,building_energy,permutation,2,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate20,building_energy,permutation,20,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate21,building_energy,permutation,21,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate22,building_energy,permutation,22,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate23,building_energy,permutation,23,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate24,building_energy,permutation,24,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate25,building_energy,permutation,25,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate26,building_energy,permutation,26,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate27,building_energy,permutation,27,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate28,building_energy,permutation,28,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate29,building_energy,permutation,29,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate3,building_energy,permutation,3,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate30,building_energy,permutation,30,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate31,building_energy,permutation,31,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate32,building_energy,permutation,32,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate33,building_energy,permutation,33,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate34,building_energy,permutation,34,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate35,building_energy,permutation,35,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate36,building_energy,permutation,36,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate37,building_energy,permutation,37,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate38,building_energy,permutation,38,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate39,building_energy,permutation,39,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate4,building_energy,permutation,4,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate40,building_energy,permutation,40,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate41,building_energy,permutation,41,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate42,building_energy,permutation,42,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate43,building_energy,permutation,43,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate44,building_energy,permutation,44,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate45,building_energy,permutation,45,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate46,building_energy,permutation,46,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate47,building_energy,permutation,47,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate48,building_energy,permutation,48,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate49,building_energy,permutation,49,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate5,building_energy,permutation,5,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate50,building_energy,permutation,50,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate51,building_energy,permutation,51,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate52,building_energy,permutation,52,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate53,building_energy,permutation,53,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate54,building_energy,permutation,54,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate55,building_energy,permutation,55,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate56,building_energy,permutation,56,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate57,building_energy,permutation,57,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate58,building_energy,permutation,58,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate59,building_energy,permutation,59,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate6,building_energy,permutation,6,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate60,building_energy,permutation,60,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate61,building_energy,permutation,61,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate62,building_energy,permutation,62,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate63,building_energy,permutation,63,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate64,building_energy,permutation,64,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate65,building_energy,permutation,65,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate66,building_energy,permutation,66,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate67,building_energy,permutation,67,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate68,building_energy,permutation,68,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate69,building_energy,permutation,69,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate7,building_energy,permutation,7,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate70,building_energy,permutation,70,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate71,building_energy,permutation,71,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate72,building_energy,permutation,72,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate73,building_energy,permutation,73,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate74,building_energy,permutation,74,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate75,building_energy,permutation,75,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate76,building_energy,permutation,76,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate77,building_energy,permutation,77,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate78,building_energy,permutation,78,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate79,building_energy,permutation,79,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate8,building_energy,permutation,8,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate80,building_energy,permutation,80,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate81,building_energy,permutation,81,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate82,building_energy,permutation,82,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate83,building_energy,permutation,83,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate84,building_energy,permutation,84,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate85,building_energy,permutation,85,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate86,building_energy,permutation,86,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate87,building_energy,permutation,87,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate88,building_energy,permutation,88,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate89,building_energy,permutation,89,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate9,building_energy,permutation,9,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate90,building_energy,permutation,90,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate91,building_energy,permutation,91,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate92,building_energy,permutation,92,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate93,building_energy,permutation,93,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate94,building_energy,permutation,94,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate95,building_energy,permutation,95,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate96,building_energy,permutation,96,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate97,building_energy,permutation,97,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate98,building_energy,permutation,98,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,building_energy/permutation/replicate99,building_energy,permutation,99,0.33351511671250733,0.5432853872942882
diagnostic,gtm,17,hydraulic/condition/legal_gauge_canonical_preprocessing/replicate0,hydraulic,legal_gauge_canonical_preprocessing,0,0.048786540546154604,0.09344238749742145
diagnostic,gtm,17,hydraulic/condition/legal_gauge_direct/replicate0,hydraulic,legal_gauge_direct,0,14.868155706947512,15.670048978270422
diagnostic,gtm,17,hydraulic/condition/reference/replicate0,hydraulic,reference,0,0.048786691267469075,0.09344282396921838
diagnostic,gtm,17,hydraulic/permutation/reference,hydraulic,reference,0,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate0,hydraulic,permutation,0,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate1,hydraulic,permutation,1,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate10,hydraulic,permutation,10,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate11,hydraulic,permutation,11,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate12,hydraulic,permutation,12,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate13,hydraulic,permutation,13,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate14,hydraulic,permutation,14,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate15,hydraulic,permutation,15,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate16,hydraulic,permutation,16,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate17,hydraulic,permutation,17,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate18,hydraulic,permutation,18,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate19,hydraulic,permutation,19,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate2,hydraulic,permutation,2,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate20,hydraulic,permutation,20,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate21,hydraulic,permutation,21,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate22,hydraulic,permutation,22,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate23,hydraulic,permutation,23,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate24,hydraulic,permutation,24,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate25,hydraulic,permutation,25,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate26,hydraulic,permutation,26,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate27,hydraulic,permutation,27,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate28,hydraulic,permutation,28,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate29,hydraulic,permutation,29,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate3,hydraulic,permutation,3,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate30,hydraulic,permutation,30,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate31,hydraulic,permutation,31,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate32,hydraulic,permutation,32,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate33,hydraulic,permutation,33,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate34,hydraulic,permutation,34,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate35,hydraulic,permutation,35,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate36,hydraulic,permutation,36,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate37,hydraulic,permutation,37,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate38,hydraulic,permutation,38,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate39,hydraulic,permutation,39,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate4,hydraulic,permutation,4,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate40,hydraulic,permutation,40,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate41,hydraulic,permutation,41,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate42,hydraulic,permutation,42,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate43,hydraulic,permutation,43,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate44,hydraulic,permutation,44,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate45,hydraulic,permutation,45,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate46,hydraulic,permutation,46,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate47,hydraulic,permutation,47,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate48,hydraulic,permutation,48,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate49,hydraulic,permutation,49,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate5,hydraulic,permutation,5,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate50,hydraulic,permutation,50,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate51,hydraulic,permutation,51,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate52,hydraulic,permutation,52,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate53,hydraulic,permutation,53,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate54,hydraulic,permutation,54,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate55,hydraulic,permutation,55,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate56,hydraulic,permutation,56,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate57,hydraulic,permutation,57,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate58,hydraulic,permutation,58,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate59,hydraulic,permutation,59,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate6,hydraulic,permutation,6,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate60,hydraulic,permutation,60,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate61,hydraulic,permutation,61,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate62,hydraulic,permutation,62,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate63,hydraulic,permutation,63,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate64,hydraulic,permutation,64,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate65,hydraulic,permutation,65,0.046421227278171495,0.10838965830724044
diagnostic,gtm,17,hydraulic/permutation/replicate66,hydraulic,permutation,66,0.046421227278171495,0.10838965830724044
