regime,system,seed,block,elements_per_channel,gaugeformer_v13,moirai,gain
few1,metropt,43,metropt:segment-315:day-0,8544,0.46947652633171005,0.48222033552885524,0.012743809197145184
few1,metropt,43,metropt:segment-315:day-1,6768,0.5181951189570928,0.5282803072409112,0.010085188283818436
few1,metropt,43,metropt:segment-316:day-0,408,0.20319240706922706,0.20799345224228497,0.004801045173057905
few1,metropt,43,metropt:segment-318:day-0,6048,0.4802865295064154,0.48310439549189876,0.0028178659854833366
few1,metropt,43,metropt:segment-319:day-0,8544,0.47598063227462195,0.48181259794615355,0.005831965671531603
few1,metropt,43,metropt:segment-319:day-1,168,0.4674084531851202,0.46688707083595055,-0.0005213823491696523
few1,metropt,43,metropt:segment-320:day-0,8544,0.48762184481834686,0.49335921155869317,0.005737366740346306
few1,metropt,43,metropt:segment-320:day-1,3480,0.4896072407009499,0.49300733652682194,0.0034000958258720293
few1,metropt,43,metropt:segment-321:day-0,4800,0.45955919517829236,0.47562984983222795,0.01607065465393559
few1,metropt,43,metropt:segment-322:day-0,5232,0.4903616374534036,0.48946721935805365,-0.0008944180953499581
few1,metropt,43,metropt:segment-323:day-0,264,0.4357792022129205,0.4201324507369876,-0.01564675147593292
few1,metropt,43,metropt:segment-325:day-0,8544,0.496969433238674,0.5076075007485616,0.010638067509887661
few1,metropt,43,metropt:segment-325:day-1,8496,0.5343174263139119,0.5404899224051506,0.006172496091238711
few1,metropt,43,metropt:segment-326:day-0,2856,0.5265823457557363,0.531919784884545,0.005337439128808796
few1,metropt,43,metropt:segment-327:day-0,504,0.49427080209169644,0.5037991669996779,0.009528364907981424
few1,metropt,43,metropt:segment-328:day-0,2040,0.5419958209287304,0.5507218314229154,0.008726010494184977
few1,metropt,43,metropt:segment-329:day-0,8544,0.5185663283153917,0.5260475206190107,0.007481192303618989
few1,metropt,43,metropt:segment-329:day-1,1632,0.4763167188399912,0.4747065703120107,-0.001610148527980526
few1,metropt,43,metropt:segment-330:day-0,6120,0.579855197903887,0.585003694697612,0.005148496793725088
few1,metropt,43,metropt:segment-331:day-0,4920,0.5215881015963592,0.5207646660839775,-0.0008234355123816206
few1,metropt,43,metropt:segment-332:day-0,2736,0.5677074362829913,0.5746217768726618,0.006914340589670553
few1,metropt,43,metropt:segment-333:day-0,168,0.36572540610779153,0.37733101387740525,0.011605607769613724
few1,metropt,43,metropt:segment-334:day-0,6480,0.5130394633569064,0.5275864244547401,0.01454696109783371
few1,metropt,43,metropt:segment-335:day-0,6096,0.5260920885227047,0.5335845648011693,0.00749247627846461
few1,metropt,43,metropt:segment-336:day-0,5928,0.5484573102118143,0.550138120359744,0.0016808101479296456
few1,metropt,43,metropt:segment-337:day-0,2184,0.4619993097693971,0.4603938132793353,-0.0016054964900618085
few1,metropt,43,metropt:segment-338:day-0,216,0.506348022379486,0.503703794635262,-0.0026442277442239037
few1,metropt,43,metropt:segment-339:day-0,3936,0.4577234126026741,0.4669328832308212,0.009209470628147143
few1,metropt,43,metropt:segment-340:day-0,168,0.6928018809914274,0.6652244486411879,-0.02757743235023946
few1,metropt,43,metropt:segment-341:day-0,1512,0.502181347799164,0.4977243810955962,-0.004456966703567822
few1,metropt,43,metropt:segment-342:day-0,7608,0.6006974059460451,0.6043732306509665,0.0036758247049213377
few1,metropt,43,metropt:segment-343:day-0,1128,0.7148861297577511,0.7204564049198137,0.0055702751620625435
few1,metropt,43,metropt:segment-344:day-0,144,0.4740899648569336,0.4824724282727072,0.008382463415773589
few1,metropt,43,metropt:segment-345:day-0,5088,0.5517338047538595,0.5621648949333226,0.010431090179463087
few1,metropt,43,metropt:segment-346:day-0,408,0.38872365616738047,0.40712021845934937,0.0183965622919689
few1,metropt,43,metropt:segment-347:day-0,7272,0.5544169080070249,0.5650643456297096,0.010647437622684719
few1,metropt,43,metropt:segment-348:day-0,6672,0.5359260829620317,0.5429346175928379,0.007008534630806196
few1,metropt,43,metropt:segment-349:day-0,8544,0.6346149517523086,0.6382815190165915,0.0036665672642828273
few1,metropt,43,metropt:segment-349:day-1,1872,0.6970201358932727,0.6951045603414782,-0.0019155755517945572
few1,metropt,43,metropt:segment-351:day-0,6528,0.5763403575891611,0.5833748648977899,0.007034507308628757
few1,metropt,43,metropt:segment-353:day-0,8544,0.4987850798811863,0.5107577165540372,0.011972636672850923
few1,metropt,43,metropt:segment-353:day-1,6504,0.5472022145857626,0.5507892282241504,0.0035870136383878704
few1,metropt,43,metropt:segment-355:day-0,8088,0.581643415372152,0.5899325620766463,0.008289146704494321
few1,metropt,43,metropt:segment-356:day-0,168,0.45658903424750524,0.480652729557559,0.024063695310053757
few1,metropt,43,metropt:segment-358:day-0,6936,0.6284235427786664,0.6294173620266442,0.0009938192479778118
few1,metropt,43,metropt:segment-359:day-0,7176,0.5797595605481878,0.5850369402833879,0.0052773797352001495
few1,metropt,43,metropt:segment-360:day-0,1632,0.47670697113446664,0.49242198084397565,0.01571500970950901
few1,metropt,43,metropt:segment-361:day-0,4824,0.5816368199953902,0.5904141873901646,0.008777367394774416
few1,metropt,43,metropt:segment-84:day-1,3864,0.4461726887919358,0.46608267928500113,0.019909990493065355
few1,metropt,43,metropt:segment-84:day-2,840,0.4778129353198842,0.4906923829403243,0.012879447620440077
few1,metropt,43,metropt:segment-85:day-0,456,0.39163836038200417,0.39081368968789654,-0.000824670694107632
few1,metropt,43,metropt:segment-86:day-0,480,0.4162188324541519,0.43308809152039085,0.01686925906623893
few1,metropt,43,metropt:segment-87:day-0,3816,0.45230992757951444,0.4694419665243852,0.017132038944870753
few1,metropt,43,metropt:segment-88:day-0,5928,0.39180051061427557,0.4050428572183627,0.01324234660408713
few1,metropt,43,metropt:segment-89:day-0,8544,0.4074382373377744,0.4194701547005396,0.01203191736276521
few1,metropt,43,metropt:segment-89:day-1,8640,0.4348829759186415,0.4472071677162039,0.01232419179756239
few1,metropt,43,metropt:segment-89:day-2,1944,0.40774098130405745,0.4192103058958163,0.011469324591758867
few1,metropt,43,metropt:segment-90:day-0,648,0.2592609925017825,0.26768558268679915,0.008424590185016678
few1,metropt,43,metropt:segment-91:day-0,2280,0.7756426003316287,0.7821436022451028,0.006501001913474136
few1,metropt,43,metropt:segment-92:day-0,2352,0.6874089099793039,0.6837778173125368,-0.0036310926667670884
few1,metropt,43,metropt:segment-93:day-0,504,0.3003375368128732,0.3180503913010298,0.017712854488156626
few1,metropt,43,metropt:segment-94:day-0,1536,0.4377249492220382,0.4445893482857685,0.00686439906373032
few1,metropt,43,metropt:segment-95:day-0,48,0.05308141917491813,0.05870348221619147,0.0056220630412733355
few1,metropt,43,metropt:segment-98:day-0,192,0.5812614823136634,0.627625107304496,0.046363624990832686
few1,metropt,43,metropt:segment-99:day-0,1008,0.40416010680205056,0.40203837384697666,-0.002121732955073896
few1,metropt,71,metropt:segment-100:day-0,288,0.3910734185394787,0.39487930559483153,0.0038058870553528412
few1,metropt,71,metropt:segment-101:day-0,72,0.18497339651176153,0.18709205788394476,0.0021186613721832226
few1,metropt,71,metropt:segment-102:day-0,912,0.3430147767361745,0.3534540922463484,0.010439315510173908
few1,metropt,71,metropt:segment-104:day-0,8160,0.39762289403329537,0.4029275992359414,0.005304705202646032
few1,metropt,71,metropt:segment-107:day-0,8544,0.3298980302702397,0.34193184942808363,0.012033819157843961
few1,metropt,71,metropt:segment-107:day-1,7176,0.4305793556775016,0.44555252176139926,0.014973166083897649
few1,metropt,71,metropt:segment-109:day-0,6960,0.46031139315656194,0.4690816704376675,0.008770277281105576
few1,metropt,71,metropt:segment-111:day-0,7272,0.32729080229934027,0.33474801855675956,0.007457216257419297
few1,metropt,71,metropt:segment-112:day-0,1992,0.3687671922435509,0.3783414560038491,0.009574263760298185
few1,metropt,71,metropt:segment-114:day-0,840,0.19907825965907594,0.206715477371938,0.007637217712862049
few1,metropt,71,metropt:segment-116:day-0,6168,0.3053169783705517,0.31453708286517174,0.009220104494620018
few1,metropt,71,metropt:segment-118:day-0,8448,0.37709119830572074,0.38971758289143477,0.012626384585714023
few1,metropt,71,metropt:segment-120:day-0,7896,0.4072226697327409,0.42015001199216134,0.012927342259420438
few1,metropt,71,metropt:segment-122:day-0,6072,0.08529069703621718,0.08808080829941459,0.002790111263197406
few1,metropt,71,metropt:segment-123:day-0,8544,0.22206276707548186,0.22445272337475766,0.0023899562992757972
few1,metropt,71,metropt:segment-123:day-1,672,0.37031583610714197,0.38516064505080366,0.014844808943661691
few1,metropt,71,metropt:segment-125:day-0,8544,0.44399235540651943,0.45700139188982375,0.013009036483304315
few1,metropt,71,metropt:segment-125:day-1,6984,0.04598174385392843,0.046795888413139586,0.0008141445592111524
few1,metropt,71,metropt:segment-126:day-0,24,0.055099074599503826,0.06203154464393513,0.006932470044431302
few1,metropt,71,metropt:segment-128:day-0,192,0.2814193492579499,0.2945189976402648,0.013099648382314866
few1,metropt,71,metropt:segment-129:day-0,5856,0.3533657697005799,0.362063678866632,0.008697909166052065
few1,metropt,71,metropt:segment-130:day-0,48,0.04165395021164116,0.04557786351377206,0.003923913302130905
few1,metropt,71,metropt:segment-131:day-0,8232,0.367298162311625,0.3797605327109448,0.0124623703993198
few1,metropt,71,metropt:segment-132:day-0,7200,0.34661070251674503,0.3537159498187509,0.007105247302005846
few1,metropt,71,metropt:segment-133:day-0,8544,0.32554821125459493,0.33507385600295736,0.009525644748362427
few1,metropt,71,metropt:segment-133:day-1,24,0.026549538319445155,0.026508525948533788,-4.1012370911367585e-05
few1,metropt,71,metropt:segment-135:day-0,6384,0.3939598572106152,0.40999513343903926,0.016035276228424045
few1,metropt,71,metropt:segment-136:day-0,168,0.34218733174627847,0.3425257467960627,0.0003384150497842131
few1,metropt,71,metropt:segment-137:day-0,6696,0.37105817801469415,0.38176432916871095,0.010706151154016796
few1,metropt,71,metropt:segment-138:day-0,24,0.061199304504248445,0.06798831040634082,0.006789005902092374
few1,metropt,71,metropt:segment-139:day-0,8016,0.4270297251429983,0.4402701820201217,0.013240456877123385
few1,metropt,71,metropt:segment-141:day-0,3048,0.3413084611214167,0.348100622234662,0.006792161113245265
few1,metropt,71,metropt:segment-142:day-0,312,0.45385609764685997,0.4639679743297244,0.010111876682864451
few1,metropt,71,metropt:segment-146:day-0,3936,0.41932420683382954,0.43390038954567517,0.014576182711845631
few1,metropt,71,metropt:segment-148:day-0,8544,0.4774991588175575,0.48254950124041557,0.005050342422858067
few1,metropt,71,metropt:segment-148:day-1,5592,0.40180860260020024,0.41461349727067337,0.012804894670473133
few1,metropt,71,metropt:segment-150:day-0,7200,0.3571672564354767,0.36742434056624473,0.010257084130768035
few1,metropt,71,metropt:segment-152:day-0,7248,0.3249584796827067,0.3339692600475898,0.00901078036488312
few1,metropt,71,metropt:segment-154:day-0,7800,0.3430507922107542,0.35337057884654416,0.010319786635789974
few1,metropt,71,metropt:segment-156:day-0,7872,0.3351471311872462,0.3454544666694891,0.010307335482242885
few1,metropt,71,metropt:segment-158:day-0,7992,0.35353233773924714,0.3628440268890108,0.009311689149763658
few1,metropt,71,metropt:segment-160:day-0,7296,0.3778030066738487,0.3871459542041702,0.0093429475303215
few1,metropt,71,metropt:segment-161:day-0,72,0.041161628729233186,0.04316954696015511,0.002007918230921925
few1,metropt,71,metropt:segment-162:day-0,48,0.34007617673317797,0.3710660986420365,0.03098992190885852
few1,metropt,71,metropt:segment-163:day-0,6768,0.3188821971939678,0.3295915708322221,0.010709373638254305
few1,metropt,71,metropt:segment-164:day-0,312,0.21855449915633055,0.2231829207484357,0.004628421592105164
few1,metropt,71,metropt:segment-165:day-0,8544,0.29975148329661033,0.30660735712231546,0.006855873825705128
few1,metropt,71,metropt:segment-165:day-1,8640,0.2947219880065144,0.30676505437152135,0.01204306636500696
few1,metropt,71,metropt:segment-165:day-2,264,0.2259171559752798,0.22719662707473268,0.0012794710994528669
few1,metropt,71,metropt:segment-167:day-0,5496,0.31132545739832984,0.3206844019993908,0.009358944601060959
few1,metropt,71,metropt:segment-168:day-0,216,0.2841071506550361,0.2890796904273234,0.004972539772287288
few1,metropt,71,metropt:segment-169:day-0,7056,0.31297567000364196,0.31918461977219265,0.006208949768550687
few1,metropt,71,metropt:segment-170:day-0,408,0.34907227489244974,0.35305185757147195,0.003979582679022209
few1,metropt,71,metropt:segment-171:day-0,744,0.3517825492232241,0.3691294364146685,0.017346887191444393
few1,metropt,71,metropt:segment-172:day-0,8352,0.37667918661264654,0.38888171182573317,0.012202525213086624
few1,metropt,71,metropt:segment-174:day-0,2496,0.860565695675905,0.8808991755752278,0.02033347989932277
few1,metropt,71,metropt:segment-175:day-0,48,0.28864042145143687,0.2966267039082461,0.007986282456809213
few1,metropt,71,metropt:segment-176:day-0,6840,0.730378522881329,0.7379471354198021,0.007568612538473074
few1,metropt,71,metropt:segment-177:day-0,1512,0.7066944301236321,0.7125061935853311,0.005811763461698982
few1,metropt,71,metropt:segment-178:day-0,48,1.2678035783848525,1.2905695128977734,0.02276593451292097
few1,metropt,71,metropt:segment-179:day-0,456,0.27973135751953104,0.28515121455692194,0.005419857037390896
few1,metropt,71,metropt:segment-180:day-0,8544,0.5447411682360392,0.5516987672358455,0.006957598999806303
few1,metropt,71,metropt:segment-180:day-1,5088,0.1971409683888899,0.20232519733282225,0.005184228943932362
few1,metropt,71,metropt:segment-181:day-0,168,0.7497207776349702,0.7603155140630953,0.010594736428125029
few1,metropt,71,metropt:segment-182:day-0,4752,0.7169420525932405,0.7227992221790603,0.0058571695858198325
few1,metropt,71,metropt:segment-183:day-0,8544,0.7247579189715244,0.7264622645593407,0.0017043455878162916
few1,metropt,71,metropt:segment-183:day-1,216,0.7993962704815952,0.7905056023757251,-0.008890668105870136
few1,metropt,71,metropt:segment-185:day-0,8328,0.70536302878503,0.7109713656296928,0.005608336844662776
few1,metropt,71,metropt:segment-186:day-0,96,0.6749398247623827,0.6890411470488031,0.01410132228642047
few1,metropt,71,metropt:segment-187:day-0,6744,0.6783767236757062,0.6802187588054026,0.0018420351296963844
few1,metropt,71,metropt:segment-189:day-0,8544,0.08827564518440864,0.08879119895137243,0.0005155537669637861
few1,metropt,71,metropt:segment-189:day-1,1008,8.127686545520123e-08,1.5580016947996774e-07,7.45233040247665e-08
few1,metropt,71,metropt:segment-190:day-0,3864,8.194186147358458e-08,1.5712304980334674e-07,7.518118832976215e-08
few1,metropt,71,metropt:segment-192:day-0,7488,0.6088690483296265,0.612945712482916,0.004076664153289444
few1,metropt,71,metropt:segment-193:day-0,96,0.6380135200224887,0.6311172470598122,-0.006896272962676475
few1,metropt,71,metropt:segment-195:day-0,8544,0.4665058836021168,0.48186815047676596,0.015362266874649144
few1,metropt,71,metropt:segment-195:day-1,1224,0.4372818131998263,0.45238772147209133,0.015105908272265045
few1,metropt,71,metropt:segment-196:day-0,5832,0.4859498649698395,0.49575213198271667,0.009802267012877175
few1,metropt,71,metropt:segment-198:day-0,6912,0.47496561633673345,0.48600882286517993,0.011043206528446481
few1,metropt,71,metropt:segment-199:day-0,8544,0.5009273500167841,0.5150909228890547,0.014163572872270547
few1,metropt,71,metropt:segment-199:day-1,1992,0.4157704404930727,0.4269606172758685,0.011190176782795769
few1,metropt,71,metropt:segment-200:day-0,288,0.5092498104889013,0.5211105663583285,0.011860755869427253
few1,metropt,71,metropt:segment-201:day-0,984,0.42536940142594876,0.44283674124841277,0.017467339822464012
few1,metropt,71,metropt:segment-202:day-0,288,0.06446438211389523,0.06669175515651389,0.0022273730426186633
few1,metropt,71,metropt:segment-203:day-0,480,0.3697067187993975,0.37479301174557705,0.005086292946179571
few1,metropt,71,metropt:segment-204:day-0,7440,0.48209397198387716,0.4992541078051426,0.017160135821265465
few1,metropt,71,metropt:segment-205:day-0,8544,0.4568274243685911,0.46514546474095964,0.008318040372368551
few1,metropt,71,metropt:segment-205:day-1,8640,0.37172739715556263,0.37982525589190164,0.008097858736339003
few1,metropt,71,metropt:segment-205:day-2,6888,0.20712773676024657,0.20859250714681207,0.001464770386565506
few1,metropt,71,metropt:segment-206:day-0,2256,0.1881878906993597,0.18934578504417382,0.0011578943448141144
few1,metropt,71,metropt:segment-207:day-0,3960,0.17415806432832914,0.17509064647160086,0.0009325821432717152
few1,metropt,71,metropt:segment-208:day-0,384,0.24991997572928076,0.2651528390775319,0.015232863348251136
few1,metropt,71,metropt:segment-209:day-0,8544,0.5420743812467284,0.5449273540741408,0.002852972827412481
few1,metropt,71,metropt:segment-209:day-1,2376,0.5176411959305416,0.525700729731098,0.008059533800556462
few1,metropt,71,metropt:segment-210:day-0,5400,0.5365950675107326,0.5422905910405138,0.005695523529781199
few1,metropt,71,metropt:segment-211:day-0,2304,0.5217474430059902,0.5270709271392116,0.005323484133221368
few1,metropt,71,metropt:segment-212:day-0,912,0.5167702311960106,0.5218364770532238,0.0050662458572131586
few1,metropt,71,metropt:segment-213:day-0,504,0.5354292367574047,0.5433931669529962,0.007963930195591495
few1,metropt,71,metropt:segment-214:day-0,6672,0.524607283352997,0.5314734030767502,0.006866119723753172
few1,metropt,71,metropt:segment-215:day-0,4776,0.025530463778827735,0.028031471458367922,0.0025010076795401875
few1,metropt,71,metropt:segment-217:day-0,8544,0.6211830295321724,0.6201317716379778,-0.0010512578941945794
few1,metropt,71,metropt:segment-217:day-1,8640,0.5169480267626129,0.5292407051396332,0.012292678377020305
few1,metropt,71,metropt:segment-217:day-2,2448,0.6373204955335521,0.6397682988889561,0.0024478033554040657
few1,metropt,71,metropt:segment-218:day-0,8544,0.5319178008158845,0.5368529791643384,0.004935178348453917
few1,metropt,71,metropt:segment-218:day-1,6888,0.5483905023091108,0.5507046099700628,0.0023141076609519695
few1,metropt,71,metropt:segment-219:day-0,4488,0.6501435024359826,0.6488814402423545,-0.0012620621936281218
few1,metropt,71,metropt:segment-220:day-0,1368,0.6473782011251268,0.6436718162291156,-0.003706384896011161
few1,metropt,71,metropt:segment-222:day-0,72,0.9043938617471674,0.9097804752371369,0.005386613489969494
few1,metropt,71,metropt:segment-223:day-0,2736,0.8242400788215107,0.8262929072394283,0.0020528284179175404
few1,metropt,71,metropt:segment-224:day-0,8544,0.7673859994240563,0.7706577854339497,0.003271786009893418
few1,metropt,71,metropt:segment-224:day-1,4080,0.6366507585344022,0.6370306025683419,0.00037984403393964694
few1,metropt,71,metropt:segment-225:day-0,120,0.5677228728574633,0.5791191397883596,0.011396266930896348
few1,metropt,71,metropt:segment-226:day-0,8352,0.6318412820230128,0.6327266359115109,0.000885353888498086
few1,metropt,71,metropt:segment-227:day-0,144,0.6195857784794437,0.608176973754157,-0.011408804725286714
few1,metropt,71,metropt:segment-228:day-0,456,0.5398979696574243,0.5382327225913329,-0.001665247066091391
few1,metropt,71,metropt:segment-229:day-0,6312,0.5340898629123516,0.5371742911062833,0.003084428193931732
few1,metropt,71,metropt:segment-230:day-0,48,0.8542799959976699,0.8849110031308189,0.030631007133149035
few1,metropt,71,metropt:segment-231:day-0,1800,0.5140127693143456,0.5195885360456274,0.005575766731281795
few1,metropt,71,metropt:segment-232:day-0,5976,0.22287241931775775,0.22933373922029607,0.006461319902538315
few1,metropt,71,metropt:segment-233:day-0,8544,7.361050337790673e-08,1.4724926225428717e-07,7.363875887638044e-08
few1,metropt,71,metropt:segment-233:day-1,6336,7.372534859617441e-08,1.47444771231339e-07,7.371942263516458e-08
few1,metropt,71,metropt:segment-234:day-0,2376,0.5363777869398668,0.5468865241056625,0.0105087371657957
few1,metropt,71,metropt:segment-235:day-0,5472,0.4933636458651432,0.5019332150201004,0.008569569154957157
few1,metropt,71,metropt:segment-236:day-0,8544,0.5213693851636074,0.5292240113034932,0.007854626139885745
few1,metropt,71,metropt:segment-236:day-1,1680,0.49984793888342377,0.5016720493087917,0.001824110425367953
few1,metropt,71,metropt:segment-238:day-0,48,0.13258256897695087,0.13523874116192322,0.002656172184972355
few1,metropt,71,metropt:segment-239:day-0,1656,0.5278625822619413,0.5389669161392242,0.011104333877282935
few1,metropt,71,metropt:segment-240:day-0,7512,0.5413695116600087,0.5512896801013323,0.009920168441323596
few1,metropt,71,metropt:segment-241:day-0,8544,0.5088104457867538,0.5161145017596632,0.007304055972909396
few1,metropt,71,metropt:segment-241:day-1,8640,0.5060165256182166,0.5097575947511367,0.0037410691329200496
few1,metropt,71,metropt:segment-241:day-2,8640,0.600172086999331,0.6074117868185617,0.007239699819230672
few1,metropt,71,metropt:segment-241:day-3,48,0.8409170253325812,0.8243737789626006,-0.016543246369980613
few1,metropt,71,metropt:segment-248:day-0,8112,0.4931548176807715,0.502718785639508,0.009563967958736486
few1,metropt,71,metropt:segment-249:day-0,4248,0.4966763232189404,0.5084133509962595,0.011737027777319109
few1,metropt,71,metropt:segment-250:day-0,8544,0.5156056064636484,0.5179826430033134,0.002377036539665034
few1,metropt,71,metropt:segment-250:day-1,6264,0.5410113348093486,0.5418229541653606,0.0008116193560120388
few1,metropt,71,metropt:segment-251:day-0,72,0.5808337513089546,0.5944508043223303,0.01361705301337568
few1,metropt,71,metropt:segment-252:day-0,5616,0.7087855645480315,0.7110270144320415,0.002241449884009983
few1,metropt,71,metropt:segment-255:day-0,360,0.5379649357075624,0.5413722209108833,0.003407285203320898
few1,metropt,71,metropt:segment-256:day-0,336,0.5424582515634188,0.548938323614094,0.006480072050675245
few1,metropt,71,metropt:segment-257:day-0,216,0.6557703618436668,0.6451255808052329,-0.010644781038433915
few1,metropt,71,metropt:segment-258:day-0,2616,0.7875916343446414,0.7906369664277789,0.0030453320831375086
few1,metropt,71,metropt:segment-259:day-0,7536,0.6348989008255705,0.6348195708959272,-7.932992964332364e-05
few1,metropt,71,metropt:segment-260:day-0,312,0.5841509858404833,0.5976858828215617,0.013534896981078348
few1,metropt,71,metropt:segment-261:day-0,6768,0.6768810599886061,0.680315842377753,0.003434782389146851
few1,metropt,71,metropt:segment-262:day-0,192,0.6346978398507475,0.6377265412279411,0.0030287013771936877
few1,metropt,71,metropt:segment-264:day-0,4920,0.6380814234948246,0.6384742561826414,0.00039283268781686864
few1,metropt,71,metropt:segment-266:day-0,5472,0.661184330166476,0.6611414977144038,-4.283245207226116e-05
few1,metropt,71,metropt:segment-267:day-0,4032,0.7251501219344308,0.729899505530386,0.0047493835959551145
few1,metropt,71,metropt:segment-268:day-0,192,0.37786882769042884,0.38789609219169136,0.010027264501262512
few1,metropt,71,metropt:segment-269:day-0,1992,0.44650101143326376,0.46275722522606616,0.0162562137928024
few1,metropt,71,metropt:segment-271:day-0,3408,0.45577658758622824,0.46522815810122425,0.00945157051499601
few1,metropt,71,metropt:segment-272:day-0,7128,0.9172384061198751,0.9069687669218476,-0.01026963919802748
few1,metropt,71,metropt:segment-273:day-0,2184,0.66839341794731,0.6690651682255156,0.0006717502782056517
few1,metropt,71,metropt:segment-274:day-0,936,0.5002965900582738,0.48882688456827134,-0.011469705490002424
few1,metropt,71,metropt:segment-275:day-0,4512,0.5249257143871278,0.5291645016162231,0.00423878722909532
few1,metropt,71,metropt:segment-276:day-0,24,0.0944663630526875,0.12429774630113248,0.029831383248444976
few1,metropt,71,metropt:segment-277:day-0,3048,0.8510193228097261,0.8565515958618034,0.005532273052077263
few1,metropt,71,metropt:segment-281:day-0,168,0.03500905169279338,0.03516911100517562,0.0001600593123822422
few1,metropt,71,metropt:segment-282:day-0,960,0.5920151230302159,0.5993777555239819,0.007362632493766008
few1,metropt,71,metropt:segment-283:day-0,2112,0.5338787192617401,0.5364298498624217,0.0025511306006815726
few1,metropt,71,metropt:segment-285:day-0,7176,0.5659724244580914,0.5728311399835285,0.0068587155254371535
few1,metropt,71,metropt:segment-286:day-0,4872,0.4994302975921571,0.5036775265129015,0.004247228920744417
few1,metropt,71,metropt:segment-287:day-0,2904,0.5048974495058869,0.5080874304972799,0.0031899809913930044
few1,metropt,71,metropt:segment-288:day-0,7152,0.5009413683378751,0.5108450732635811,0.009903704925706025
few1,metropt,71,metropt:segment-289:day-0,2400,0.488246403056015,0.49688238696746406,0.008635983911449041
few1,metropt,71,metropt:segment-290:day-0,8544,0.48316711818854674,0.49354895921440595,0.010381841025859206
few1,metropt,71,metropt:segment-290:day-1,3216,0.11129106352071984,0.11325990790473266,0.001968844384012819
few1,metropt,71,metropt:segment-291:day-0,4920,0.2999221832292376,0.3096053863532016,0.009683203123964035
few1,metropt,71,metropt:segment-292:day-0,2328,0.5331479436027907,0.5393308931737854,0.006182949570994634
few1,metropt,71,metropt:segment-293:day-0,2880,0.4748125012003735,0.4788474033327218,0.004034902132348306
few1,metropt,71,metropt:segment-294:day-0,5688,0.5462090626782434,0.5584272016680673,0.012218138989823824
few1,metropt,71,metropt:segment-295:day-0,6792,0.5103240782963135,0.519112398629851,0.008788320333537492
few1,metropt,71,metropt:segment-297:day-0,5976,0.5044731658576885,0.5099147306435511,0.0054415647858625515
few1,metropt,71,metropt:segment-299:day-0,6072,0.5060136931901874,0.5114008530668595,0.005387159876672043
few1,metropt,71,metropt:segment-300:day-0,72,0.242490690952593,0.2571835804222847,0.014692889469691661
few1,metropt,71,metropt:segment-302:day-0,7248,0.5490759767358095,0.5533191919153608,0.004243215179551285
few1,metropt,71,metropt:segment-303:day-0,96,0.717193356314683,0.7559706391566087,0.03877728284192572
few1,metropt,71,metropt:segment-304:day-0,6096,0.5629907249072854,0.5699891764020494,0.006998451494763969
few1,metropt,71,metropt:segment-305:day-0,192,0.461403120445896,0.4749267244776472,0.013523604031751235
few1,metropt,71,metropt:segment-306:day-0,816,0.42945127997880983,0.44265076850324403,0.0131994885244342
few1,metropt,71,metropt:segment-308:day-0,8544,0.5199238035842045,0.5338759163035087,0.013952112719304188
few1,metropt,71,metropt:segment-308:day-1,5304,0.5718854251163675,0.573616777111868,0.001731351995500452
few1,metropt,71,metropt:segment-309:day-0,24,0.05367931266902045,0.06114622047715721,0.007466907808136761
few1,metropt,71,metropt:segment-311:day-0,456,0.17858685242515052,0.18535448580863897,0.006767633383488458
few1,metropt,71,metropt:segment-312:day-0,6792,0.5577753456199651,0.5627458640839755,0.0049705184640104205
few1,metropt,71,metropt:segment-314:day-0,192,0.692056620206187,0.6981567890279818,0.006100168821794871
few1,metropt,71,metropt:segment-315:day-0,8544,0.4722735200220118,0.4842093784805498,0.011935858458538007
few1,metropt,71,metropt:segment-315:day-1,6768,0.5218751449871571,0.5313547055385178,0.009479560551360677
few1,metropt,71,metropt:segment-316:day-0,408,0.20482086552147313,0.2093986721202803,0.00457780659880716
few1,metropt,71,metropt:segment-318:day-0,6048,0.4844227758209655,0.4866522416694193,0.0022294658484537933
few1,metropt,71,metropt:segment-319:day-0,8544,0.47924438243566325,0.48482007045317455,0.005575688017511293
few1,metropt,71,metropt:segment-319:day-1,168,0.46662828887485613,0.4646643265603408,-0.001963962314515344
few1,metropt,71,metropt:segment-320:day-0,8544,0.4906849419037487,0.4959870761479043,0.005302134244155654
few1,metropt,71,metropt:segment-320:day-1,3480,0.4929838017319084,0.49589792552918877,0.0029141237972803435
few1,metropt,71,metropt:segment-321:day-0,4800,0.4626896284774466,0.47769576229880323,0.015006133821356626
few1,metropt,71,metropt:segment-322:day-0,5232,0.49363284203145025,0.49241475261604833,-0.0012180894154019128
few1,metropt,71,metropt:segment-323:day-0,264,0.43729917917625344,0.4217915856990326,-0.01550759347722086
few1,metropt,71,metropt:segment-325:day-0,8544,0.49996588402841313,0.5103485094028782,0.010382625374465104
few1,metropt,71,metropt:segment-325:day-1,8496,0.5384001611822916,0.545373731758562,0.006973570576270349
few1,metropt,71,metropt:segment-326:day-0,2856,0.530576275730016,0.5353600472680096,0.004783771537993586
few1,metropt,71,metropt:segment-327:day-0,504,0.496279301632031,0.5053120995394151,0.009032797907384149
few1,metropt,71,metropt:segment-328:day-0,2040,0.5439037480961202,0.552406864834607,0.008503116738486804
